Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Housing,"Housing Tenure",Owner-occupied,"197,991","(+/-5,147)","183,066","(+/-5,021)","211,325","(+/-5,891)","192,667","(+/-5,275)","214,981","(+/-5,655)","192,495","(+/-4,925)","229,891","(+/-4,646)","214,979","(+/-4,419)","203,087","(+/-4,402)","226,607","(+/-4,600)","226,322","(+/-5,398)","178,603","(+/-5,057)","211,619","(+/-5,656)","184,834","(+/-4,322)"
Housing,"Housing Tenure",Renter-occupied,"116,188","(+/-5,158)","119,327","(+/-5,656)","98,476","(+/-4,871)","116,848","(+/-5,439)","96,636","(+/-5,363)","113,127","(+/-4,779)","93,333","(+/-4,355)","70,150","(+/-4,373)","101,020","(+/-4,374)","79,701","(+/-3,915)","87,093","(+/-4,697)","120,274","(+/-5,189)","76,090","(+/-4,116)","142,536","(+/-5,751)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.44,(+/-0.05),2.79,(+/-0.06),2.42,(+/-0.05),2.44,(+/-0.04),2.41,(+/-0.05),2.49,(+/-0.06),2.43,(+/-0.03),2.65,(+/-0.04),2.51,(+/-0.04),2.56,(+/-0.05),2.43,(+/-0.05),2.69,(+/-0.06),2.74,(+/-0.06),2.53,(+/-0.05)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.14,(+/-0.07),2.12,(+/-0.08),2.17,(+/-0.08),2.18,(+/-0.07),2.18,(+/-0.08),2.15,(+/-0.06),2.15,(+/-0.08),2.53,(+/-0.10),2.34,(+/-0.07),2.21,(+/-0.08),2.14,(+/-0.08),2.30,(+/-0.09),2.38,(+/-0.11),2.04,(+/-0.06)
Housing,"Year Householder Moved into Unit","Occupied housing units","314,179","(+/-4,555)","302,393","(+/-5,284)","309,801","(+/-5,444)","309,515","(+/-3,821)","311,617","(+/-5,503)","305,622","(+/-4,070)","323,224","(+/-4,259)","285,129","(+/-3,984)","304,107","(+/-4,245)","306,308","(+/-3,260)","313,415","(+/-5,337)","298,877","(+/-6,174)","287,709","(+/-5,480)","327,370","(+/-5,874)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","56,356","(+/-4,702)","65,262","(+/-5,121)","60,433","(+/-4,566)","62,204","(+/-3,793)","46,053","(+/-3,619)","56,425","(+/-5,538)","58,234","(+/-4,024)","40,499","(+/-3,529)","63,895","(+/-4,246)","44,204","(+/-3,322)","47,746","(+/-3,536)","62,240","(+/-4,458)","47,699","(+/-4,350)","81,525","(+/-5,142)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","63,936","(+/-4,390)","84,307","(+/-5,248)","77,680","(+/-5,530)","78,316","(+/-4,606)","66,501","(+/-4,575)","69,587","(+/-4,561)","79,863","(+/-4,514)","61,175","(+/-4,217)","70,451","(+/-4,827)","60,919","(+/-4,227)","72,014","(+/-4,036)","79,625","(+/-4,861)","71,797","(+/-5,027)","94,208","(+/-4,755)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","72,464","(+/-4,279)","76,371","(+/-4,994)","63,243","(+/-4,250)","72,851","(+/-3,995)","69,608","(+/-3,851)","70,598","(+/-4,243)","79,772","(+/-3,948)","68,661","(+/-4,872)","67,836","(+/-3,842)","75,851","(+/-4,345)","80,484","(+/-4,509)","73,154","(+/-4,726)","69,907","(+/-3,752)","69,934","(+/-3,741)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","53,408","(+/-3,201)","42,847","(+/-3,565)","48,159","(+/-3,221)","45,624","(+/-3,997)","50,823","(+/-2,997)","48,521","(+/-4,064)","49,107","(+/-3,156)","51,880","(+/-3,266)","45,867","(+/-3,372)","52,876","(+/-4,056)","54,883","(+/-3,480)","49,756","(+/-3,274)","51,339","(+/-4,350)","41,883","(+/-3,070)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","31,414","(+/-2,067)","21,268","(+/-2,306)","31,111","(+/-2,673)","23,751","(+/-2,863)","34,450","(+/-2,740)","30,235","(+/-2,620)","27,065","(+/-2,047)","29,105","(+/-2,756)","27,966","(+/-2,642)","33,946","(+/-2,479)","29,539","(+/-2,679)","18,253","(+/-2,016)","27,315","(+/-2,723)","21,131","(+/-2,073)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","36,601","(+/-3,020)","12,338","(+/-1,464)","29,175","(+/-2,269)","26,769","(+/-2,408)","44,182","(+/-2,884)","30,256","(+/-2,913)","29,183","(+/-2,166)","33,809","(+/-2,402)","28,092","(+/-2,391)","38,512","(+/-2,682)","28,749","(+/-2,691)","15,849","(+/-2,014)","19,652","(+/-1,946)","18,689","(+/-1,762)"
Housing,Value,"Owner-occupied units","197,991","(+/-5,147)","183,066","(+/-5,021)","211,325","(+/-5,891)","192,667","(+/-5,275)","214,981","(+/-5,655)","192,495","(+/-4,925)","229,891","(+/-4,646)","214,979","(+/-4,419)","203,087","(+/-4,402)","226,607","(+/-4,600)","226,322","(+/-5,398)","178,603","(+/-5,057)","211,619","(+/-5,656)","184,834","(+/-4,322)"
Housing,Value,"Less than $50,000","19,970","(+/-2,187)","2,108",(+/-697),"17,636","(+/-2,519)","9,878","(+/-1,762)","16,484","(+/-2,155)","9,331","(+/-2,129)","19,224","(+/-1,722)","10,525","(+/-1,772)","14,246","(+/-2,208)","15,861","(+/-2,322)","14,167","(+/-2,414)","5,440","(+/-1,331)","10,349","(+/-1,697)","4,196","(+/-1,085)"
Housing,Value,"$50,000 to $99,999","30,833","(+/-2,977)","1,415",(+/-543),"21,536","(+/-2,305)","6,407","(+/-1,392)","23,116","(+/-2,552)","16,032","(+/-2,381)","21,997","(+/-1,807)","20,139","(+/-2,242)","19,462","(+/-2,008)","22,364","(+/-3,073)","13,853","(+/-1,963)","3,012",(+/-926),"7,571","(+/-1,282)","4,241","(+/-1,098)"
Housing,Value,"$100,000 to $149,999","29,273","(+/-2,727)","2,420",(+/-737),"25,750","(+/-2,826)","10,852","(+/-1,921)","26,866","(+/-2,704)","25,977","(+/-2,708)","17,373","(+/-1,611)","19,216","(+/-2,283)","25,878","(+/-2,524)","24,535","(+/-2,768)","15,808","(+/-2,204)","6,661","(+/-1,575)","14,423","(+/-1,907)","8,401","(+/-1,749)"
Housing,Value,"$150,000 to $199,999","29,932","(+/-2,875)","4,802","(+/-1,474)","29,654","(+/-3,164)","19,641","(+/-2,431)","32,017","(+/-3,086)","30,455","(+/-3,280)","22,026","(+/-2,244)","25,011","(+/-2,025)","30,602","(+/-2,713)","28,377","(+/-2,734)","19,754","(+/-2,221)","11,223","(+/-1,905)","14,998","(+/-1,980)","10,910","(+/-1,594)"
Housing,Value,"$200,000 to $299,999","44,601","(+/-3,379)","20,653","(+/-2,526)","50,242","(+/-3,739)","39,066","(+/-3,394)","49,883","(+/-3,098)","48,089","(+/-3,674)","46,843","(+/-3,110)","47,220","(+/-3,791)","46,852","(+/-2,930)","53,581","(+/-3,443)","47,298","(+/-3,688)","37,823","(+/-3,249)","42,102","(+/-3,974)","29,275","(+/-2,864)"
Housing,Value,"$300,000 to $499,999","32,219","(+/-2,512)","65,118","(+/-4,012)","43,926","(+/-3,410)","62,868","(+/-3,481)","44,357","(+/-3,302)","44,874","(+/-3,393)","62,954","(+/-4,054)","54,475","(+/-3,919)","40,613","(+/-3,087)","52,594","(+/-3,933)","68,171","(+/-4,137)","73,141","(+/-3,971)","70,697","(+/-4,679)","61,477","(+/-3,737)"
Housing,Value,"$500,000 to $999,999","10,067","(+/-1,500)","73,388","(+/-4,414)","18,816","(+/-2,043)","38,912","(+/-2,710)","18,619","(+/-1,855)","15,662","(+/-2,044)","33,051","(+/-2,645)","33,319","(+/-2,432)","22,559","(+/-2,353)","21,958","(+/-2,360)","37,735","(+/-2,964)","34,916","(+/-3,008)","47,760","(+/-3,507)","50,717","(+/-3,029)"
Housing,Value,"$1,000,000 or more","1,096",(+/-421),"13,162","(+/-1,838)","3,765",(+/-842),"5,043","(+/-1,258)","3,639",(+/-867),"2,075",(+/-751),"6,423","(+/-1,558)","5,074",(+/-923),"2,875",(+/-742),"7,337","(+/-1,332)","9,536","(+/-1,396)","6,387","(+/-1,209)","3,719","(+/-1,171)","15,617","(+/-1,711)"
Housing,Value,"Median (dollars)","180,100","(+/-6,019)","486,100","(+/-9,376)","220,100","(+/-6,151)","327,900","(+/-9,078)","215,800","(+/-5,830)","227,900","(+/-6,884)","272,200","(+/-6,229)","269,100","(+/-8,019)","222,000","(+/-6,274)","235,900","(+/-6,523)","305,400","(+/-8,884)","355,900","(+/-7,677)","340,700","(+/-8,702)","400,900","(+/-10,993)"
Housing,"Mortgage Status","Owner-occupied units","197,991","(+/-5,147)","183,066","(+/-5,021)","211,325","(+/-5,891)","192,667","(+/-5,275)","214,981","(+/-5,655)","192,495","(+/-4,925)","229,891","(+/-4,646)","214,979","(+/-4,419)","203,087","(+/-4,402)","226,607","(+/-4,600)","226,322","(+/-5,398)","178,603","(+/-5,057)","211,619","(+/-5,656)","184,834","(+/-4,322)"
Housing,"Mortgage Status","Housing units with a mortgage","112,313","(+/-5,221)","134,059","(+/-4,809)","122,614","(+/-4,694)","125,212","(+/-4,762)","115,551","(+/-4,408)","119,311","(+/-4,916)","132,843","(+/-4,644)","133,272","(+/-4,588)","124,369","(+/-4,062)","131,443","(+/-4,800)","119,406","(+/-5,612)","131,028","(+/-4,383)","146,733","(+/-5,281)","131,982","(+/-4,563)"
Housing,"Mortgage Status","Housing units without a mortgage","85,678","(+/-4,468)","49,007","(+/-3,111)","88,711","(+/-4,461)","67,455","(+/-3,914)","99,430","(+/-4,191)","73,184","(+/-4,269)","97,048","(+/-4,090)","81,707","(+/-3,867)","78,718","(+/-4,034)","95,164","(+/-4,571)","106,916","(+/-4,678)","47,575","(+/-3,730)","64,886","(+/-3,686)","52,852","(+/-3,370)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","112,313","(+/-5,221)","134,059","(+/-4,809)","122,614","(+/-4,694)","125,212","(+/-4,762)","115,551","(+/-4,408)","119,311","(+/-4,916)","132,843","(+/-4,644)","133,272","(+/-4,588)","124,369","(+/-4,062)","131,443","(+/-4,800)","119,406","(+/-5,612)","131,028","(+/-4,383)","146,733","(+/-5,281)","131,982","(+/-4,563)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","1,183",(+/-507),791,(+/-612),"2,117",(+/-693),"1,624",(+/-681),"3,344","(+/-1,075)","3,274","(+/-1,263)","1,832",(+/-588),"3,287","(+/-1,054)","1,389",(+/-540),"4,225","(+/-1,289)","2,431",(+/-752),"1,132",(+/-510),"1,388",(+/-599),"1,009",(+/-431)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","26,982","(+/-2,976)","6,729","(+/-1,584)","26,198","(+/-2,408)","20,182","(+/-2,276)","34,394","(+/-3,143)","33,999","(+/-3,885)","23,723","(+/-2,265)","30,404","(+/-3,225)","28,241","(+/-2,943)","33,219","(+/-3,103)","24,518","(+/-2,166)","16,869","(+/-2,295)","18,140","(+/-1,973)","15,469","(+/-1,759)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","45,765","(+/-3,079)","28,638","(+/-3,075)","44,744","(+/-3,727)","43,049","(+/-3,815)","39,297","(+/-3,329)","36,601","(+/-3,421)","48,291","(+/-4,023)","44,419","(+/-3,656)","45,917","(+/-3,161)","44,988","(+/-3,989)","44,401","(+/-3,490)","42,366","(+/-3,222)","46,028","(+/-3,639)","29,857","(+/-2,764)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","23,947","(+/-2,741)","31,948","(+/-2,651)","28,558","(+/-2,862)","28,458","(+/-2,286)","20,993","(+/-2,143)","22,390","(+/-2,720)","27,733","(+/-2,683)","25,108","(+/-2,391)","26,065","(+/-2,801)","23,507","(+/-2,790)","24,836","(+/-2,616)","33,754","(+/-2,607)","41,989","(+/-4,095)","30,705","(+/-2,757)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","8,677","(+/-1,324)","25,500","(+/-2,661)","10,593","(+/-1,698)","13,445","(+/-1,880)","8,204","(+/-1,177)","13,674","(+/-2,209)","14,915","(+/-1,972)","14,355","(+/-2,044)","12,667","(+/-1,539)","11,874","(+/-1,938)","10,370","(+/-2,016)","18,438","(+/-2,490)","18,924","(+/-3,102)","21,318","(+/-2,153)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","3,592","(+/-1,067)","17,872","(+/-2,356)","5,689","(+/-1,161)","7,596","(+/-1,425)","4,173",(+/-857),"4,390","(+/-1,021)","9,553","(+/-1,765)","6,497","(+/-1,321)","5,300","(+/-1,147)","5,205","(+/-1,358)","5,246","(+/-1,203)","9,821","(+/-1,771)","10,849","(+/-1,526)","12,889","(+/-2,069)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","2,167",(+/-649),"22,581","(+/-2,584)","4,715","(+/-1,065)","10,858","(+/-1,649)","5,146","(+/-1,166)","4,983","(+/-1,142)","6,796","(+/-1,185)","9,202","(+/-1,574)","4,790",(+/-936),"8,425","(+/-1,623)","7,604","(+/-1,323)","8,648","(+/-1,402)","9,415","(+/-1,707)","20,735","(+/-1,978)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,291",(+/-29),"1,985",(+/-45),"1,343",(+/-37),"1,474",(+/-33),"1,226",(+/-29),"1,253",(+/-57),"1,436",(+/-23),"1,344",(+/-34),"1,329",(+/-35),"1,289",(+/-38),"1,362",(+/-29),"1,572",(+/-38),"1,593",(+/-40),"1,786",(+/-50)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","85,678","(+/-4,468)","49,007","(+/-3,111)","88,711","(+/-4,461)","67,455","(+/-3,914)","99,430","(+/-4,191)","73,184","(+/-4,269)","97,048","(+/-4,090)","81,707","(+/-3,867)","78,718","(+/-4,034)","95,164","(+/-4,571)","106,916","(+/-4,678)","47,575","(+/-3,730)","64,886","(+/-3,686)","52,852","(+/-3,370)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","7,964","(+/-1,442)",855,(+/-409),"9,927","(+/-1,527)","6,598","(+/-1,405)","20,675","(+/-2,291)","9,542","(+/-1,794)","10,269","(+/-1,283)","12,693","(+/-1,738)","9,816","(+/-1,507)","19,038","(+/-2,315)","18,682","(+/-2,394)","3,209",(+/-878),"5,716","(+/-1,339)","4,096","(+/-1,376)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","26,388","(+/-2,723)","5,991","(+/-1,289)","21,722","(+/-2,293)","17,641","(+/-2,318)","37,599","(+/-3,249)","22,570","(+/-2,762)","23,604","(+/-1,978)","27,081","(+/-2,729)","25,454","(+/-2,785)","37,519","(+/-3,320)","34,948","(+/-3,110)","11,013","(+/-1,675)","18,287","(+/-1,816)","10,246","(+/-1,521)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","27,323","(+/-2,444)","16,375","(+/-1,905)","28,152","(+/-2,427)","20,826","(+/-2,285)","25,370","(+/-2,212)","22,863","(+/-2,578)","29,471","(+/-2,534)","25,088","(+/-2,228)","25,427","(+/-2,443)","24,554","(+/-2,461)","30,731","(+/-2,124)","18,732","(+/-2,337)","23,856","(+/-2,418)","15,117","(+/-1,874)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","14,056","(+/-1,830)","14,258","(+/-1,602)","18,448","(+/-1,964)","11,397","(+/-1,570)","8,870","(+/-1,464)","10,470","(+/-1,453)","17,426","(+/-2,067)","9,930","(+/-1,421)","10,323","(+/-1,414)","8,207","(+/-1,391)","12,168","(+/-1,655)","7,883","(+/-1,446)","9,913","(+/-1,333)","10,180","(+/-1,566)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","5,395","(+/-1,145)","6,333","(+/-1,050)","5,816","(+/-1,181)","5,044","(+/-1,116)","3,220",(+/-782),"4,086",(+/-924),"7,669","(+/-1,208)","3,256","(+/-1,107)","4,484","(+/-1,097)","3,306",(+/-977),"5,340","(+/-1,059)","3,650","(+/-1,211)","3,809",(+/-860),"5,330","(+/-1,038)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","4,552","(+/-1,120)","5,195",(+/-964),"4,646",(+/-986),"5,949","(+/-1,292)","3,696",(+/-904),"3,653",(+/-868),"8,609","(+/-1,405)","3,659",(+/-982),"3,214",(+/-774),"2,540",(+/-718),"5,047",(+/-874),"3,088","(+/-1,090)","3,305",(+/-897),"7,883","(+/-1,232)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",454,(+/-13),617,(+/-19),478,(+/-11),483,(+/-18),364,(+/-9),435,(+/-16),499,(+/-16),407,(+/-14),425,(+/-12),365,(+/-10),399,(+/-12),487,(+/-16),457,(+/-13),558,(+/-24)
Housing,"Gross Rent","Occupied units paying rent","106,054","(+/-4,887)","116,247","(+/-5,776)","90,361","(+/-4,735)","111,135","(+/-5,182)","86,074","(+/-4,613)","107,334","(+/-4,913)","85,465","(+/-4,225)","61,451","(+/-4,061)","92,778","(+/-3,934)","70,311","(+/-3,651)","77,872","(+/-4,311)","115,942","(+/-4,822)","72,226","(+/-4,019)","138,413","(+/-5,936)"
Housing,"Gross Rent","Less than $500","14,117","(+/-2,111)","2,514","(+/-1,051)","7,167","(+/-1,670)","5,715","(+/-1,358)","11,355","(+/-1,607)","6,317","(+/-1,439)","8,944","(+/-1,541)","5,041","(+/-1,166)","6,424","(+/-1,242)","10,454","(+/-1,819)","9,988","(+/-1,901)","2,509",(+/-837),"5,235","(+/-1,541)","5,783","(+/-1,581)"
Housing,"Gross Rent","$500 to $999","56,827","(+/-4,100)","11,279","(+/-2,347)","40,302","(+/-3,642)","26,465","(+/-3,536)","43,373","(+/-3,971)","43,487","(+/-3,907)","29,978","(+/-2,604)","28,838","(+/-2,935)","35,932","(+/-3,133)","35,478","(+/-2,797)","31,660","(+/-3,247)","19,078","(+/-2,616)","21,900","(+/-2,891)","19,193","(+/-2,497)"
Housing,"Gross Rent","$1,000 to $1,499","27,218","(+/-3,077)","48,490","(+/-4,013)","30,129","(+/-3,442)","42,529","(+/-4,060)","20,895","(+/-2,736)","36,930","(+/-3,365)","26,746","(+/-3,028)","15,440","(+/-2,056)","33,069","(+/-2,633)","17,520","(+/-2,548)","20,815","(+/-2,931)","46,852","(+/-4,401)","21,417","(+/-2,226)","50,678","(+/-4,174)"
Housing,"Gross Rent","$1,500 to $1,999","5,540","(+/-1,517)","33,574","(+/-3,278)","9,653","(+/-1,716)","24,617","(+/-3,934)","7,599","(+/-1,724)","13,763","(+/-2,788)","13,109","(+/-2,058)","6,966","(+/-1,696)","12,210","(+/-1,803)","5,444","(+/-1,491)","9,925","(+/-1,771)","34,664","(+/-4,262)","15,026","(+/-2,359)","42,730","(+/-3,799)"
Housing,"Gross Rent","$2,000 to $2,499","1,377",(+/-696),"12,647","(+/-2,429)","2,024","(+/-1,261)","7,487","(+/-1,662)","1,874",(+/-796),"4,005","(+/-1,608)","4,276","(+/-1,279)","2,962",(+/-922),"3,019",(+/-981),770,(+/-395),"3,171",(+/-786),"10,340","(+/-2,472)","5,311","(+/-1,525)","11,544","(+/-1,548)"
Housing,"Gross Rent","$2,500 to $2,999",424,(+/-261),"3,628","(+/-1,567)",300,(+/-224),"1,882",(+/-971),196,(+/-201),930,(+/-644),"1,087",(+/-660),"1,790",(+/-882),940,(+/-507),291,(+/-221),746,(+/-442),"1,778",(+/-808),"2,236","(+/-1,194)","4,973","(+/-1,352)"
Housing,"Gross Rent","$3,000 or more",551,(+/-519),"4,115","(+/-1,226)",786,(+/-563),"2,440",(+/-724),782,(+/-338),"1,902",(+/-808),"1,325",(+/-606),414,(+/-378),"1,184",(+/-576),354,(+/-315),"1,567",(+/-621),721,(+/-407),"1,101",(+/-578),"3,512",(+/-925)
Housing,"Gross Rent","Median (dollars)",866,(+/-22),"1,461",(+/-28),979,(+/-23),"1,281",(+/-42),860,(+/-29),"1,044",(+/-37),"1,067",(+/-41),944,(+/-36),"1,061",(+/-32),859,(+/-30),960,(+/-40),"1,390",(+/-39),"1,187",(+/-54),"1,446",(+/-26)
Housing,"Gross Rent","No rent paid","10,134","(+/-1,664)","3,080","(+/-1,188)","8,115","(+/-1,449)","5,713","(+/-1,739)","10,562","(+/-2,237)","5,793","(+/-1,354)","7,868","(+/-1,355)","8,699","(+/-1,633)","8,242","(+/-1,593)","9,390","(+/-1,790)","9,221","(+/-1,757)","4,332","(+/-1,420)","3,864","(+/-1,052)","4,123","(+/-1,251)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","314,179","(+/-4,555)","302,393","(+/-5,284)","309,801","(+/-5,444)","309,515","(+/-3,821)","311,617","(+/-5,503)","305,622","(+/-4,070)","323,224","(+/-4,259)","285,129","(+/-3,984)","304,107","(+/-4,245)","306,308","(+/-3,260)","313,415","(+/-5,337)","298,877","(+/-6,174)","287,709","(+/-5,480)","327,370","(+/-5,874)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","24,543","(+/-2,486)","10,644","(+/-1,727)","16,659","(+/-2,610)","13,961","(+/-1,971)","20,678","(+/-2,628)","20,532","(+/-2,510)","20,813","(+/-2,427)","12,205","(+/-1,904)","16,437","(+/-2,272)","14,238","(+/-2,282)","18,622","(+/-2,391)","12,827","(+/-2,009)","13,339","(+/-2,185)","16,714","(+/-2,577)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","17,058","(+/-2,375)","6,390","(+/-1,612)","15,529","(+/-2,127)","7,280","(+/-1,450)","16,264","(+/-2,122)","16,570","(+/-2,374)","14,189","(+/-1,708)","11,038","(+/-1,873)","13,952","(+/-2,077)","14,278","(+/-2,276)","15,480","(+/-2,215)","6,479","(+/-1,647)","8,340","(+/-1,836)","9,353","(+/-2,069)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","29,917","(+/-2,955)","11,634","(+/-1,960)","26,674","(+/-3,073)","21,579","(+/-2,721)","31,319","(+/-2,859)","22,968","(+/-2,532)","26,045","(+/-2,208)","22,052","(+/-2,668)","25,383","(+/-2,444)","25,558","(+/-3,078)","25,928","(+/-2,701)","15,696","(+/-2,209)","18,618","(+/-2,671)","16,077","(+/-2,198)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","31,762","(+/-3,124)","16,939","(+/-2,677)","28,263","(+/-3,440)","23,003","(+/-2,906)","28,475","(+/-2,612)","26,720","(+/-3,242)","27,357","(+/-2,392)","24,648","(+/-2,980)","24,260","(+/-2,188)","27,235","(+/-2,586)","28,757","(+/-2,407)","22,727","(+/-3,174)","17,887","(+/-1,970)","21,943","(+/-2,508)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","40,952","(+/-3,814)","26,330","(+/-3,541)","40,016","(+/-3,225)","34,711","(+/-3,823)","46,480","(+/-3,679)","37,962","(+/-4,029)","41,633","(+/-3,353)","34,547","(+/-3,461)","39,884","(+/-3,388)","38,611","(+/-3,506)","41,320","(+/-3,190)","38,370","(+/-4,478)","25,902","(+/-2,863)","34,912","(+/-3,102)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","59,151","(+/-3,833)","50,412","(+/-4,316)","56,429","(+/-4,122)","56,500","(+/-4,303)","53,875","(+/-3,763)","54,981","(+/-4,461)","57,975","(+/-3,866)","47,597","(+/-4,568)","58,225","(+/-3,614)","55,471","(+/-4,059)","54,878","(+/-3,501)","55,777","(+/-4,761)","48,924","(+/-4,008)","51,609","(+/-3,698)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","38,690","(+/-3,254)","32,991","(+/-3,087)","42,406","(+/-3,659)","39,885","(+/-3,663)","40,335","(+/-3,221)","40,650","(+/-3,575)","39,997","(+/-3,583)","42,850","(+/-3,873)","42,808","(+/-3,036)","43,620","(+/-3,650)","40,092","(+/-3,235)","37,509","(+/-3,349)","34,725","(+/-3,398)","42,385","(+/-3,814)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","44,649","(+/-3,223)","55,640","(+/-4,116)","48,596","(+/-3,756)","56,657","(+/-3,734)","38,800","(+/-3,114)","44,895","(+/-4,178)","51,634","(+/-3,168)","43,647","(+/-4,007)","46,384","(+/-3,395)","49,694","(+/-4,135)","48,277","(+/-3,455)","48,953","(+/-4,011)","56,226","(+/-4,246)","54,272","(+/-3,443)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","15,170","(+/-2,233)","38,415","(+/-4,010)","18,374","(+/-2,673)","23,888","(+/-2,805)","18,125","(+/-2,042)","21,098","(+/-2,778)","23,131","(+/-2,724)","21,902","(+/-2,434)","18,264","(+/-2,345)","17,740","(+/-2,304)","18,498","(+/-2,387)","26,148","(+/-2,871)","28,861","(+/-3,341)","29,559","(+/-2,768)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","12,287","(+/-1,785)","52,998","(+/-4,137)","16,855","(+/-2,505)","32,051","(+/-2,505)","17,266","(+/-1,909)","19,246","(+/-2,179)","20,450","(+/-2,281)","24,643","(+/-2,595)","18,510","(+/-2,202)","19,863","(+/-2,110)","21,563","(+/-2,106)","34,391","(+/-2,949)","34,887","(+/-3,231)","50,546","(+/-2,528)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","53,854","(+/-1,402)","96,138","(+/-3,551)","61,546","(+/-2,258)","74,019","(+/-2,006)","54,503","(+/-2,093)","61,429","(+/-2,756)","62,763","(+/-1,476)","69,466","(+/-2,760)","62,661","(+/-1,898)","64,668","(+/-2,392)","62,261","(+/-2,439)","73,841","(+/-2,381)","82,201","(+/-2,552)","81,717","(+/-2,400)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","73,097","(+/-2,532)","130,909","(+/-3,853)","81,521","(+/-3,495)","102,986","(+/-3,107)","78,996","(+/-2,948)","84,646","(+/-3,036)","86,512","(+/-2,943)","92,416","(+/-2,830)","82,792","(+/-2,470)","87,535","(+/-3,980)","85,107","(+/-2,899)","105,270","(+/-3,202)","105,091","(+/-2,848)","124,641","(+/-3,724)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","738,178","(+/-3,984)","776,505","(+/-11,144)","699,824","(+/-7,523)","748,629","(+/-2,579)","746,142","(+/-8,055)","745,373","(+/-7,379)","759,182","(+/-4,486)","750,797","(+/-7,120)","717,637","(+/-8,516)","759,708","(+/-6,111)","746,580","(+/-3,955)","766,714","(+/-14,556)","764,837","(+/-13,505)","760,737","(+/-14,357)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","660,311","(+/-7,540)","724,463","(+/-12,331)","630,627","(+/-9,422)","685,377","(+/-6,668)","676,116","(+/-9,094)","682,843","(+/-9,000)","686,315","(+/-6,707)","681,947","(+/-9,596)","652,593","(+/-7,721)","698,405","(+/-7,896)","660,915","(+/-6,566)","693,948","(+/-15,298)","687,452","(+/-12,386)","686,436","(+/-13,403)"
