Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","86,953","(+/-2,647)","144,716","(+/-4,369)","135,123","(+/-4,534)","121,425","(+/-4,025)","115,178","(+/-3,817)","103,389","(+/-3,329)","110,473","(+/-3,099)","120,364","(+/-4,209)","111,936","(+/-4,154)","195,518","(+/-6,002)","204,132","(+/-6,977)","152,634","(+/-5,086)","89,561","(+/-3,459)","172,757","(+/-5,120)","193,968","(+/-5,113)","250,239","(+/-7,577)","218,485","(+/-6,762)","125,207","(+/-3,834)","171,793","(+/-8,760)","109,252","(+/-4,013)","81,746","(+/-3,324)","71,542","(+/-2,552)","89,468","(+/-3,887)","126,244","(+/-3,928)","85,292","(+/-2,991)","150,230","(+/-8,122)","124,435","(+/-3,542)","145,971","(+/-5,627)","92,527","(+/-2,852)","124,886","(+/-4,067)","103,402","(+/-3,082)","168,884","(+/-8,182)","102,149","(+/-3,685)","85,981","(+/-3,741)","101,740","(+/-3,163)","181,074","(+/-7,056)","99,281","(+/-3,480)","115,472","(+/-4,009)","102,272","(+/-3,074)","163,733","(+/-7,580)","123,824","(+/-3,723)","97,448","(+/-3,588)","88,098","(+/-2,783)","101,301","(+/-3,668)","131,719","(+/-6,482)","100,656","(+/-3,210)","167,577","(+/-5,847)","127,175","(+/-3,407)","153,336","(+/-4,695)","151,317","(+/-5,083)","126,435","(+/-3,679)","98,553","(+/-2,853)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","743,200","(+/-3,279)","737,342","(+/-8,391)","764,723","(+/-8,331)","753,540","(+/-9,030)","768,236","(+/-16,470)","746,035","(+/-16,806)","757,237","(+/-16,354)","741,498","(+/-9,618)","760,782","(+/-4,542)","747,528","(+/-9,814)","702,285","(+/-8,906)","732,136","(+/-5,814)","769,200","(+/-13,809)","729,069","(+/-7,509)","715,260","(+/-11,187)","731,139","(+/-14,783)","737,309","(+/-14,292)","723,116","(+/-13,649)","736,788","(+/-12,986)","778,023","(+/-17,533)","741,623","(+/-17,632)","744,053","(+/-14,748)","730,574","(+/-13,715)","737,258","(+/-5,288)","758,235","(+/-8,598)","751,584","(+/-7,644)","732,253","(+/-12,754)","714,360","(+/-12,105)","725,248","(+/-21,198)","727,256","(+/-12,256)","726,217","(+/-11,231)","779,567","(+/-21,896)","769,128","(+/-13,531)","734,612","(+/-21,017)","760,588","(+/-13,862)","723,838","(+/-14,880)","737,782","(+/-22,032)","716,894","(+/-10,857)","765,791","(+/-8,709)","740,182","(+/-11,730)","790,282","(+/-13,110)","719,676","(+/-13,527)","720,057","(+/-15,639)","728,138","(+/-14,955)","749,227","(+/-9,895)","743,298","(+/-10,937)","750,875","(+/-3,626)","754,744","(+/-13,374)","716,380","(+/-8,710)","725,815","(+/-16,228)","738,500","(+/-15,741)","720,189","(+/-14,949)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","688,761","(+/-6,260)","696,743","(+/-8,582)","735,707","(+/-8,943)","715,370","(+/-9,988)","736,410","(+/-16,747)","709,222","(+/-16,127)","725,503","(+/-16,240)","698,682","(+/-10,127)","710,572","(+/-6,570)","723,548","(+/-11,324)","682,462","(+/-9,250)","701,610","(+/-6,825)","708,021","(+/-14,782)","702,630","(+/-8,498)","685,351","(+/-11,430)","708,446","(+/-15,047)","717,950","(+/-13,761)","663,238","(+/-14,039)","707,168","(+/-13,294)","745,347","(+/-17,359)","690,469","(+/-16,497)","676,986","(+/-15,784)","674,971","(+/-15,230)","691,261","(+/-7,164)","695,706","(+/-10,852)","695,093","(+/-9,882)","695,754","(+/-12,119)","686,327","(+/-12,921)","654,865","(+/-19,374)","681,706","(+/-13,013)","664,824","(+/-12,039)","737,264","(+/-20,542)","702,111","(+/-14,849)","628,873","(+/-19,176)","693,945","(+/-14,335)","697,073","(+/-15,011)","652,598","(+/-21,664)","666,104","(+/-10,756)","690,481","(+/-11,059)","710,109","(+/-11,976)","747,755","(+/-12,522)","647,791","(+/-12,174)","642,520","(+/-14,064)","657,460","(+/-14,422)","706,747","(+/-10,272)","663,410","(+/-12,903)","716,786","(+/-5,776)","706,124","(+/-12,976)","666,742","(+/-9,157)","691,780","(+/-15,728)","705,298","(+/-16,097)","655,153","(+/-14,290)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","424,218","(+/-10,598)","500,186","(+/-11,325)","575,195","(+/-11,392)","521,477","(+/-12,494)","531,210","(+/-15,285)","469,868","(+/-15,845)","494,898","(+/-14,698)","486,756","(+/-13,527)","472,635","(+/-11,764)","612,999","(+/-11,873)","540,977","(+/-9,727)","521,831","(+/-10,766)","371,706","(+/-14,160)","564,638","(+/-10,715)","551,629","(+/-10,956)","575,801","(+/-12,616)","607,276","(+/-12,524)","424,059","(+/-12,833)","555,752","(+/-12,661)","534,612","(+/-17,481)","352,542","(+/-14,855)","306,872","(+/-13,198)","383,367","(+/-15,721)","501,688","(+/-10,703)","360,119","(+/-13,237)","509,403","(+/-10,960)","490,536","(+/-14,018)","495,932","(+/-13,241)","347,310","(+/-14,276)","466,471","(+/-12,228)","399,400","(+/-13,378)","546,892","(+/-18,793)","430,173","(+/-15,978)","324,143","(+/-13,646)","454,350","(+/-13,732)","566,977","(+/-15,111)","332,019","(+/-15,417)","445,906","(+/-11,813)","416,680","(+/-13,988)","543,466","(+/-12,677)","509,879","(+/-15,545)","364,503","(+/-11,842)","336,512","(+/-12,876)","396,403","(+/-12,736)","486,879","(+/-12,439)","370,087","(+/-12,503)","563,477","(+/-13,060)","519,455","(+/-14,823)","514,782","(+/-13,197)","558,352","(+/-15,383)","529,732","(+/-13,995)","418,132","(+/-12,703)"
Socioeconomic,"Health Insurance Coverage","With public coverage","377,495","(+/-10,873)","313,096","(+/-8,349)","292,803","(+/-9,826)","303,528","(+/-9,758)","327,464","(+/-11,807)","330,731","(+/-14,158)","326,831","(+/-13,189)","309,414","(+/-12,775)","316,412","(+/-10,860)","209,669","(+/-9,953)","209,687","(+/-8,549)","255,325","(+/-8,884)","403,650","(+/-16,960)","212,434","(+/-9,264)","218,866","(+/-9,417)","212,175","(+/-11,707)","169,779","(+/-10,261)","299,103","(+/-13,693)","253,579","(+/-9,837)","310,079","(+/-13,202)","418,145","(+/-12,978)","422,063","(+/-14,073)","356,260","(+/-14,721)","294,069","(+/-10,762)","409,703","(+/-11,663)","273,336","(+/-9,606)","270,365","(+/-12,139)","261,142","(+/-8,572)","350,779","(+/-14,929)","269,795","(+/-11,474)","314,754","(+/-12,235)","270,155","(+/-11,387)","328,367","(+/-13,813)","353,536","(+/-14,106)","298,421","(+/-12,368)","207,323","(+/-9,920)","365,258","(+/-16,528)","277,366","(+/-9,836)","333,447","(+/-13,252)","242,550","(+/-11,663)","324,614","(+/-14,258)","329,545","(+/-11,592)","358,621","(+/-14,338)","311,707","(+/-14,811)","285,826","(+/-10,803)","334,363","(+/-11,849)","228,534","(+/-12,761)","275,958","(+/-10,817)","232,468","(+/-10,636)","205,905","(+/-10,344)","253,337","(+/-12,197)","305,425","(+/-13,823)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","54,439","(+/-5,457)","40,599","(+/-5,035)","29,016","(+/-4,534)","38,170","(+/-5,642)","31,826","(+/-4,616)","36,813","(+/-4,694)","31,734","(+/-5,066)","42,816","(+/-4,378)","50,210","(+/-5,959)","23,980","(+/-3,947)","19,823","(+/-3,593)","30,526","(+/-4,425)","61,179","(+/-5,804)","26,439","(+/-4,183)","29,909","(+/-5,340)","22,693","(+/-3,891)","19,359","(+/-2,993)","59,878","(+/-6,475)","29,620","(+/-3,710)","32,676","(+/-5,379)","51,154","(+/-4,939)","67,067","(+/-7,137)","55,603","(+/-6,346)","45,997","(+/-4,979)","62,529","(+/-6,300)","56,491","(+/-6,776)","36,499","(+/-4,792)","28,033","(+/-3,548)","70,383","(+/-6,325)","45,550","(+/-5,852)","61,393","(+/-5,589)","42,303","(+/-5,921)","67,017","(+/-6,520)","105,739","(+/-8,576)","66,643","(+/-6,356)","26,765","(+/-4,012)","85,184","(+/-6,284)","50,790","(+/-5,378)","75,310","(+/-6,744)","30,073","(+/-4,182)","42,527","(+/-4,888)","71,885","(+/-5,853)","77,537","(+/-7,618)","70,678","(+/-5,972)","42,480","(+/-4,623)","79,888","(+/-7,699)","34,089","(+/-5,025)","48,620","(+/-5,767)","49,638","(+/-7,275)","34,035","(+/-4,925)","33,202","(+/-4,460)","65,036","(+/-6,330)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","180,144","(+/-2,418)","146,577","(+/-5,028)","164,530","(+/-4,718)","163,364","(+/-5,867)","177,695","(+/-7,326)","185,227","(+/-8,424)","179,211","(+/-8,365)","170,628","(+/-6,327)","210,199","(+/-2,922)","178,015","(+/-5,074)","101,047","(+/-3,120)","144,697","(+/-5,606)","241,680","(+/-8,393)","159,359","(+/-5,272)","143,768","(+/-4,672)","164,750","(+/-6,952)","146,389","(+/-6,003)","190,922","(+/-6,012)","156,099","(+/-7,041)","216,027","(+/-8,625)","231,042","(+/-8,722)","242,889","(+/-7,879)","213,389","(+/-8,021)","161,541","(+/-4,089)","201,363","(+/-8,062)","178,031","(+/-4,367)","185,297","(+/-8,018)","146,045","(+/-6,979)","158,504","(+/-9,137)","110,946","(+/-7,336)","165,587","(+/-7,587)","156,660","(+/-10,259)","204,863","(+/-8,856)","148,920","(+/-8,582)","203,513","(+/-9,537)","127,528","(+/-6,913)","171,982","(+/-8,967)","153,384","(+/-6,393)","201,970","(+/-6,829)","156,726","(+/-7,217)","193,634","(+/-8,001)","171,082","(+/-8,677)","186,313","(+/-9,242)","174,827","(+/-10,384)","162,095","(+/-7,279)","183,364","(+/-7,532)","153,936","(+/-6,346)","188,229","(+/-8,460)","170,321","(+/-8,402)","140,538","(+/-8,099)","158,708","(+/-9,654)","192,994","(+/-9,121)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","8,790","(+/-2,432)","3,757","(+/-1,249)","4,352","(+/-1,712)","4,960","(+/-1,258)","5,091","(+/-1,679)","5,518","(+/-2,505)","5,738","(+/-2,480)","6,026","(+/-1,856)","4,836","(+/-1,803)","3,207","(+/-1,485)","1,733",(+/-972),"4,638","(+/-1,284)","7,287","(+/-2,010)","4,281","(+/-1,961)","4,432","(+/-2,507)","1,747",(+/-884),"2,059",(+/-795),"4,796","(+/-1,537)","3,669","(+/-1,467)","5,106","(+/-2,300)","5,267","(+/-1,622)","8,468","(+/-2,306)","9,329","(+/-3,129)","3,857","(+/-1,269)","7,451","(+/-2,298)","5,304","(+/-2,248)","6,543","(+/-2,272)","1,823",(+/-915),"5,773","(+/-1,420)","2,306",(+/-935),"7,461","(+/-2,759)","4,755","(+/-1,724)","8,760","(+/-2,647)","7,491","(+/-2,020)","6,604","(+/-2,200)","1,619",(+/-733),"5,180","(+/-1,615)","3,493","(+/-1,098)","9,566","(+/-2,633)","2,088",(+/-879),"5,557","(+/-1,732)","7,837","(+/-1,994)","9,152","(+/-2,520)","6,574","(+/-1,748)","6,392","(+/-2,049)","5,957","(+/-1,768)","3,743","(+/-1,813)","9,440","(+/-2,678)","9,275","(+/-3,160)","3,413","(+/-1,225)","3,721","(+/-1,547)","11,179","(+/-2,822)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",10.9,(+/-1.3),5.8,(+/-0.9),4.9,(+/-0.9),6.0,(+/-1.1),7.7,(+/-1.2),9.5,(+/-1.3),9.4,(+/-1.3),8.6,(+/-1.4),9.8,(+/-1.4),3.7,(+/-0.8),5.4,(+/-1.0),8.1,(+/-1.3),17.2,(+/-1.6),5.0,(+/-0.9),4.7,(+/-0.9),3.6,(+/-0.7),4.5,(+/-0.9),8.6,(+/-1.1),4.3,(+/-0.8),7.8,(+/-1.2),17.1,(+/-1.7),19.9,(+/-1.5),13.0,(+/-1.8),6.9,(+/-1.1),13.8,(+/-1.5),6.5,(+/-1.3),8.2,(+/-1.2),8.0,(+/-1.2),14.5,(+/-1.7),8.6,(+/-1.2),8.7,(+/-1.2),6.0,(+/-1.0),10.3,(+/-1.4),15.7,(+/-1.5),10.4,(+/-1.4),4.6,(+/-0.8),17.2,(+/-1.5),7.4,(+/-1.1),9.2,(+/-1.3),4.6,(+/-1.0),6.6,(+/-1.1),11.5,(+/-1.3),13.8,(+/-1.6),10.9,(+/-1.3),6.8,(+/-1.0),10.5,(+/-1.6),5.8,(+/-1.1),4.7,(+/-0.9),6.6,(+/-1.5),5.0,(+/-0.8),8.0,(+/-1.3),10.9,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",16.7,(+/-2.9),10.2,(+/-2.3),6.1,(+/-1.5),8.7,(+/-2.1),10.3,(+/-2.0),14.6,(+/-2.3),13.2,(+/-2.3),13.5,(+/-2.6),13.2,(+/-2.3),4.9,(+/-1.4),5.1,(+/-1.6),10.6,(+/-2.1),22.8,(+/-2.3),6.7,(+/-1.6),6.2,(+/-1.6),4.6,(+/-1.4),4.6,(+/-1.2),10.8,(+/-1.7),5.7,(+/-1.4),11.6,(+/-1.8),24.0,(+/-2.5),26.9,(+/-2.3),16.6,(+/-2.9),10.1,(+/-2.1),17.6,(+/-2.5),10.0,(+/-2.5),10.9,(+/-2.1),11.4,(+/-2.4),21.9,(+/-2.7),10.7,(+/-2.5),12.4,(+/-2.3),7.7,(+/-1.5),14.2,(+/-2.2),24.1,(+/-2.7),14.0,(+/-2.3),5.5,(+/-1.5),25.0,(+/-2.4),10.2,(+/-1.8),12.7,(+/-2.2),6.3,(+/-1.6),8.7,(+/-2.1),17.0,(+/-2.4),20.1,(+/-2.8),14.7,(+/-2.3),6.9,(+/-1.5),13.8,(+/-2.8),7.6,(+/-1.9),7.1,(+/-1.8),9.1,(+/-2.7),7.5,(+/-1.7),10.3,(+/-2.1),13.9,(+/-2.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",16.7,(+/-5.7),7.5,(+/-3.6),8.3,(+/-4.7),5.9,(+/-3.6),10.2,(+/-6.6),15.2,(+/-5.2),9.9,(+/-5.8),9.5,(+/-4.9),13.5,(+/-5.6),4.6,(+/-3.3),2.3,(+/-2.3),12.1,(+/-4.6),16.8,(+/-5.1),5.4,(+/-3.9),3.3,(+/-3.2),2.3,(+/-2.2),2.9,(+/-2.2),8.3,(+/-4.4),1.7,(+/-1.2),7.5,(+/-4.2),20.8,(+/-6.8),18.3,(+/-4.9),11.2,(+/-5.3),7.4,(+/-5.3),17.0,(+/-7.3),3.1,(+/-2.3),7.6,(+/-4.2),8.9,(+/-5.1),17.7,(+/-6.4),9.6,(+/-4.7),10.6,(+/-4.4),7.4,(+/-3.9),8.0,(+/-4.5),21.7,(+/-7.1),7.2,(+/-4.2),4.1,(+/-2.6),21.1,(+/-6.3),4.3,(+/-2.9),10.7,(+/-6.2),4.8,(+/-3.3),11.5,(+/-6.1),16.7,(+/-5.9),9.7,(+/-5.0),13.7,(+/-5.6),5.7,(+/-3.7),11.3,(+/-5.3),7.6,(+/-4.7),6.2,(+/-4.2),15.5,(+/-10.5),6.0,(+/-4.4),5.2,(+/-2.2),17.8,(+/-7.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.5,(+/-1.2),2.9,(+/-0.7),2.9,(+/-0.8),3.3,(+/-0.9),4.7,(+/-1.1),6.8,(+/-1.4),5.8,(+/-1.4),5.3,(+/-1.2),6.4,(+/-1.4),1.9,(+/-0.7),4.2,(+/-1.1),5.2,(+/-1.3),10.0,(+/-1.7),3.0,(+/-0.7),3.1,(+/-0.9),2.5,(+/-0.8),3.3,(+/-0.9),5.0,(+/-1.1),2.9,(+/-0.7),5.2,(+/-1.3),10.6,(+/-1.8),13.0,(+/-2.0),8.4,(+/-1.7),3.3,(+/-0.9),9.3,(+/-1.5),3.7,(+/-1.1),5.1,(+/-1.2),4.9,(+/-1.0),11.5,(+/-1.7),6.3,(+/-1.3),6.2,(+/-1.2),3.9,(+/-1.0),5.1,(+/-1.2),10.8,(+/-1.7),6.6,(+/-1.3),3.1,(+/-0.7),10.0,(+/-1.7),4.9,(+/-0.9),4.9,(+/-1.1),3.2,(+/-0.9),4.4,(+/-1.0),7.3,(+/-1.3),8.8,(+/-1.9),6.4,(+/-1.5),4.5,(+/-1.0),7.6,(+/-1.7),3.0,(+/-0.8),3.0,(+/-0.8),4.1,(+/-1.2),2.6,(+/-0.6),5.2,(+/-1.1),7.0,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.0,(+/-2.3),3.9,(+/-1.6),1.7,(+/-1.1),4.4,(+/-1.7),5.0,(+/-1.7),10.0,(+/-2.5),6.9,(+/-2.0),7.2,(+/-2.5),8.6,(+/-2.4),2.0,(+/-1.0),3.2,(+/-1.7),6.1,(+/-1.9),11.5,(+/-2.1),3.4,(+/-1.1),3.4,(+/-1.4),2.4,(+/-1.2),2.2,(+/-0.8),5.4,(+/-1.6),3.2,(+/-1.2),7.4,(+/-2.3),14.7,(+/-2.9),17.9,(+/-3.3),10.0,(+/-3.0),4.0,(+/-1.6),9.2,(+/-2.3),4.5,(+/-2.0),5.5,(+/-2.2),6.1,(+/-1.9),16.5,(+/-3.0),7.0,(+/-2.5),7.1,(+/-1.8),4.5,(+/-1.4),6.5,(+/-1.9),15.6,(+/-3.6),8.5,(+/-2.2),3.3,(+/-1.4),14.1,(+/-2.9),6.2,(+/-1.7),5.7,(+/-1.7),3.7,(+/-1.4),4.4,(+/-1.7),9.9,(+/-2.3),11.9,(+/-3.0),8.7,(+/-2.6),3.8,(+/-1.3),8.2,(+/-2.8),3.2,(+/-1.5),4.5,(+/-1.7),5.3,(+/-2.6),3.5,(+/-1.3),6.1,(+/-1.7),7.8,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.6,(+/-5.4),3.2,(+/-2.4),3.4,(+/-3.5),2.9,(+/-3.1),0.9,(+/-0.8),7.7,(+/-3.8),4.1,(+/-4.3),6.2,(+/-4.5),3.1,(+/-2.3),0.4,(+/-0.6),0.5,(+/-0.7),5.3,(+/-3.7),8.9,(+/-4.4),1.7,(+/-1.7),2.5,(+/-3.0),0.6,(+/-1.0),1.1,(+/-0.8),1.2,(+/-1.4),0.7,(+/-1.3),6.8,(+/-4.7),5.3,(+/-4.4),11.3,(+/-5.8),7.0,(+/-5.9),3.6,(+/-4.4),9.5,(+/-7.5),1.0,(+/-1.2),2.4,(+/-2.6),3.4,(+/-3.3),7.8,(+/-6.0),8.0,(+/-4.8),4.3,(+/-5.7),2.7,(+/-3.1),3.5,(+/-2.8),2.9,(+/-2.4),1.6,(+/-2.0),3.1,(+/-2.5),2.1,(+/-2.1),2.4,(+/-3.2),4.2,(+/-4.4),2.9,(+/-2.5),3.6,(+/-3.3),11.2,(+/-5.7),6.8,(+/-4.8),2.2,(+/-2.1),1.7,(+/-2.1),6.2,(+/-5.4),4.0,(+/-4.1),3.5,(+/-3.6),6.5,(+/-9.8),2.4,(+/-3.8),2.5,(+/-1.8),7.0,(+/-7.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",28.0,(+/-5.0),17.2,(+/-4.3),14.0,(+/-3.7),16.8,(+/-4.2),21.7,(+/-5.1),18.6,(+/-3.9),20.0,(+/-4.0),17.1,(+/-3.6),17.3,(+/-3.6),13.9,(+/-4.0),11.5,(+/-3.5),17.9,(+/-3.7),38.3,(+/-3.7),12.6,(+/-3.8),11.5,(+/-2.8),7.8,(+/-3.2),11.3,(+/-4.2),18.6,(+/-3.4),9.9,(+/-2.6),18.0,(+/-4.1),32.3,(+/-4.1),35.5,(+/-3.6),27.5,(+/-4.6),21.1,(+/-4.5),27.4,(+/-4.6),18.0,(+/-5.1),21.2,(+/-4.0),17.8,(+/-4.8),23.4,(+/-4.0),13.9,(+/-3.0),14.1,(+/-3.2),16.2,(+/-3.8),22.4,(+/-3.9),26.3,(+/-3.5),23.1,(+/-3.6),11.5,(+/-3.8),29.4,(+/-3.7),16.7,(+/-3.9),20.8,(+/-4.3),12.2,(+/-3.5),18.0,(+/-4.6),20.8,(+/-3.5),22.5,(+/-3.4),19.0,(+/-3.4),15.5,(+/-3.1),16.2,(+/-3.2),19.5,(+/-5.1),13.5,(+/-3.9),21.2,(+/-6.5),15.8,(+/-4.6),19.1,(+/-4.6),19.0,(+/-3.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",40.9,(+/-7.6),27.8,(+/-7.3),20.5,(+/-6.0),24.3,(+/-7.0),29.3,(+/-8.4),30.6,(+/-7.0),30.1,(+/-6.2),23.7,(+/-5.4),24.6,(+/-5.8),21.7,(+/-7.6),11.5,(+/-5.2),25.2,(+/-5.8),46.7,(+/-4.7),20.5,(+/-7.6),16.3,(+/-5.4),11.6,(+/-5.8),20.7,(+/-7.9),24.3,(+/-4.8),15.2,(+/-4.7),24.8,(+/-5.9),40.3,(+/-5.2),44.4,(+/-4.8),36.2,(+/-6.5),28.7,(+/-6.9),35.6,(+/-5.9),28.0,(+/-8.2),28.4,(+/-6.0),29.2,(+/-9.2),36.4,(+/-6.4),18.8,(+/-5.2),23.7,(+/-5.6),24.2,(+/-6.5),29.0,(+/-5.7),39.2,(+/-5.3),32.6,(+/-6.1),15.9,(+/-6.7),42.3,(+/-4.7),24.6,(+/-6.4),29.2,(+/-6.2),20.7,(+/-7.6),27.0,(+/-8.4),31.0,(+/-5.4),33.7,(+/-5.9),24.5,(+/-5.0),18.2,(+/-5.0),23.9,(+/-5.0),25.8,(+/-8.2),19.9,(+/-6.3),28.0,(+/-9.4),20.5,(+/-6.4),26.1,(+/-8.0),24.6,(+/-5.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",53.2,(+/-19.3),28.9,(+/-18.5),37.8,(+/-23.4),14.7,(+/-14.3),34.9,(+/-22.5),45.4,(+/-17.1),20.1,(+/-15.0),18.3,(+/-14.1),40.0,(+/-20.9),31.6,(+/-26.7),14.2,(+/-14.5),44.7,(+/-17.7),59.2,(+/-16.7),17.0,(+/-23.8),4.2,(+/-6.9),17.7,(+/-19.2),25.8,(+/-24.3),27.0,(+/-15.8),5.6,(+/-7.3),15.1,(+/-16.6),34.8,(+/-13.3),34.3,(+/-12.6),23.9,(+/-14.7),22.8,(+/-23.7),32.8,(+/-17.4),20.9,(+/-19.5),28.9,(+/-14.9),27.1,(+/-19.5),41.3,(+/-14.7),9.0,(+/-10.0),26.5,(+/-15.0),55.7,(+/-23.9),17.2,(+/-12.2),61.9,(+/-14.1),28.1,(+/-19.3),21.9,(+/-20.7),47.2,(+/-14.7),12.6,(+/-8.7),27.2,(+/-21.1),19.3,(+/-19.3),42.4,(+/-25.4),21.7,(+/-13.6),16.1,(+/-12.5),29.2,(+/-14.4),27.8,(+/-19.8),22.0,(+/-14.6),39.3,(+/-26.1),31.7,(+/-23.8),60.5,(+/-24.7),14.9,(+/-12.1),11.9,(+/-11.2),33.6,(+/-14.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",15.6,(+/-1.3),11.3,(+/-1.1),7.6,(+/-0.8),11.5,(+/-1.0),11.1,(+/-1.2),12.8,(+/-1.3),12.5,(+/-1.2),11.5,(+/-1.4),12.2,(+/-1.3),6.6,(+/-0.9),10.6,(+/-0.9),13.2,(+/-1.1),21.0,(+/-1.6),8.1,(+/-1.0),7.8,(+/-0.9),6.9,(+/-0.9),6.7,(+/-0.9),11.4,(+/-1.0),8.5,(+/-0.8),10.8,(+/-1.1),21.1,(+/-1.6),23.4,(+/-1.5),16.0,(+/-1.9),13.6,(+/-1.2),16.0,(+/-1.4),9.3,(+/-1.3),10.5,(+/-1.2),11.3,(+/-1.3),18.1,(+/-1.6),12.6,(+/-1.0),11.7,(+/-1.4),9.6,(+/-0.9),12.9,(+/-1.5),20.2,(+/-1.5),12.4,(+/-1.3),8.6,(+/-0.8),22.1,(+/-1.5),10.1,(+/-1.1),12.1,(+/-1.4),7.4,(+/-1.0),8.8,(+/-1.1),15.0,(+/-1.2),17.6,(+/-1.6),13.8,(+/-1.3),9.4,(+/-0.9),12.9,(+/-1.5),9.6,(+/-1.1),7.5,(+/-1.1),8.4,(+/-1.3),9.7,(+/-0.9),11.8,(+/-1.3),12.9,(+/-1.4)
