Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE"
Workers,Industry,Construction,"25,371","(+/-2,753)","17,816","(+/-3,819)","7,829","(+/-1,801)","22,489","(+/-2,413)","20,305","(+/-3,027)","22,783","(+/-3,092)","23,004","(+/-2,456)","21,782","(+/-2,340)","23,499","(+/-1,899)","19,476","(+/-2,727)","29,907","(+/-2,341)","19,587","(+/-2,751)","27,581","(+/-2,461)","25,775","(+/-2,285)","24,624","(+/-1,816)","21,042","(+/-1,941)","18,784","(+/-2,288)"
Workers,Industry,Manufacturing,"51,544","(+/-3,674)","22,172","(+/-3,020)","17,158","(+/-2,469)","49,411","(+/-3,443)","30,374","(+/-2,782)","47,848","(+/-3,690)","48,620","(+/-3,714)","37,053","(+/-3,478)","56,753","(+/-3,172)","36,062","(+/-3,038)","55,242","(+/-4,139)","29,902","(+/-3,248)","51,214","(+/-3,473)","38,956","(+/-2,344)","51,518","(+/-2,627)","49,734","(+/-3,304)","33,168","(+/-3,033)"
Workers,Industry,"Wholesale trade","11,429","(+/-2,169)","6,818","(+/-2,085)","6,812","(+/-1,997)","9,287","(+/-1,495)","9,184","(+/-2,051)","9,040","(+/-1,566)","12,372","(+/-2,944)","10,114","(+/-1,605)","8,604","(+/-1,408)","11,193","(+/-2,131)","11,046","(+/-1,716)","6,090","(+/-1,456)","6,686","(+/-1,222)","6,907","(+/-1,278)","5,073",(+/-840),"8,119","(+/-1,754)","9,741","(+/-1,900)"
Workers,Industry,"Retail trade","44,428","(+/-3,472)","39,123","(+/-4,932)","32,909","(+/-4,440)","42,429","(+/-3,250)","40,969","(+/-3,754)","44,032","(+/-3,326)","47,644","(+/-4,527)","49,890","(+/-3,940)","42,407","(+/-3,582)","46,183","(+/-4,440)","46,758","(+/-3,757)","41,996","(+/-3,457)","45,804","(+/-3,178)","40,751","(+/-2,526)","40,894","(+/-2,841)","42,306","(+/-3,528)","48,371","(+/-3,521)"
Workers,Industry,"Transportation and warehousing, and utilities","18,149","(+/-2,641)","25,262","(+/-4,150)","17,363","(+/-3,640)","19,190","(+/-2,194)","22,036","(+/-2,508)","20,872","(+/-3,062)","32,696","(+/-3,398)","28,244","(+/-2,960)","26,891","(+/-2,319)","30,927","(+/-3,219)","22,037","(+/-2,579)","20,077","(+/-2,598)","26,846","(+/-2,583)","24,435","(+/-2,299)","17,948","(+/-1,511)","18,478","(+/-2,020)","25,762","(+/-2,700)"
Workers,Industry,Information,"6,010","(+/-1,147)","4,062","(+/-1,119)","6,966","(+/-1,437)","9,342","(+/-1,503)","7,352","(+/-1,609)","7,021","(+/-1,452)","5,055","(+/-1,212)","5,561","(+/-1,082)","3,435",(+/-947),"4,025","(+/-1,240)","4,133","(+/-1,060)","8,318","(+/-1,872)","4,676",(+/-873),"2,740",(+/-691),"3,018",(+/-770),"4,800","(+/-1,052)","5,754","(+/-1,329)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","33,515","(+/-3,169)","19,523","(+/-3,120)","30,572","(+/-4,234)","35,834","(+/-3,044)","33,515","(+/-3,285)","40,617","(+/-3,203)","18,409","(+/-2,227)","21,266","(+/-2,334)","13,482","(+/-1,680)","25,040","(+/-2,907)","19,719","(+/-2,399)","32,512","(+/-2,993)","16,002","(+/-1,650)","16,894","(+/-1,947)","13,548","(+/-1,522)","20,605","(+/-2,140)","36,257","(+/-3,316)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","57,170","(+/-4,753)","36,734","(+/-4,083)","57,636","(+/-4,678)","59,065","(+/-3,859)","52,377","(+/-4,571)","54,850","(+/-4,177)","38,388","(+/-3,717)","37,495","(+/-3,857)","27,202","(+/-2,444)","42,176","(+/-3,809)","36,701","(+/-3,596)","52,412","(+/-4,086)","26,491","(+/-2,581)","31,674","(+/-2,648)","21,834","(+/-1,796)","32,278","(+/-3,166)","53,280","(+/-3,868)"
Workers,Industry,"Educational services, and health care and social assistance","102,209","(+/-5,604)","93,580","(+/-8,095)","141,137","(+/-8,430)","103,640","(+/-4,636)","114,548","(+/-6,682)","92,481","(+/-4,796)","101,717","(+/-5,763)","89,285","(+/-4,972)","90,608","(+/-4,054)","94,245","(+/-5,103)","99,699","(+/-5,153)","114,336","(+/-4,978)","85,645","(+/-4,273)","87,402","(+/-4,343)","102,342","(+/-4,057)","92,977","(+/-4,534)","99,720","(+/-4,305)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","26,536","(+/-2,844)","27,952","(+/-3,496)","32,116","(+/-4,283)","23,768","(+/-2,118)","25,846","(+/-2,690)","27,518","(+/-2,883)","29,718","(+/-2,804)","30,729","(+/-2,588)","21,302","(+/-2,286)","30,124","(+/-3,321)","27,835","(+/-2,980)","30,396","(+/-3,421)","25,607","(+/-2,169)","27,971","(+/-2,313)","24,371","(+/-2,313)","29,903","(+/-3,529)","29,026","(+/-3,252)"
Workers,Industry,"Other services, except public administration","17,218","(+/-2,271)","17,484","(+/-2,851)","16,347","(+/-2,823)","17,392","(+/-2,206)","18,562","(+/-2,591)","18,467","(+/-2,486)","17,201","(+/-2,143)","15,331","(+/-2,147)","17,274","(+/-2,308)","18,762","(+/-2,409)","20,121","(+/-2,370)","17,914","(+/-2,302)","17,088","(+/-1,721)","18,860","(+/-2,459)","16,989","(+/-2,272)","14,398","(+/-1,895)","16,991","(+/-2,028)"
Workers,Industry,"Public administration","10,852","(+/-1,568)","16,224","(+/-3,093)","23,568","(+/-3,780)","11,589","(+/-1,862)","12,225","(+/-2,446)","10,768","(+/-1,907)","8,518","(+/-1,555)","16,898","(+/-2,168)","14,747","(+/-1,953)","28,252","(+/-3,388)","11,930","(+/-2,222)","13,178","(+/-2,072)","17,328","(+/-1,894)","16,129","(+/-2,455)","13,955","(+/-1,417)","14,893","(+/-1,894)","10,824","(+/-1,869)"
Workers,"Class of Worker","Civilian employed population 16 years and over","406,759","(+/-6,966)","327,760","(+/-12,161)","392,358","(+/-13,211)","407,452","(+/-6,820)","388,567","(+/-8,078)","404,320","(+/-6,617)","386,028","(+/-7,198)","365,962","(+/-6,480)","354,785","(+/-6,041)","390,497","(+/-7,419)","393,747","(+/-6,753)","388,085","(+/-8,642)","358,927","(+/-6,058)","347,384","(+/-5,504)","344,955","(+/-4,979)","354,238","(+/-4,655)","390,418","(+/-7,231)"
Workers,"Class of Worker","Private wage and salary workers","350,128","(+/-7,134)","263,815","(+/-11,636)","323,815","(+/-11,770)","343,648","(+/-8,067)","335,317","(+/-8,593)","345,830","(+/-6,217)","334,333","(+/-7,487)","306,084","(+/-6,841)","297,718","(+/-6,613)","314,746","(+/-8,437)","328,754","(+/-6,987)","327,268","(+/-8,371)","291,973","(+/-5,874)","286,833","(+/-6,066)","272,190","(+/-5,388)","288,834","(+/-5,735)","335,154","(+/-7,288)"
Workers,"Class of Worker","Government workers","35,954","(+/-3,066)","41,571","(+/-6,199)","48,866","(+/-5,465)","40,474","(+/-3,537)","37,255","(+/-4,098)","36,702","(+/-3,410)","34,339","(+/-3,208)","42,964","(+/-3,261)","40,449","(+/-3,292)","57,295","(+/-4,845)","40,966","(+/-3,607)","43,275","(+/-3,457)","48,275","(+/-3,286)","43,756","(+/-3,186)","52,133","(+/-3,549)","45,373","(+/-3,573)","36,971","(+/-3,294)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","20,432","(+/-2,860)","20,700","(+/-4,166)","19,232","(+/-3,184)","22,332","(+/-2,592)","15,629","(+/-2,134)","20,952","(+/-2,263)","17,234","(+/-2,736)","16,038","(+/-1,959)","15,427","(+/-1,711)","17,579","(+/-2,429)","23,523","(+/-2,705)","17,295","(+/-2,210)","18,293","(+/-2,092)","16,197","(+/-2,032)","19,737","(+/-1,764)","19,757","(+/-2,436)","17,761","(+/-1,859)"
Workers,"Class of Worker","Unpaid family workers",245,(+/-219),"1,674","(+/-1,564)",445,(+/-278),998,(+/-615),366,(+/-274),836,(+/-572),122,(+/-145),876,(+/-573),"1,191",(+/-490),877,(+/-785),504,(+/-288),247,(+/-324),386,(+/-210),598,(+/-319),895,(+/-494),274,(+/-220),532,(+/-307)
Housing,"Housing Occupancy","Total housing units","303,293","(+/-2,454)","315,690","(+/-7,853)","406,498","(+/-8,158)","314,304","(+/-4,390)","313,290","(+/-4,166)","303,092","(+/-2,639)","320,969","(+/-1,173)","378,811","(+/-1,666)","353,326","(+/-2,702)","327,846","(+/-2,963)","309,690","(+/-2,800)","380,041","(+/-5,168)","345,256","(+/-1,176)","364,993","(+/-2,277)","371,293","(+/-1,715)","350,140",(+/-710),"356,659","(+/-5,262)"
Housing,"Housing Occupancy","Occupied housing units","294,447","(+/-2,779)","294,858","(+/-7,893)","366,601","(+/-8,184)","301,161","(+/-4,394)","296,380","(+/-4,411)","289,013","(+/-3,164)","297,250","(+/-3,638)","306,589","(+/-4,505)","309,917","(+/-4,208)","316,477","(+/-3,466)","299,014","(+/-2,940)","332,546","(+/-5,335)","312,536","(+/-2,865)","324,690","(+/-3,809)","308,043","(+/-3,477)","317,477","(+/-2,786)","327,066","(+/-5,452)"
Housing,"Housing Occupancy","Vacant housing units","8,846","(+/-2,237)","20,832","(+/-3,263)","39,897","(+/-4,020)","13,143","(+/-2,265)","16,910","(+/-2,296)","14,079","(+/-2,451)","23,719","(+/-3,352)","72,222","(+/-4,212)","43,409","(+/-3,920)","11,369","(+/-2,068)","10,676","(+/-2,093)","47,495","(+/-4,764)","32,720","(+/-2,578)","40,303","(+/-3,349)","63,250","(+/-3,355)","32,663","(+/-2,755)","29,593","(+/-3,234)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.2,(+/-0.2),0.7,(+/-0.4),1.4,(+/-0.6),0.7,(+/-0.3),0.7,(+/-0.4),0.9,(+/-0.4),0.5,(+/-0.3),1.5,(+/-0.5),0.5,(+/-0.2),0.6,(+/-0.4),0.3,(+/-0.3),1.2,(+/-0.5),0.8,(+/-0.3),0.7,(+/-0.4),0.8,(+/-0.3),1.2,(+/-0.4),1.0,(+/-0.5)
Housing,"Housing Occupancy","Rental vacancy rate",3.9,(+/-1.8),5.0,(+/-1.4),4.9,(+/-1.1),5.2,(+/-1.7),5.0,(+/-1.3),2.9,(+/-1.3),3.9,(+/-1.2),4.7,(+/-1.4),4.4,(+/-1.3),2.6,(+/-1.0),3.1,(+/-1.2),6.6,(+/-1.4),3.8,(+/-1.2),6.5,(+/-1.4),4.6,(+/-1.3),4.8,(+/-1.5),7.4,(+/-1.7)
Housing,"Housing Tenure","Occupied housing units","294,447","(+/-2,779)","294,858","(+/-7,893)","366,601","(+/-8,184)","301,161","(+/-4,394)","296,380","(+/-4,411)","289,013","(+/-3,164)","297,250","(+/-3,638)","306,589","(+/-4,505)","309,917","(+/-4,208)","316,477","(+/-3,466)","299,014","(+/-2,940)","332,546","(+/-5,335)","312,536","(+/-2,865)","324,690","(+/-3,809)","308,043","(+/-3,477)","317,477","(+/-2,786)","327,066","(+/-5,452)"
Housing,"Housing Tenure",Owner-occupied,"229,360","(+/-3,829)","165,260","(+/-6,024)","171,079","(+/-7,520)","226,359","(+/-4,799)","193,065","(+/-5,164)","209,377","(+/-4,912)","203,792","(+/-5,124)","213,917","(+/-4,826)","230,216","(+/-4,873)","218,191","(+/-4,770)","215,182","(+/-4,059)","211,667","(+/-5,292)","231,016","(+/-3,997)","246,229","(+/-4,343)","228,375","(+/-3,784)","230,379","(+/-3,539)","234,743","(+/-4,829)"
Housing,"Housing Tenure",Renter-occupied,"65,087","(+/-3,369)","129,598","(+/-7,013)","195,522","(+/-8,280)","74,802","(+/-3,582)","103,315","(+/-5,880)","79,636","(+/-4,170)","93,458","(+/-4,448)","92,672","(+/-4,391)","79,701","(+/-4,028)","98,286","(+/-4,153)","83,832","(+/-3,803)","120,879","(+/-4,986)","81,520","(+/-3,792)","78,461","(+/-3,810)","79,668","(+/-3,769)","87,098","(+/-3,596)","92,323","(+/-5,003)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.69,(+/-0.03),2.49,(+/-0.07),2.20,(+/-0.07),2.71,(+/-0.04),2.73,(+/-0.05),2.73,(+/-0.04),2.66,(+/-0.05),2.53,(+/-0.04),2.46,(+/-0.04),2.50,(+/-0.04),2.65,(+/-0.04),2.39,(+/-0.04),2.46,(+/-0.03),2.38,(+/-0.03),2.41,(+/-0.03),2.41,(+/-0.03),2.43,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.02,(+/-0.09),2.23,(+/-0.10),1.86,(+/-0.06),1.94,(+/-0.08),2.08,(+/-0.08),2.25,(+/-0.09),2.25,(+/-0.07),2.17,(+/-0.07),2.05,(+/-0.08),2.14,(+/-0.08),2.15,(+/-0.07),1.86,(+/-0.06),2.07,(+/-0.08),1.81,(+/-0.06),1.96,(+/-0.06),1.98,(+/-0.07),1.84,(+/-0.08)
Housing,"Year Householder Moved into Unit","Occupied housing units","294,447","(+/-2,779)","294,858","(+/-7,893)","366,601","(+/-8,184)","301,161","(+/-4,394)","296,380","(+/-4,411)","289,013","(+/-3,164)","297,250","(+/-3,638)","306,589","(+/-4,505)","309,917","(+/-4,208)","316,477","(+/-3,466)","299,014","(+/-2,940)","332,546","(+/-5,335)","312,536","(+/-2,865)","324,690","(+/-3,809)","308,043","(+/-3,477)","317,477","(+/-2,786)","327,066","(+/-5,452)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","36,183","(+/-3,243)","53,898","(+/-5,702)","86,004","(+/-6,634)","42,195","(+/-3,699)","43,239","(+/-3,618)","44,310","(+/-3,117)","44,504","(+/-4,168)","40,133","(+/-3,083)","37,279","(+/-2,874)","49,797","(+/-4,158)","41,061","(+/-3,485)","55,336","(+/-3,713)","34,635","(+/-2,861)","39,932","(+/-2,872)","42,100","(+/-3,059)","43,671","(+/-2,924)","45,337","(+/-3,741)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","52,849","(+/-3,440)","60,347","(+/-5,507)","91,007","(+/-6,226)","58,079","(+/-3,885)","61,371","(+/-4,837)","57,222","(+/-3,820)","61,027","(+/-4,161)","59,760","(+/-4,030)","55,994","(+/-3,392)","64,850","(+/-4,032)","58,336","(+/-4,009)","63,668","(+/-4,583)","57,982","(+/-3,507)","52,242","(+/-2,906)","51,510","(+/-2,710)","56,773","(+/-2,899)","59,524","(+/-4,536)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","69,155","(+/-3,965)","69,624","(+/-5,626)","76,155","(+/-6,302)","73,620","(+/-4,855)","68,813","(+/-4,489)","68,708","(+/-3,712)","66,262","(+/-4,262)","65,664","(+/-3,951)","71,932","(+/-3,347)","75,426","(+/-5,036)","76,220","(+/-4,279)","72,608","(+/-4,021)","71,648","(+/-3,802)","73,224","(+/-3,594)","66,760","(+/-3,097)","72,707","(+/-4,241)","75,978","(+/-4,219)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","56,354","(+/-3,499)","49,286","(+/-4,144)","46,431","(+/-4,494)","53,621","(+/-3,247)","55,873","(+/-4,230)","56,030","(+/-3,226)","56,180","(+/-3,130)","60,727","(+/-3,645)","54,629","(+/-3,018)","53,371","(+/-3,533)","56,059","(+/-2,574)","51,328","(+/-3,359)","54,303","(+/-3,183)","55,314","(+/-3,405)","56,997","(+/-2,603)","55,731","(+/-3,032)","55,998","(+/-3,593)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","40,850","(+/-2,795)","26,986","(+/-3,373)","24,868","(+/-3,104)","34,682","(+/-2,524)","31,003","(+/-2,930)","31,737","(+/-2,613)","30,204","(+/-2,563)","31,048","(+/-2,515)","36,258","(+/-2,402)","35,056","(+/-3,002)","33,811","(+/-2,571)","33,363","(+/-2,639)","37,216","(+/-2,270)","38,959","(+/-2,615)","37,177","(+/-2,132)","35,314","(+/-1,961)","36,855","(+/-3,084)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","39,056","(+/-2,685)","34,717","(+/-3,041)","42,136","(+/-3,591)","38,964","(+/-2,690)","36,081","(+/-2,256)","31,006","(+/-2,351)","39,073","(+/-2,518)","49,257","(+/-2,810)","53,825","(+/-2,315)","37,977","(+/-2,711)","33,527","(+/-2,578)","56,243","(+/-2,899)","56,752","(+/-2,472)","65,019","(+/-2,616)","53,499","(+/-2,134)","53,281","(+/-2,120)","53,374","(+/-3,225)"
Housing,Value,"Owner-occupied units","229,360","(+/-3,829)","165,260","(+/-6,024)","171,079","(+/-7,520)","226,359","(+/-4,799)","193,065","(+/-5,164)","209,377","(+/-4,912)","203,792","(+/-5,124)","213,917","(+/-4,826)","230,216","(+/-4,873)","218,191","(+/-4,770)","215,182","(+/-4,059)","211,667","(+/-5,292)","231,016","(+/-3,997)","246,229","(+/-4,343)","228,375","(+/-3,784)","230,379","(+/-3,539)","234,743","(+/-4,829)"
Housing,Value,"Less than $50,000","7,202","(+/-1,450)","8,209","(+/-1,841)","8,465","(+/-2,431)","5,028","(+/-1,026)","6,150","(+/-1,564)","5,809","(+/-1,330)","8,435","(+/-1,516)","11,790","(+/-1,702)","18,994","(+/-1,639)","9,818","(+/-1,639)","8,675","(+/-1,619)","14,527","(+/-1,796)","18,249","(+/-1,667)","23,943","(+/-1,860)","25,571","(+/-2,020)","22,049","(+/-2,223)","11,594","(+/-1,625)"
Housing,Value,"$50,000 to $99,999","2,248",(+/-849),"17,342","(+/-3,929)","14,903","(+/-2,597)","3,420",(+/-821),"10,699","(+/-2,261)","8,010","(+/-1,629)","6,188","(+/-1,117)","23,674","(+/-2,333)","30,404","(+/-2,164)","11,830","(+/-1,810)","7,521","(+/-1,366)","27,398","(+/-2,403)","31,516","(+/-2,061)","39,385","(+/-2,354)","41,872","(+/-2,265)","35,590","(+/-2,299)","22,045","(+/-2,117)"
Housing,Value,"$100,000 to $149,999","3,807",(+/-958),"17,302","(+/-3,161)","16,290","(+/-2,768)","8,321","(+/-1,474)","11,783","(+/-1,920)","8,371","(+/-1,558)","13,080","(+/-2,104)","31,459","(+/-2,977)","28,747","(+/-2,485)","25,072","(+/-2,570)","13,171","(+/-1,745)","30,281","(+/-2,949)","28,331","(+/-2,050)","41,204","(+/-3,049)","34,620","(+/-2,184)","36,105","(+/-2,680)","26,685","(+/-2,399)"
Housing,Value,"$150,000 to $199,999","4,781","(+/-1,164)","26,201","(+/-3,858)","23,289","(+/-3,204)","15,526","(+/-1,887)","22,458","(+/-2,580)","13,157","(+/-1,751)","26,561","(+/-2,756)","35,958","(+/-2,489)","39,653","(+/-2,605)","36,260","(+/-3,179)","26,878","(+/-2,254)","34,604","(+/-2,454)","43,278","(+/-3,115)","38,881","(+/-2,179)","36,816","(+/-2,493)","35,752","(+/-2,451)","35,428","(+/-2,608)"
Housing,Value,"$200,000 to $299,999","33,565","(+/-2,521)","47,622","(+/-4,494)","40,030","(+/-4,605)","38,617","(+/-3,049)","41,608","(+/-3,089)","33,371","(+/-2,315)","60,195","(+/-3,519)","56,779","(+/-3,863)","57,968","(+/-2,800)","64,890","(+/-3,548)","68,531","(+/-3,446)","48,909","(+/-3,148)","57,022","(+/-3,006)","52,083","(+/-3,657)","42,489","(+/-2,208)","45,412","(+/-2,706)","61,247","(+/-3,657)"
Housing,Value,"$300,000 to $499,999","94,307","(+/-4,024)","37,062","(+/-3,547)","39,369","(+/-3,018)","89,196","(+/-4,090)","53,823","(+/-3,060)","71,732","(+/-3,460)","63,798","(+/-3,357)","41,405","(+/-3,160)","41,286","(+/-2,401)","49,293","(+/-2,918)","69,110","(+/-3,803)","40,116","(+/-3,103)","39,935","(+/-2,748)","35,124","(+/-2,636)","33,316","(+/-2,326)","39,178","(+/-2,745)","50,408","(+/-3,222)"
Housing,Value,"$500,000 to $999,999","74,253","(+/-3,455)","9,413","(+/-1,830)","23,468","(+/-2,701)","58,286","(+/-3,644)","38,103","(+/-2,519)","61,871","(+/-2,704)","23,965","(+/-2,326)","10,577","(+/-1,506)","11,637","(+/-1,415)","18,626","(+/-2,133)","18,288","(+/-2,243)","13,841","(+/-1,794)","9,823","(+/-1,274)","13,822","(+/-1,593)","11,175","(+/-1,496)","13,572","(+/-1,652)","24,064","(+/-2,072)"
Housing,Value,"$1,000,000 or more","9,197","(+/-1,778)","2,109",(+/-856),"5,265","(+/-1,147)","7,965","(+/-1,285)","8,441","(+/-1,197)","7,056","(+/-1,146)","1,570",(+/-404),"2,275",(+/-964),"1,527",(+/-470),"2,402",(+/-767),"3,008",(+/-976),"1,991",(+/-712),"2,862",(+/-715),"1,787",(+/-563),"2,516",(+/-533),"2,721",(+/-841),"3,272",(+/-776)
Housing,Value,"Median (dollars)","423,200","(+/-7,429)","229,100","(+/-8,723)","255,700","(+/-10,857)","380,900","(+/-6,856)","312,100","(+/-9,475)","390,400","(+/-7,678)","278,900","(+/-4,821)","206,200","(+/-5,598)","195,900","(+/-4,039)","237,100","(+/-5,122)","275,100","(+/-5,075)","198,300","(+/-5,262)","191,100","(+/-4,668)","170,200","(+/-3,594)","162,900","(+/-3,019)","175,700","(+/-5,176)","231,400","(+/-4,228)"
Housing,"Mortgage Status","Owner-occupied units","229,360","(+/-3,829)","165,260","(+/-6,024)","171,079","(+/-7,520)","226,359","(+/-4,799)","193,065","(+/-5,164)","209,377","(+/-4,912)","203,792","(+/-5,124)","213,917","(+/-4,826)","230,216","(+/-4,873)","218,191","(+/-4,770)","215,182","(+/-4,059)","211,667","(+/-5,292)","231,016","(+/-3,997)","246,229","(+/-4,343)","228,375","(+/-3,784)","230,379","(+/-3,539)","234,743","(+/-4,829)"
Housing,"Mortgage Status","Housing units with a mortgage","149,378","(+/-4,408)","95,454","(+/-5,547)","101,093","(+/-6,470)","146,977","(+/-4,558)","124,507","(+/-5,612)","138,366","(+/-4,530)","121,741","(+/-4,948)","119,354","(+/-4,828)","121,487","(+/-4,157)","138,646","(+/-5,723)","132,817","(+/-4,213)","116,501","(+/-5,527)","123,229","(+/-3,749)","126,991","(+/-4,100)","113,813","(+/-3,522)","118,382","(+/-4,133)","137,031","(+/-4,672)"
Housing,"Mortgage Status","Housing units without a mortgage","79,982","(+/-3,537)","69,806","(+/-4,978)","69,986","(+/-5,094)","79,382","(+/-3,834)","68,558","(+/-4,102)","71,011","(+/-3,453)","82,051","(+/-3,972)","94,563","(+/-4,306)","108,729","(+/-3,697)","79,545","(+/-4,249)","82,365","(+/-3,431)","95,166","(+/-4,448)","107,787","(+/-3,494)","119,238","(+/-3,573)","114,562","(+/-3,468)","111,997","(+/-4,042)","97,712","(+/-3,934)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","149,378","(+/-4,408)","95,454","(+/-5,547)","101,093","(+/-6,470)","146,977","(+/-4,558)","124,507","(+/-5,612)","138,366","(+/-4,530)","121,741","(+/-4,948)","119,354","(+/-4,828)","121,487","(+/-4,157)","138,646","(+/-5,723)","132,817","(+/-4,213)","116,501","(+/-5,527)","123,229","(+/-3,749)","126,991","(+/-4,100)","113,813","(+/-3,522)","118,382","(+/-4,133)","137,031","(+/-4,672)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",396,(+/-263),"1,601","(+/-1,234)","1,198",(+/-659),465,(+/-297),939,(+/-566),947,(+/-544),422,(+/-269),"1,437",(+/-650),"1,459",(+/-373),797,(+/-417),999,(+/-432),"1,826",(+/-764),"2,356",(+/-660),"1,910",(+/-579),"2,443",(+/-788),"2,408",(+/-687),"2,034",(+/-550)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","4,967",(+/-982),"22,553","(+/-3,643)","14,953","(+/-2,692)","6,090","(+/-1,086)","9,375","(+/-2,032)","8,287","(+/-1,919)","8,476","(+/-1,260)","19,571","(+/-2,041)","25,513","(+/-2,015)","16,306","(+/-2,278)","13,458","(+/-2,223)","23,198","(+/-2,301)","28,389","(+/-1,996)","35,215","(+/-2,665)","35,643","(+/-2,563)","31,154","(+/-2,431)","18,809","(+/-1,896)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","19,041","(+/-2,577)","28,147","(+/-3,545)","28,652","(+/-4,410)","24,582","(+/-2,663)","25,242","(+/-3,223)","21,318","(+/-2,206)","37,081","(+/-3,212)","40,631","(+/-2,801)","44,205","(+/-2,692)","47,982","(+/-3,715)","36,923","(+/-2,725)","41,485","(+/-3,577)","43,247","(+/-2,884)","43,985","(+/-2,850)","37,170","(+/-2,489)","39,530","(+/-3,063)","41,800","(+/-2,972)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","34,208","(+/-2,813)","24,945","(+/-3,267)","24,819","(+/-3,166)","36,202","(+/-2,821)","31,157","(+/-3,182)","30,493","(+/-2,538)","35,378","(+/-3,098)","31,385","(+/-2,585)","27,251","(+/-2,203)","37,995","(+/-3,505)","42,454","(+/-2,453)","23,278","(+/-2,307)","28,419","(+/-2,029)","24,250","(+/-1,861)","22,010","(+/-1,886)","22,662","(+/-2,107)","33,157","(+/-2,706)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","34,815","(+/-2,806)","9,490","(+/-1,839)","13,953","(+/-2,473)","29,445","(+/-2,756)","19,772","(+/-2,189)","25,971","(+/-2,610)","20,471","(+/-2,360)","14,928","(+/-2,247)","13,631","(+/-1,888)","16,301","(+/-2,207)","20,422","(+/-2,325)","10,373","(+/-1,518)","11,674","(+/-1,553)","10,854","(+/-1,528)","8,886","(+/-1,118)","11,004","(+/-1,486)","16,903","(+/-2,131)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","21,818","(+/-2,403)","3,935","(+/-1,099)","6,922","(+/-1,702)","20,953","(+/-1,639)","12,430","(+/-1,342)","18,478","(+/-2,041)","9,734","(+/-1,482)","5,881","(+/-1,125)","4,994",(+/-970),"10,655","(+/-1,872)","9,800","(+/-1,771)","7,534","(+/-1,618)","5,114","(+/-1,111)","5,152","(+/-1,007)","3,450",(+/-712),"5,594","(+/-1,053)","10,295","(+/-1,583)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","34,133","(+/-2,733)","4,783","(+/-1,211)","10,596","(+/-2,104)","29,240","(+/-2,768)","25,592","(+/-2,596)","32,872","(+/-2,263)","10,179","(+/-1,456)","5,521","(+/-1,155)","4,434",(+/-845),"8,610","(+/-1,499)","8,761","(+/-1,501)","8,807","(+/-1,656)","4,030",(+/-749),"5,625","(+/-1,135)","4,211",(+/-860),"6,030",(+/-889),"14,033","(+/-1,645)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","2,231",(+/-38),"1,412",(+/-61),"1,596",(+/-57),"2,104",(+/-53),"1,922",(+/-46),"2,157",(+/-48),"1,680",(+/-32),"1,475",(+/-33),"1,380",(+/-23),"1,545",(+/-29),"1,659",(+/-28),"1,398",(+/-30),"1,349",(+/-25),"1,292",(+/-28),"1,236",(+/-29),"1,300",(+/-35),"1,576",(+/-32)
