Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Housing,"Housing Tenure",Renter-occupied,"109,673","(+/-4,959)","128,255","(+/-4,960)","81,595","(+/-4,426)","109,203","(+/-5,659)","177,726","(+/-6,714)","56,676","(+/-3,838)","92,838","(+/-4,730)","100,026","(+/-5,669)","71,101","(+/-4,137)","79,653","(+/-4,051)","107,825","(+/-4,455)","105,315","(+/-5,040)","100,103","(+/-5,954)","76,593","(+/-4,373)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.60,(+/-0.05),2.51,(+/-0.06),2.72,(+/-0.05),2.78,(+/-0.07),2.34,(+/-0.06),2.86,(+/-0.05),3.01,(+/-0.07),2.60,(+/-0.05),2.77,(+/-0.05),2.79,(+/-0.05),2.69,(+/-0.04),2.68,(+/-0.05),2.76,(+/-0.08),2.71,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.33,(+/-0.07),2.37,(+/-0.08),2.41,(+/-0.08),2.68,(+/-0.10),1.93,(+/-0.06),2.33,(+/-0.11),2.74,(+/-0.10),2.42,(+/-0.08),2.57,(+/-0.10),2.46,(+/-0.11),2.28,(+/-0.09),2.48,(+/-0.09),2.62,(+/-0.12),2.57,(+/-0.09)
Housing,"Year Householder Moved into Unit","Occupied housing units","305,467","(+/-4,151)","293,246","(+/-5,216)","293,678","(+/-4,483)","283,013","(+/-5,100)","342,091","(+/-6,981)","285,806","(+/-5,218)","265,535","(+/-4,059)","290,610","(+/-4,818)","284,888","(+/-5,501)","291,917","(+/-4,491)","305,248","(+/-4,267)","282,769","(+/-4,797)","281,689","(+/-6,250)","286,510","(+/-3,896)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","70,626","(+/-4,474)","52,215","(+/-4,389)","48,008","(+/-3,623)","52,694","(+/-4,573)","88,405","(+/-5,906)","52,065","(+/-3,506)","43,241","(+/-3,403)","48,919","(+/-4,339)","48,918","(+/-4,249)","60,448","(+/-4,577)","64,638","(+/-5,054)","52,236","(+/-3,721)","45,619","(+/-5,045)","43,390","(+/-3,588)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","75,295","(+/-4,677)","66,790","(+/-5,178)","68,632","(+/-4,294)","74,738","(+/-4,469)","100,192","(+/-6,648)","63,490","(+/-3,983)","68,264","(+/-4,597)","70,006","(+/-4,607)","69,093","(+/-4,609)","67,643","(+/-5,064)","84,423","(+/-4,649)","60,926","(+/-3,904)","71,870","(+/-4,947)","69,664","(+/-4,516)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","65,351","(+/-4,657)","68,690","(+/-4,562)","74,798","(+/-4,912)","67,565","(+/-4,858)","75,503","(+/-4,768)","80,205","(+/-4,967)","70,960","(+/-3,937)","65,168","(+/-4,345)","68,666","(+/-3,729)","69,947","(+/-4,481)","72,834","(+/-4,547)","64,465","(+/-4,480)","72,849","(+/-5,741)","65,462","(+/-4,166)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","46,140","(+/-3,398)","43,178","(+/-3,289)","47,053","(+/-3,376)","42,599","(+/-3,342)","38,563","(+/-3,199)","48,843","(+/-3,176)","51,281","(+/-3,032)","44,551","(+/-3,355)","50,267","(+/-3,098)","51,094","(+/-3,741)","47,182","(+/-3,978)","46,225","(+/-3,387)","53,681","(+/-4,432)","52,164","(+/-4,460)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","24,571","(+/-2,700)","29,724","(+/-2,873)","31,915","(+/-3,211)","26,934","(+/-2,939)","16,000","(+/-2,388)","25,270","(+/-2,156)","22,419","(+/-2,013)","31,235","(+/-2,559)","28,584","(+/-2,838)","23,244","(+/-2,376)","22,644","(+/-2,405)","29,528","(+/-2,659)","23,085","(+/-2,703)","26,904","(+/-2,350)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","23,484","(+/-2,310)","32,649","(+/-2,679)","23,272","(+/-2,345)","18,483","(+/-1,835)","23,428","(+/-2,237)","15,933","(+/-1,953)","9,370","(+/-1,194)","30,731","(+/-2,725)","19,360","(+/-1,953)","19,541","(+/-2,157)","13,527","(+/-1,836)","29,389","(+/-2,308)","14,585","(+/-1,814)","28,926","(+/-2,549)"
Housing,Value,"Owner-occupied units","195,794","(+/-5,007)","164,991","(+/-5,133)","212,083","(+/-4,971)","173,810","(+/-5,826)","164,365","(+/-5,739)","229,130","(+/-5,335)","172,697","(+/-5,412)","190,584","(+/-4,809)","213,787","(+/-4,860)","212,264","(+/-4,948)","197,423","(+/-4,589)","177,454","(+/-4,567)","181,586","(+/-6,792)","209,917","(+/-5,553)"
Housing,Value,"Less than $50,000","18,115","(+/-2,497)","20,861","(+/-2,275)","9,845","(+/-1,680)","5,708","(+/-1,494)","3,365",(+/-914),"2,834",(+/-819),"4,618","(+/-1,152)","26,815","(+/-2,601)","10,629","(+/-1,463)","10,982","(+/-1,911)","5,342","(+/-1,077)","21,670","(+/-2,208)","9,181","(+/-2,194)","13,216","(+/-1,787)"
Housing,Value,"$50,000 to $99,999","18,988","(+/-2,515)","34,636","(+/-3,406)","10,948","(+/-1,703)","3,220","(+/-1,115)","3,317","(+/-1,053)","1,996",(+/-819),"1,564",(+/-675),"31,795","(+/-2,900)","8,024","(+/-1,320)","10,507","(+/-1,923)","2,658",(+/-805),"29,570","(+/-3,050)","6,244","(+/-1,590)","20,068","(+/-2,141)"
Housing,Value,"$100,000 to $149,999","15,941","(+/-2,436)","26,425","(+/-2,613)","16,580","(+/-2,401)","6,762","(+/-1,709)","6,426","(+/-1,592)","1,926",(+/-748),"1,879",(+/-806),"26,674","(+/-2,576)","10,598","(+/-1,591)","11,224","(+/-1,891)","3,399",(+/-976),"22,972","(+/-2,502)","10,265","(+/-2,000)","19,484","(+/-2,355)"
Housing,Value,"$150,000 to $199,999","25,782","(+/-2,688)","25,992","(+/-2,761)","22,109","(+/-2,209)","16,324","(+/-2,561)","13,385","(+/-2,137)","4,456","(+/-1,225)","5,633","(+/-1,294)","29,384","(+/-3,087)","16,531","(+/-2,032)","18,894","(+/-2,349)","9,913","(+/-1,740)","20,948","(+/-2,237)","22,103","(+/-2,896)","32,615","(+/-3,232)"
Housing,Value,"$200,000 to $299,999","46,606","(+/-3,617)","33,581","(+/-3,037)","50,337","(+/-3,464)","45,846","(+/-3,517)","30,012","(+/-3,449)","19,619","(+/-2,187)","31,476","(+/-2,626)","37,487","(+/-3,185)","40,612","(+/-3,120)","51,944","(+/-3,136)","36,827","(+/-2,949)","38,580","(+/-2,872)","57,200","(+/-4,272)","51,959","(+/-4,118)"
Housing,Value,"$300,000 to $499,999","46,183","(+/-3,588)","17,648","(+/-2,193)","69,680","(+/-3,724)","59,998","(+/-5,052)","44,210","(+/-3,787)","81,285","(+/-4,238)","82,303","(+/-4,435)","28,447","(+/-2,569)","80,656","(+/-4,088)","76,270","(+/-3,579)","83,931","(+/-3,566)","31,837","(+/-3,158)","59,765","(+/-4,442)","53,144","(+/-4,229)"
Housing,Value,"$500,000 to $999,999","20,358","(+/-2,286)","4,832","(+/-1,054)","29,165","(+/-2,554)","31,128","(+/-2,244)","43,335","(+/-2,857)","103,087","(+/-4,059)","39,743","(+/-2,620)","8,252","(+/-1,430)","41,364","(+/-3,000)","26,659","(+/-2,797)","50,064","(+/-3,477)","10,861","(+/-1,973)","16,185","(+/-2,688)","16,407","(+/-2,144)"
Housing,Value,"$1,000,000 or more","3,821",(+/-880),"1,016",(+/-609),"3,419","(+/-1,069)","4,824","(+/-1,203)","20,315","(+/-2,119)","13,927","(+/-1,754)","5,481","(+/-1,435)","1,730",(+/-787),"5,373","(+/-1,161)","5,784",(+/-999),"5,289",(+/-999),"1,016",(+/-502),643,(+/-441),"3,024","(+/-1,154)"
Housing,Value,"Median (dollars)","238,400","(+/-8,693)","151,000","(+/-6,423)","293,300","(+/-5,760)","322,000","(+/-8,001)","396,600","(+/-14,229)","508,300","(+/-11,827)","389,200","(+/-6,282)","164,800","(+/-4,497)","342,400","(+/-6,309)","305,200","(+/-7,104)","385,600","(+/-7,171)","181,400","(+/-9,719)","277,000","(+/-5,264)","238,900","(+/-7,991)"
Housing,"Mortgage Status","Owner-occupied units","195,794","(+/-5,007)","164,991","(+/-5,133)","212,083","(+/-4,971)","173,810","(+/-5,826)","164,365","(+/-5,739)","229,130","(+/-5,335)","172,697","(+/-5,412)","190,584","(+/-4,809)","213,787","(+/-4,860)","212,264","(+/-4,948)","197,423","(+/-4,589)","177,454","(+/-4,567)","181,586","(+/-6,792)","209,917","(+/-5,553)"
Housing,"Mortgage Status","Housing units with a mortgage","117,844","(+/-4,836)","86,923","(+/-4,145)","131,802","(+/-5,275)","122,693","(+/-5,583)","115,540","(+/-5,519)","166,181","(+/-4,987)","121,309","(+/-5,643)","98,934","(+/-4,817)","124,338","(+/-4,890)","135,944","(+/-5,161)","138,312","(+/-5,120)","96,213","(+/-4,878)","133,265","(+/-6,681)","126,895","(+/-5,411)"
Housing,"Mortgage Status","Housing units without a mortgage","77,950","(+/-4,211)","78,068","(+/-3,991)","80,281","(+/-4,614)","51,117","(+/-3,428)","48,825","(+/-3,465)","62,949","(+/-3,225)","51,388","(+/-3,439)","91,650","(+/-3,952)","89,449","(+/-3,360)","76,320","(+/-4,375)","59,111","(+/-3,482)","81,241","(+/-4,380)","48,321","(+/-4,032)","83,022","(+/-4,219)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","117,844","(+/-4,836)","86,923","(+/-4,145)","131,802","(+/-5,275)","122,693","(+/-5,583)","115,540","(+/-5,519)","166,181","(+/-4,987)","121,309","(+/-5,643)","98,934","(+/-4,817)","124,338","(+/-4,890)","135,944","(+/-5,161)","138,312","(+/-5,120)","96,213","(+/-4,878)","133,265","(+/-6,681)","126,895","(+/-5,411)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","1,550",(+/-587),"1,831",(+/-740),830,(+/-488),833,(+/-670),"1,067",(+/-521),789,(+/-491),661,(+/-335),"1,280",(+/-484),"1,247",(+/-482),"1,446",(+/-854),806,(+/-545),"1,704",(+/-673),"2,011",(+/-785),"1,981",(+/-838)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","21,270","(+/-2,680)","27,413","(+/-2,777)","20,386","(+/-2,390)","13,646","(+/-2,161)","9,083","(+/-1,704)","7,201","(+/-1,385)","8,289","(+/-1,608)","29,789","(+/-2,835)","16,472","(+/-1,920)","17,452","(+/-2,164)","14,048","(+/-1,854)","23,387","(+/-2,704)","18,698","(+/-2,643)","25,833","(+/-2,648)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","41,269","(+/-3,329)","30,116","(+/-2,889)","42,312","(+/-3,393)","33,779","(+/-3,250)","23,756","(+/-2,930)","24,277","(+/-2,544)","25,478","(+/-2,573)","35,312","(+/-3,553)","37,024","(+/-2,950)","42,261","(+/-3,820)","31,947","(+/-2,543)","33,492","(+/-3,025)","49,927","(+/-4,338)","48,159","(+/-4,370)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","24,765","(+/-2,724)","16,617","(+/-1,959)","31,086","(+/-3,253)","28,797","(+/-2,838)","22,395","(+/-2,618)","34,416","(+/-3,119)","37,175","(+/-3,356)","18,161","(+/-2,311)","32,272","(+/-2,920)","36,983","(+/-3,376)","37,172","(+/-3,048)","21,155","(+/-2,672)","32,599","(+/-4,191)","26,272","(+/-2,710)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","13,594","(+/-1,956)","6,490","(+/-1,530)","17,956","(+/-2,402)","19,979","(+/-2,689)","14,761","(+/-2,162)","34,781","(+/-3,098)","23,989","(+/-2,716)","8,232","(+/-1,643)","15,331","(+/-1,943)","19,002","(+/-2,370)","28,473","(+/-2,860)","9,033","(+/-1,791)","18,600","(+/-2,767)","12,250","(+/-2,510)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","7,005","(+/-1,602)","2,100",(+/-711),"8,995","(+/-1,683)","10,558","(+/-1,803)","12,086","(+/-1,845)","29,675","(+/-3,027)","12,132","(+/-1,834)","2,813",(+/-962),"8,985","(+/-1,643)","9,370","(+/-1,739)","13,176","(+/-1,938)","3,058","(+/-1,183)","6,517","(+/-1,749)","6,009","(+/-1,418)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","8,391","(+/-1,519)","2,356",(+/-891),"10,237","(+/-1,788)","15,101","(+/-2,004)","32,392","(+/-2,887)","35,042","(+/-2,943)","13,585","(+/-1,805)","3,347",(+/-849),"13,007","(+/-2,306)","9,430","(+/-1,508)","12,690","(+/-1,782)","4,384","(+/-1,297)","4,913","(+/-1,169)","6,391","(+/-1,725)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,432",(+/-36),"1,199",(+/-32),"1,532",(+/-39),"1,720",(+/-57),"2,050",(+/-87),"2,236",(+/-44),"1,836",(+/-40),"1,231",(+/-32),"1,602",(+/-35),"1,592",(+/-44),"1,787",(+/-39),"1,310",(+/-49),"1,464",(+/-37),"1,351",(+/-36)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","77,950","(+/-4,211)","78,068","(+/-3,991)","80,281","(+/-4,614)","51,117","(+/-3,428)","48,825","(+/-3,465)","62,949","(+/-3,225)","51,388","(+/-3,439)","91,650","(+/-3,952)","89,449","(+/-3,360)","76,320","(+/-4,375)","59,111","(+/-3,482)","81,241","(+/-4,380)","48,321","(+/-4,032)","83,022","(+/-4,219)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","12,227","(+/-2,255)","10,376","(+/-1,713)","6,151","(+/-1,330)","2,175",(+/-944),"3,612","(+/-1,082)","2,353",(+/-725),"1,763",(+/-613),"15,812","(+/-2,142)","9,037","(+/-1,489)","7,100","(+/-1,554)","3,066",(+/-829),"14,213","(+/-2,186)","4,755","(+/-1,274)","12,273","(+/-1,855)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","19,740","(+/-2,278)","22,489","(+/-2,157)","17,888","(+/-2,178)","8,314","(+/-1,803)","6,590","(+/-1,378)","8,631","(+/-1,443)","7,550","(+/-1,429)","25,639","(+/-2,225)","21,884","(+/-2,276)","19,178","(+/-2,257)","11,041","(+/-1,450)","26,579","(+/-2,658)","11,165","(+/-2,070)","26,938","(+/-2,821)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","22,974","(+/-2,339)","28,342","(+/-3,004)","24,898","(+/-2,473)","16,264","(+/-2,169)","9,777","(+/-1,623)","18,139","(+/-2,195)","15,254","(+/-1,703)","30,976","(+/-2,650)","27,450","(+/-2,409)","25,269","(+/-2,445)","20,919","(+/-2,070)","23,521","(+/-2,755)","18,789","(+/-2,317)","24,071","(+/-2,609)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","13,125","(+/-2,073)","11,327","(+/-1,600)","16,563","(+/-2,124)","11,645","(+/-1,972)","7,912","(+/-1,662)","14,312","(+/-1,808)","12,600","(+/-1,471)","12,249","(+/-1,562)","15,027","(+/-2,013)","13,585","(+/-2,143)","13,557","(+/-1,914)","10,265","(+/-1,493)","7,469","(+/-1,471)","10,441","(+/-1,621)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","4,616","(+/-1,140)","2,749",(+/-836),"7,080","(+/-1,545)","6,439","(+/-1,189)","5,419","(+/-1,312)","8,095","(+/-1,297)","6,594","(+/-1,237)","4,031",(+/-893),"7,448","(+/-1,300)","5,507","(+/-1,001)","6,022","(+/-1,277)","3,806",(+/-935),"3,504","(+/-1,115)","4,698","(+/-1,265)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","5,268",(+/-922),"2,785",(+/-729),"7,701","(+/-1,699)","6,280","(+/-1,224)","15,515","(+/-2,141)","11,419","(+/-1,611)","7,627","(+/-1,244)","2,943",(+/-964),"8,603","(+/-1,477)","5,681","(+/-1,263)","4,506",(+/-954),"2,857",(+/-918),"2,639","(+/-1,013)","4,601","(+/-1,428)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",454,(+/-18),435,(+/-11),527,(+/-18),583,(+/-29),705,(+/-48),629,(+/-21),616,(+/-23),425,(+/-12),483,(+/-13),481,(+/-14),550,(+/-14),399,(+/-17),479,(+/-19),416,(+/-17)
Housing,"Gross Rent","Occupied units paying rent","102,941","(+/-4,897)","120,101","(+/-5,101)","75,965","(+/-4,130)","105,456","(+/-5,710)","173,087","(+/-6,790)","54,525","(+/-3,637)","90,034","(+/-4,565)","92,287","(+/-5,311)","64,939","(+/-4,194)","73,483","(+/-3,913)","104,824","(+/-4,427)","95,471","(+/-5,114)","97,390","(+/-5,992)","70,222","(+/-4,368)"
Housing,"Gross Rent","Less than $500","6,986","(+/-1,912)","13,667","(+/-2,193)","4,024","(+/-1,188)","1,467",(+/-862),"15,959","(+/-2,322)",162,(+/-203),"1,048",(+/-702),"8,679","(+/-1,624)","4,967","(+/-1,150)","4,046","(+/-1,189)","1,984",(+/-870),"13,639","(+/-2,031)","1,933",(+/-856),"4,630","(+/-1,269)"
Housing,"Gross Rent","$500 to $999","32,111","(+/-3,560)","62,609","(+/-4,926)","24,996","(+/-3,284)","9,018","(+/-1,922)","20,045","(+/-3,747)","3,212","(+/-1,284)","3,613",(+/-919),"48,623","(+/-3,919)","17,127","(+/-2,312)","27,213","(+/-3,109)","11,152","(+/-2,301)","45,508","(+/-3,710)","11,503","(+/-2,950)","31,467","(+/-3,133)"
Housing,"Gross Rent","$1,000 to $1,499","34,387","(+/-3,539)","32,090","(+/-3,625)","26,348","(+/-2,993)","37,730","(+/-3,760)","46,595","(+/-4,686)","11,356","(+/-1,913)","27,048","(+/-3,240)","24,412","(+/-2,926)","18,406","(+/-2,633)","23,035","(+/-2,685)","32,221","(+/-3,283)","25,401","(+/-2,920)","42,734","(+/-4,740)","22,203","(+/-3,034)"
Housing,"Gross Rent","$1,500 to $1,999","21,655","(+/-3,185)","8,403","(+/-2,072)","14,283","(+/-2,087)","38,942","(+/-4,381)","52,273","(+/-4,159)","23,174","(+/-2,390)","38,541","(+/-3,841)","8,726","(+/-2,586)","14,739","(+/-2,436)","11,869","(+/-2,482)","39,514","(+/-3,538)","8,553","(+/-1,578)","31,801","(+/-4,280)","6,431","(+/-1,650)"
Housing,"Gross Rent","$2,000 to $2,499","5,203","(+/-1,605)","2,025",(+/-871),"4,410","(+/-1,129)","10,767","(+/-2,082)","20,298","(+/-3,248)","11,645","(+/-2,094)","15,982","(+/-2,682)","1,139",(+/-665),"6,497","(+/-1,840)","4,934","(+/-1,430)","13,245","(+/-2,463)","1,802",(+/-973),"6,944","(+/-1,692)","3,316","(+/-1,160)"
Housing,"Gross Rent","$2,500 to $2,999","1,268",(+/-550),50,(+/-95),968,(+/-563),"3,576","(+/-1,215)","9,785","(+/-2,301)","2,244",(+/-783),"2,631",(+/-942),472,(+/-618),"1,716",(+/-736),"1,152",(+/-712),"4,591","(+/-1,425)",377,(+/-384),"2,026","(+/-1,046)","1,407","(+/-1,047)"
Housing,"Gross Rent","$3,000 or more","1,331",(+/-556),"1,257",(+/-714),936,(+/-448),"3,956","(+/-1,292)","8,132","(+/-2,014)","2,732","(+/-1,002)","1,171",(+/-605),236,(+/-303),"1,487",(+/-639),"1,234",(+/-641),"2,117",(+/-875),191,(+/-178),449,(+/-320),768,(+/-391)
Housing,"Gross Rent","Median (dollars)","1,150",(+/-40),894,(+/-26),"1,137",(+/-34),"1,558",(+/-38),"1,538",(+/-39),"1,770",(+/-40),"1,673",(+/-32),889,(+/-28),"1,277",(+/-67),"1,096",(+/-49),"1,589",(+/-31),878,(+/-32),"1,415",(+/-40),986,(+/-40)
Housing,"Gross Rent","No rent paid","6,732","(+/-1,533)","8,154","(+/-1,660)","5,630","(+/-1,407)","3,747","(+/-1,327)","4,639","(+/-1,373)","2,151",(+/-775),"2,804","(+/-1,025)","7,739","(+/-1,516)","6,162","(+/-1,465)","6,170","(+/-1,074)","3,001",(+/-906),"9,844","(+/-1,734)","2,713","(+/-1,034)","6,371","(+/-1,555)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","305,467","(+/-4,151)","293,246","(+/-5,216)","293,678","(+/-4,483)","283,013","(+/-5,100)","342,091","(+/-6,981)","285,806","(+/-5,218)","265,535","(+/-4,059)","290,610","(+/-4,818)","284,888","(+/-5,501)","291,917","(+/-4,491)","305,248","(+/-4,267)","282,769","(+/-4,797)","281,689","(+/-6,250)","286,510","(+/-3,896)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","18,997","(+/-2,627)","26,555","(+/-2,765)","14,241","(+/-2,104)","14,543","(+/-2,246)","24,554","(+/-3,423)","7,527","(+/-1,671)","9,247","(+/-1,759)","23,416","(+/-2,862)","15,248","(+/-2,373)","14,220","(+/-1,606)","10,235","(+/-1,992)","22,710","(+/-2,671)","15,997","(+/-2,574)","11,767","(+/-2,465)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","12,572","(+/-1,961)","19,394","(+/-2,319)","10,119","(+/-1,850)","5,708","(+/-1,484)","17,200","(+/-2,986)","3,802",(+/-993),"6,935","(+/-2,137)","15,016","(+/-2,180)","7,893","(+/-1,501)","10,947","(+/-1,752)","5,620","(+/-1,260)","14,041","(+/-1,883)","7,119","(+/-1,942)","10,888","(+/-2,291)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","23,417","(+/-2,688)","32,607","(+/-3,202)","22,373","(+/-2,805)","18,402","(+/-2,927)","21,395","(+/-2,804)","6,924","(+/-1,359)","13,879","(+/-2,583)","25,337","(+/-2,617)","17,855","(+/-2,420)","19,583","(+/-2,449)","15,401","(+/-2,283)","27,890","(+/-2,757)","14,699","(+/-2,660)","21,536","(+/-2,617)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","26,955","(+/-3,073)","32,602","(+/-3,516)","17,374","(+/-2,478)","23,100","(+/-3,154)","23,153","(+/-3,613)","9,804","(+/-1,871)","16,699","(+/-2,245)","23,649","(+/-2,926)","21,269","(+/-2,518)","21,510","(+/-2,688)","16,813","(+/-2,401)","28,018","(+/-2,841)","17,867","(+/-2,612)","21,627","(+/-2,657)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","39,241","(+/-3,324)","38,105","(+/-3,499)","33,266","(+/-3,835)","32,835","(+/-3,478)","28,643","(+/-3,777)","18,671","(+/-2,348)","25,429","(+/-2,876)","42,066","(+/-3,795)","29,656","(+/-2,780)","35,336","(+/-3,942)","28,284","(+/-2,766)","35,014","(+/-3,130)","34,833","(+/-4,020)","36,603","(+/-3,304)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","53,456","(+/-3,831)","52,403","(+/-4,005)","50,830","(+/-4,039)","49,402","(+/-4,145)","47,840","(+/-4,462)","31,325","(+/-3,063)","44,541","(+/-3,541)","54,061","(+/-4,055)","48,099","(+/-3,284)","46,410","(+/-4,132)","51,139","(+/-4,354)","48,999","(+/-4,363)","57,146","(+/-4,517)","51,781","(+/-4,106)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","44,150","(+/-4,159)","34,166","(+/-3,777)","39,994","(+/-3,963)","35,960","(+/-3,553)","42,497","(+/-3,933)","33,925","(+/-3,293)","37,655","(+/-3,446)","34,074","(+/-3,650)","44,165","(+/-3,392)","43,009","(+/-3,892)","39,464","(+/-3,451)","30,406","(+/-3,252)","43,579","(+/-4,337)","42,799","(+/-3,732)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","47,344","(+/-3,722)","34,702","(+/-3,415)","55,579","(+/-4,319)","46,425","(+/-3,997)","53,286","(+/-4,846)","60,315","(+/-3,796)","49,640","(+/-3,629)","38,577","(+/-3,501)","46,544","(+/-3,413)","51,562","(+/-3,655)","66,121","(+/-4,360)","41,414","(+/-3,794)","48,792","(+/-5,106)","50,551","(+/-3,805)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","19,701","(+/-2,487)","11,623","(+/-1,680)","23,537","(+/-2,716)","24,662","(+/-2,846)","28,690","(+/-3,185)","40,008","(+/-3,011)","26,907","(+/-2,581)","18,051","(+/-2,499)","25,920","(+/-2,574)","26,541","(+/-2,471)","27,753","(+/-2,917)","17,217","(+/-2,496)","24,521","(+/-2,931)","20,376","(+/-2,856)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","19,634","(+/-2,144)","11,089","(+/-1,653)","26,365","(+/-2,672)","31,976","(+/-2,701)","54,833","(+/-3,452)","73,505","(+/-4,120)","34,603","(+/-2,987)","16,363","(+/-2,293)","28,239","(+/-2,518)","22,799","(+/-2,541)","44,418","(+/-3,628)","17,060","(+/-2,414)","17,136","(+/-2,337)","18,582","(+/-2,591)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","63,376","(+/-2,027)","48,779","(+/-2,024)","74,348","(+/-2,595)","73,742","(+/-2,737)","80,430","(+/-3,340)","123,105","(+/-4,248)","84,547","(+/-3,476)","55,822","(+/-2,774)","76,038","(+/-1,670)","73,988","(+/-2,114)","90,472","(+/-3,350)","56,189","(+/-2,059)","71,993","(+/-2,729)","69,169","(+/-2,829)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","84,493","(+/-2,545)","65,705","(+/-2,003)","96,794","(+/-3,062)","106,666","(+/-3,835)","124,490","(+/-4,332)","159,006","(+/-4,801)","113,306","(+/-3,601)","78,114","(+/-2,903)","99,011","(+/-2,758)","95,351","(+/-3,297)","115,790","(+/-3,146)","78,261","(+/-2,652)","90,171","(+/-2,838)","88,160","(+/-3,119)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","758,857","(+/-3,554)","718,233","(+/-10,565)","776,444","(+/-8,566)","776,749","(+/-12,668)","751,562","(+/-13,630)","787,431","(+/-11,839)","774,676","(+/-13,594)","742,773","(+/-9,011)","783,612","(+/-14,509)","796,760","(+/-10,346)","780,510","(+/-11,986)","737,885","(+/-3,653)","762,728","(+/-17,502)","769,830","(+/-8,489)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","671,699","(+/-8,462)","620,321","(+/-11,758)","705,063","(+/-9,315)","675,329","(+/-13,989)","672,529","(+/-13,900)","736,464","(+/-11,829)","667,642","(+/-13,721)","642,475","(+/-12,224)","680,510","(+/-15,497)","714,345","(+/-11,528)","690,420","(+/-12,418)","656,821","(+/-8,346)","657,427","(+/-17,283)","675,789","(+/-11,078)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","499,816","(+/-11,409)","388,143","(+/-10,302)","536,478","(+/-11,321)","508,466","(+/-15,641)","527,478","(+/-13,982)","650,268","(+/-12,728)","518,299","(+/-13,621)","457,003","(+/-14,492)","515,284","(+/-17,112)","555,084","(+/-13,039)","564,118","(+/-13,043)","470,557","(+/-12,054)","462,702","(+/-16,172)","485,179","(+/-12,257)"
