Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",27.5,(+/-4.5),5.5,(+/-1.5),10.0,(+/-1.7),15.7,(+/-2.1),20.1,(+/-3.5),16.6,(+/-2.6),18.7,(+/-2.5),21.8,(+/-2.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",27.0,(+/-4.6),5.4,(+/-1.5),9.4,(+/-1.5),15.1,(+/-2.0),20.0,(+/-3.5),15.8,(+/-2.5),18.4,(+/-2.5),21.0,(+/-2.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",32.5,(+/-6.4),7.9,(+/-3.2),10.5,(+/-2.6),19.5,(+/-3.8),20.1,(+/-4.9),17.9,(+/-3.8),20.3,(+/-3.7),22.7,(+/-5.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",24.9,(+/-4.8),4.6,(+/-1.7),9.0,(+/-1.5),13.6,(+/-2.2),20.0,(+/-4.0),15.0,(+/-2.7),17.8,(+/-2.8),20.5,(+/-2.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",15.2,(+/-1.2),5.7,(+/-0.6),9.8,(+/-0.8),12.5,(+/-0.8),13.1,(+/-0.9),12.7,(+/-0.8),13.3,(+/-1.0),15.0,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",13.9,(+/-1.8),7.0,(+/-1.2),8.6,(+/-1.3),11.5,(+/-1.5),12.0,(+/-1.6),11.7,(+/-1.5),11.9,(+/-1.6),14.6,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",14.8,(+/-2.2),3.5,(+/-0.7),5.8,(+/-0.8),9.8,(+/-1.0),11.4,(+/-1.6),9.3,(+/-1.2),10.7,(+/-1.2),12.4,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",25.0,(+/-1.8),16.8,(+/-2.2),25.9,(+/-2.2),28.0,(+/-2.1),23.3,(+/-1.8),30.6,(+/-1.8),28.2,(+/-2.1),32.9,(+/-1.7)
Education,"School Enrollment","Population 3 years and over enrolled in school","179,633","(+/-6,470)","177,679","(+/-6,044)","183,425","(+/-6,403)","183,195","(+/-6,182)","174,498","(+/-5,742)","177,398","(+/-4,588)","181,974","(+/-4,712)","175,982","(+/-4,284)"
Education,"School Enrollment","Nursery school, preschool","14,561","(+/-2,669)","12,549","(+/-1,633)","11,483","(+/-2,016)","12,531","(+/-1,702)","9,134","(+/-1,871)","10,510","(+/-1,621)","10,328","(+/-1,587)","10,721","(+/-1,366)"
Education,"School Enrollment",Kindergarten,"7,802","(+/-1,735)","10,366","(+/-1,507)","9,147","(+/-1,565)","11,161","(+/-1,407)","9,913","(+/-1,837)","7,740",(+/-889),"9,457","(+/-1,501)","11,095","(+/-1,649)"
Education,"School Enrollment","Elementary school (grades 1-8)","67,023","(+/-3,829)","76,157","(+/-4,306)","70,602","(+/-3,337)","76,633","(+/-3,427)","76,940","(+/-3,874)","77,223","(+/-3,111)","78,710","(+/-2,843)","75,161","(+/-2,454)"
Education,"School Enrollment","High school (grades 9-12)","35,054","(+/-2,394)","42,057","(+/-2,675)","36,976","(+/-2,542)","40,221","(+/-2,550)","37,652","(+/-2,675)","41,965","(+/-2,021)","38,406","(+/-1,953)","43,905","(+/-2,428)"
Education,"School Enrollment","College or graduate school","55,193","(+/-4,081)","36,550","(+/-3,403)","55,217","(+/-3,420)","42,649","(+/-4,133)","40,859","(+/-3,879)","39,960","(+/-2,628)","45,073","(+/-3,369)","35,100","(+/-3,124)"
Education,"Educational Attainment","Population 25 years and over","516,984","(+/-6,313)","550,254","(+/-6,998)","532,331","(+/-6,398)","521,125","(+/-4,677)","535,746","(+/-4,143)","521,247","(+/-3,667)","528,562","(+/-2,338)","529,761","(+/-4,252)"
Education,"Educational Attainment","Less than 9th grade","14,753","(+/-2,251)","9,184","(+/-2,108)","10,771","(+/-1,450)","16,067","(+/-2,314)","17,817","(+/-2,608)","16,099","(+/-2,149)","15,408","(+/-1,797)","21,001","(+/-2,083)"
Education,"Educational Attainment","9th to 12th grade, no diploma","29,517","(+/-3,592)","16,263","(+/-2,073)","25,283","(+/-2,717)","31,395","(+/-2,576)","26,743","(+/-3,534)","28,992","(+/-2,726)","32,005","(+/-2,733)","46,319","(+/-2,815)"
Education,"Educational Attainment","High school graduate (includes equivalency)","123,494","(+/-6,642)","107,858","(+/-4,922)","155,882","(+/-5,599)","182,917","(+/-5,515)","145,541","(+/-6,708)","189,053","(+/-5,284)","172,454","(+/-5,412)","198,779","(+/-5,369)"
Education,"Educational Attainment","Some college, no degree","111,086","(+/-5,887)","100,752","(+/-5,999)","112,491","(+/-5,076)","113,252","(+/-5,806)","119,229","(+/-5,694)","110,204","(+/-4,513)","121,273","(+/-5,371)","100,396","(+/-5,621)"
Education,"Educational Attainment","Associate's degree","38,235","(+/-3,674)","43,756","(+/-3,478)","45,106","(+/-3,594)","45,345","(+/-3,457)","41,152","(+/-3,076)","42,940","(+/-2,856)","44,739","(+/-3,217)","48,442","(+/-3,713)"
Education,"Educational Attainment","Bachelor's degree","110,750","(+/-6,143)","159,510","(+/-5,733)","113,444","(+/-4,679)","82,090","(+/-4,472)","119,071","(+/-5,177)","85,886","(+/-4,478)","92,435","(+/-5,491)","72,679","(+/-3,959)"
Education,"Educational Attainment","Graduate or professional degree","89,149","(+/-5,301)","112,931","(+/-4,953)","69,354","(+/-4,465)","50,059","(+/-3,910)","66,193","(+/-4,458)","48,073","(+/-3,974)","50,248","(+/-3,806)","42,145","(+/-3,561)"
Education,"Educational Attainment","Percent high school graduate or higher",91.4,(+/-0.8),95.4,(+/-0.5),93.2,(+/-0.6),90.9,(+/-0.7),91.7,(+/-0.8),91.3,(+/-0.7),91.0,(+/-0.6),87.3,(+/-0.7)
Education,"Educational Attainment","Percent bachelor's degree or higher",38.7,(+/-1.3),49.5,(+/-1.0),34.3,(+/-1.2),25.4,(+/-1.0),34.6,(+/-1.2),25.7,(+/-1.0),27.0,(+/-1.2),21.7,(+/-0.9)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","512,238",G,"332,762",G,"225,839",G,"211,552",G,"389,410",G,"217,210",G,"300,346",G,"213,322",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",502,J,71,J,83,H,222,G,34,G,320,G,119,G,545,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",89,H,291,G,289,H,269,J,244,J,456,G,340,G,"1,728",H
Business,"Paid employees for pay period including March 12",Utilities,"4,685",J,"1,186",H,"2,081",H,"1,265",H,"2,015",J,"1,689",G,"1,367",G,"1,510",J
Business,"Paid employees for pay period including March 12",Construction,"20,778",G,"23,123",G,"14,280",G,"13,391",G,"24,440",G,"11,588",G,"13,748",G,"11,279",G
Business,"Paid employees for pay period including March 12",Manufacturing,"48,825",G,"24,909",G,"26,043",G,"29,073",G,"37,800",G,"32,754",G,"39,774",G,"32,110",G
Business,"Paid employees for pay period including March 12","Wholesale trade","28,927",G,"12,524",G,"8,908",G,"7,417",G,"32,111",H,"9,417",G,"14,926",G,"9,547",G
Business,"Paid employees for pay period including March 12","Retail trade","33,863",G,"44,191",G,"38,356",G,"39,123",G,"37,664",G,"36,215",G,"42,834",G,"36,326",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","25,471",G,"5,612",G,"7,772",H,"7,217",G,"10,992",G,"13,146",G,"17,416",G,"8,602",G
Business,"Paid employees for pay period including March 12",Information,"13,886",H,"8,008",H,"4,407",H,"2,447",H,"9,753",G,"2,607",G,"5,568",G,"2,583",H
Business,"Paid employees for pay period including March 12","Finance and insurance","35,979",H,"23,923",G,"13,281",G,"8,741",G,"25,204",G,"9,324",G,"10,655",G,"7,578",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","9,243",H,"6,078",G,"2,876",G,"2,934",G,"5,750",G,"2,908",G,"5,679",G,"2,600",H
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","41,802",G,"32,162",G,"8,331",G,"9,944",G,"47,841",H,"6,752",G,"11,032",G,"5,234",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","33,417",G,"16,702",H,"3,034",H,"1,515",G,"8,857",G,"2,810",G,"10,712",G,"1,384",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","38,034",G,"16,599",G,"9,832",G,"7,702",G,"20,124",G,"10,469",G,"16,421",G,"6,932",G
Business,"Paid employees for pay period including March 12","Educational services","38,643",H,"7,360",G,"4,477",H,"4,350",G,"7,695",G,"4,141",G,"4,256",G,991,H
Business,"Paid employees for pay period including March 12","Health care and social assistance","77,559",G,"58,847",H,"39,232",G,"37,161",G,"61,966",G,"36,523",G,"51,268",G,"48,632",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","5,716",G,"6,430",G,"2,621",G,"2,071",G,"6,607",G,"2,822",G,"5,918",G,"1,703",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","35,385",G,"30,238",G,"28,997",G,"27,300",G,"31,540",G,"23,582",G,"34,706",G,"24,322",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","19,278",G,"14,475",G,"10,869",G,"9,377",G,"18,686",G,"9,638",G,"13,566",G,"9,627",G
Business,"Paid employees for pay period including March 12","Industries not classified",156,J,33,H,70,G,33,J,87,J,49,J,41,J,89,J
Business,"Annual payroll ($1,000)","Total for all sectors","35,929,058",G,"20,384,301",G,"10,710,523",G,"8,765,202",G,"25,177,258",G,"9,656,691",G,"13,485,527",G,"8,624,450",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","17,078",H,"1,429",H,"2,503",H,"8,431",G,553,G,"13,113",G,"3,241",G,"27,448",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","6,790",G,"20,369",G,"16,006",G,"15,265",J,"22,351",J,"26,603",G,"18,886",H,"116,954",H
Business,"Annual payroll ($1,000)",Utilities,"565,585",J,"139,739",H,"235,834",H,"116,171",H,"253,190",J,"177,680",G,"138,113",G,"142,730",H
Business,"Annual payroll ($1,000)",Construction,"1,848,756",G,"1,666,805",G,"862,352",G,"775,527",G,"2,017,860",H,"788,662",G,"733,765",G,"603,678",G
Business,"Annual payroll ($1,000)",Manufacturing,"3,799,724",G,"1,586,710",G,"1,529,498",G,"1,502,980",G,"2,653,076",G,"1,915,560",G,"2,093,596",G,"1,678,003",G
Business,"Annual payroll ($1,000)","Wholesale trade","2,527,905",G,"1,075,564",G,"550,154",G,"418,955",G,"1,476,709",G,"583,246",G,"896,643",G,"513,652",G
Business,"Annual payroll ($1,000)","Retail trade","1,132,520",G,"1,465,570",G,"1,295,642",G,"1,192,297",G,"1,223,229",G,"1,015,945",G,"1,354,271",G,"1,057,794",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","1,203,511",G,"296,027",G,"372,999",G,"308,392",G,"530,877",G,"585,384",G,"887,667",G,"417,151",G
Business,"Annual payroll ($1,000)",Information,"1,434,643",H,"871,902",H,"262,493",H,"125,827",G,"894,719",G,"120,128",G,"320,089",G,"137,558",H
Business,"Annual payroll ($1,000)","Finance and insurance","4,004,192",H,"2,645,057",G,"1,181,615",H,"552,299",G,"2,652,117",G,"591,547",G,"670,592",G,"433,004",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","679,401",H,"360,444",H,"136,965",G,"123,674",G,"422,355",G,"146,331",G,"247,339",G,"102,055",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","3,907,793",G,"2,515,658",G,"513,547",G,"580,237",G,"4,876,708",H,"380,988",G,"668,274",G,"243,147",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","4,437,391",G,"1,602,307",G,"214,012",H,"130,790",G,"1,058,742",G,"287,194",G,"807,460",G,"105,031",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","1,804,972",G,"796,096",G,"359,035",G,"270,268",G,"931,169",H,"364,085",G,"552,430",G,"221,281",G
Business,"Annual payroll ($1,000)","Educational services","2,681,013",H,"265,151",G,"131,899",H,"124,424",G,"310,127",G,"123,650",G,"112,479",H,"22,276",G
Business,"Annual payroll ($1,000)","Health care and social assistance","3,664,088",H,"3,779,367",H,"2,024,567",G,"1,687,558",G,"3,761,663",G,"1,746,655",G,"2,684,330",G,"2,049,438",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","532,536",H,"172,682",G,"58,253",G,"46,987",G,"585,365",G,"49,561",G,"142,826",G,"42,881",G
Business,"Annual payroll ($1,000)","Accommodation and food services","867,838",G,"640,060",G,"590,880",G,"506,522",G,"797,963",G,"445,773",G,"734,506",G,"429,435",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","810,072",G,"482,948",G,"371,142",G,"278,169",G,"706,684",G,"293,782",G,"418,454",G,"280,180",G
Business,"Annual payroll ($1,000)","Industries not classified","3,250",G,416,G,"1,127",H,429,H,"1,801",G,804,G,566,G,754,G
Business,"Total Establishments","Total for all sectors","24,651",X,"20,539",X,"16,077",X,"17,831",X,"19,181",X,"16,753",X,"19,291",X,"17,186",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",9,X,22,X,26,X,59,X,3,X,65,X,41,X,93,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",5,X,20,X,29,X,42,X,12,X,58,X,21,X,66,X
Business,"Total Establishments",Utilities,40,X,30,X,51,X,61,X,23,X,80,X,46,X,74,X
Business,"Total Establishments",Construction,"1,169",X,"2,025",X,"2,014",X,"2,268",X,"1,357",X,"1,770",X,"1,893",X,"1,628",X
Business,"Total Establishments",Manufacturing,797,X,639,X,566,X,662,X,651,X,616,X,766,X,838,X
Business,"Total Establishments","Wholesale trade","1,301",X,"1,027",X,640,X,682,X,973,X,744,X,819,X,712,X
Business,"Total Establishments","Retail trade","2,306",X,"2,362",X,"2,185",X,"2,668",X,"2,219",X,"2,417",X,"2,912",X,"2,735",X
Business,"Total Establishments","Transportation and warehousing",723,X,576,X,474,X,684,X,558,X,781,X,802,X,836,X
Business,"Total Establishments",Information,460,X,344,X,250,X,302,X,384,X,307,X,332,X,281,X
Business,"Total Establishments","Finance and insurance","1,416",X,"1,840",X,"1,113",X,"1,146",X,"1,248",X,"1,213",X,"1,283",X,"1,161",X
Business,"Total Establishments","Real estate and rental and leasing","1,056",X,"1,082",X,758,X,788,X,"1,041",X,734,X,"1,096",X,637,X
Business,"Total Establishments","Professional, scientific, and technical services","2,630",X,"2,272",X,"1,373",X,"1,289",X,"2,438",X,"1,214",X,"1,578",X,958,X
Business,"Total Establishments","Management of companies and enterprises",517,X,243,X,76,X,50,X,164,X,74,X,125,X,71,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,188",X,"1,203",X,931,X,898,X,980,X,818,X,990,X,694,X
Business,"Total Establishments","Educational services",325,X,296,X,172,X,171,X,254,X,149,X,146,X,109,X
Business,"Total Establishments","Health care and social assistance","5,855",X,"2,834",X,"1,889",X,"2,151",X,"2,948",X,"2,033",X,"1,967",X,"2,667",X
Business,"Total Establishments","Arts, entertainment, and recreation",337,X,383,X,270,X,249,X,287,X,261,X,374,X,198,X
Business,"Total Establishments","Accommodation and food services","2,089",X,"1,541",X,"1,509",X,"1,626",X,"1,705",X,"1,392",X,"1,925",X,"1,480",X
Business,"Total Establishments","Other services (except public administration)","2,254",X,"1,779",X,"1,733",X,"2,010",X,"1,876",X,"1,976",X,"2,121",X,"1,847",X
Business,"Total Establishments","Industries not classified",174,X,21,X,18,X,25,X,60,X,51,X,54,X,101,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
