Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","76,874","(+/-2,857)","91,834","(+/-3,214)","90,595","(+/-2,521)","81,943","(+/-1,888)","123,715","(+/-3,572)","84,893","(+/-2,554)","93,165","(+/-3,273)","91,022","(+/-2,733)","73,586","(+/-2,977)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","771,180","(+/-2,710)","784,764","(+/-3,554)","779,348","(+/-4,226)","789,396","(+/-3,663)","780,341","(+/-13,631)","773,329","(+/-12,571)","776,810","(+/-11,645)","751,170","(+/-9,147)","745,153","(+/-9,091)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","686,303","(+/-5,858)","720,692","(+/-6,146)","710,284","(+/-6,504)","710,342","(+/-8,165)","717,943","(+/-15,425)","702,483","(+/-13,095)","701,800","(+/-12,202)","696,635","(+/-10,785)","657,950","(+/-10,989)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","464,565","(+/-10,464)","544,604","(+/-11,678)","529,206","(+/-9,788)","533,129","(+/-11,385)","592,705","(+/-16,852)","520,368","(+/-13,219)","553,664","(+/-12,772)","504,907","(+/-13,056)","427,880","(+/-16,351)"
Socioeconomic,"Health Insurance Coverage","With public coverage","321,171","(+/-8,475)","282,755","(+/-9,321)","285,717","(+/-8,494)","269,618","(+/-10,676)","212,406","(+/-10,190)","283,286","(+/-10,328)","244,712","(+/-11,328)","291,004","(+/-8,171)","303,515","(+/-11,023)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","84,877","(+/-5,712)","64,072","(+/-5,432)","69,064","(+/-5,332)","79,054","(+/-7,689)","62,398","(+/-9,026)","70,846","(+/-5,905)","75,010","(+/-7,677)","54,535","(+/-5,074)","87,203","(+/-6,834)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","158,165","(+/-2,294)","166,421","(+/-2,880)","173,001","(+/-2,262)","193,997","(+/-2,866)","188,673","(+/-6,954)","175,773","(+/-6,403)","187,426","(+/-6,544)","184,680","(+/-5,714)","193,801","(+/-5,251)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","8,005","(+/-1,797)","6,167","(+/-1,536)","7,822","(+/-2,099)","14,473","(+/-4,042)","9,784","(+/-2,482)","11,501","(+/-2,756)","11,823","(+/-2,482)","6,214","(+/-1,346)","10,058","(+/-2,857)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.2,(+/-1.3),7.0,(+/-1.0),9.0,(+/-1.2),9.6,(+/-1.1),6.7,(+/-1.2),9.8,(+/-1.4),7.8,(+/-1.2),10.0,(+/-1.0),16.7,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",19.6,(+/-2.7),10.7,(+/-1.9),14.1,(+/-2.3),13.5,(+/-2.1),9.4,(+/-2.1),15.3,(+/-2.7),11.9,(+/-2.2),15.6,(+/-2.0),24.8,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",31.3,(+/-8.4),12.2,(+/-5.2),10.2,(+/-4.4),12.9,(+/-5.0),7.8,(+/-4.7),16.3,(+/-6.2),12.5,(+/-5.2),15.1,(+/-4.7),20.9,(+/-7.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.8,(+/-1.1),3.9,(+/-0.7),4.6,(+/-0.9),5.8,(+/-1.0),3.2,(+/-0.7),5.2,(+/-0.9),4.3,(+/-0.9),4.3,(+/-0.9),5.4,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.3,(+/-2.0),5.1,(+/-1.4),5.5,(+/-1.6),6.9,(+/-1.9),3.1,(+/-1.3),7.0,(+/-1.8),5.2,(+/-1.6),5.9,(+/-1.6),6.5,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",15.7,(+/-7.3),5.8,(+/-3.6),6.4,(+/-4.3),6.0,(+/-4.0),2.8,(+/-2.9),6.3,(+/-3.2),2.8,(+/-2.3),3.3,(+/-2.4),5.3,(+/-5.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",29.4,(+/-4.7),21.6,(+/-4.4),24.8,(+/-4.5),23.9,(+/-3.8),24.4,(+/-5.5),28.7,(+/-5.6),21.7,(+/-4.3),28.5,(+/-4.0),30.6,(+/-3.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",42.7,(+/-7.6),30.2,(+/-6.7),34.2,(+/-6.6),29.8,(+/-5.6),33.1,(+/-7.9),39.3,(+/-8.1),30.0,(+/-6.3),35.0,(+/-5.2),37.5,(+/-4.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",50.7,(+/-17.3),38.8,(+/-17.6),27.5,(+/-17.3),34.5,(+/-17.2),35.1,(+/-23.4),59.0,(+/-19.1),45.0,(+/-19.2),51.7,(+/-17.4),31.2,(+/-11.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",15.4,(+/-1.2),11.8,(+/-1.1),12.7,(+/-1.2),12.4,(+/-1.2),8.6,(+/-0.9),14.1,(+/-1.3),11.6,(+/-1.2),13.1,(+/-1.1),20.0,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",22.1,(+/-3.0),12.7,(+/-2.4),17.2,(+/-2.8),15.6,(+/-2.8),11.6,(+/-2.4),17.5,(+/-3.0),15.5,(+/-3.0),16.3,(+/-2.1),29.8,(+/-3.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",22.0,(+/-3.0),12.5,(+/-2.4),16.8,(+/-2.7),15.4,(+/-2.8),11.4,(+/-2.4),17.1,(+/-3.0),14.8,(+/-3.1),16.2,(+/-2.1),29.7,(+/-3.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",30.8,(+/-4.8),15.6,(+/-3.1),16.9,(+/-4.4),19.7,(+/-4.6),11.4,(+/-3.1),17.3,(+/-4.3),17.1,(+/-4.4),16.5,(+/-3.6),34.5,(+/-5.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",19.1,(+/-3.2),11.3,(+/-2.5),16.8,(+/-2.8),13.9,(+/-2.8),11.4,(+/-2.5),17.0,(+/-3.2),13.9,(+/-3.2),16.1,(+/-2.2),27.9,(+/-4.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",13.8,(+/-1.0),11.6,(+/-1.0),11.5,(+/-1.0),11.4,(+/-1.0),7.7,(+/-0.8),13.2,(+/-1.1),10.5,(+/-1.0),12.2,(+/-0.9),16.9,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.4,(+/-1.4),10.9,(+/-1.5),10.0,(+/-1.2),11.1,(+/-2.0),8.0,(+/-1.5),13.0,(+/-1.7),10.4,(+/-1.9),9.4,(+/-1.1),15.3,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",12.0,(+/-1.4),7.6,(+/-1.0),9.8,(+/-1.4),10.0,(+/-1.3),7.2,(+/-1.2),10.4,(+/-1.5),8.8,(+/-1.4),10.4,(+/-1.1),18.6,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",28.7,(+/-2.0),27.8,(+/-2.3),24.3,(+/-2.3),23.7,(+/-2.3),15.0,(+/-2.2),26.8,(+/-2.3),22.3,(+/-2.3),27.4,(+/-2.2),24.9,(+/-2.1)
Education,"School Enrollment","Population 3 years and over enrolled in school","152,013","(+/-4,373)","181,515","(+/-5,241)","165,531","(+/-5,016)","187,603","(+/-5,710)","181,756","(+/-8,544)","162,720","(+/-7,075)","198,148","(+/-7,139)","181,129","(+/-6,398)","186,447","(+/-7,299)"
Education,"School Enrollment","Nursery school, preschool","8,147","(+/-1,691)","8,387","(+/-1,475)","9,035","(+/-1,507)","11,780","(+/-1,918)","12,109","(+/-2,033)","9,457","(+/-1,718)","9,151","(+/-1,776)","11,046","(+/-1,677)","9,098","(+/-1,751)"
Education,"School Enrollment",Kindergarten,"8,662","(+/-1,706)","9,569","(+/-1,554)","9,201","(+/-1,888)","8,048","(+/-1,558)","8,746","(+/-1,861)","10,286","(+/-2,440)","10,117","(+/-2,117)","11,630","(+/-1,719)","12,503","(+/-2,672)"
Education,"School Enrollment","Elementary school (grades 1-8)","63,938","(+/-2,650)","69,241","(+/-2,482)","72,343","(+/-2,687)","82,948","(+/-2,445)","83,149","(+/-4,458)","70,339","(+/-4,536)","77,423","(+/-4,441)","77,415","(+/-4,417)","81,910","(+/-4,057)"
Education,"School Enrollment","High school (grades 9-12)","36,267","(+/-2,003)","39,913","(+/-2,330)","38,818","(+/-2,311)","42,995","(+/-2,502)","39,935","(+/-3,496)","35,060","(+/-2,852)","42,546","(+/-3,505)","41,182","(+/-2,067)","38,823","(+/-2,531)"
Education,"School Enrollment","College or graduate school","34,999","(+/-3,174)","54,405","(+/-4,436)","36,134","(+/-3,898)","41,832","(+/-4,082)","37,817","(+/-4,228)","37,578","(+/-4,214)","58,911","(+/-4,500)","39,856","(+/-3,659)","44,113","(+/-4,678)"
Education,"Educational Attainment","Population 25 years and over","563,253","(+/-3,001)","550,945","(+/-2,776)","557,742","(+/-3,871)","533,052","(+/-3,699)","544,406","(+/-9,244)","551,630","(+/-7,870)","542,099","(+/-7,403)","526,640","(+/-6,383)","498,343","(+/-5,782)"
Education,"Educational Attainment","Less than 9th grade","23,129","(+/-2,233)","17,967","(+/-2,712)","21,966","(+/-2,607)","21,155","(+/-2,871)","14,864","(+/-2,801)","20,671","(+/-2,446)","15,881","(+/-2,687)","16,219","(+/-2,229)","20,446","(+/-2,699)"
Education,"Educational Attainment","9th to 12th grade, no diploma","37,346","(+/-3,375)","32,977","(+/-3,659)","31,630","(+/-3,205)","38,526","(+/-3,767)","19,570","(+/-2,963)","36,228","(+/-3,361)","30,071","(+/-4,335)","36,901","(+/-2,799)","33,965","(+/-3,631)"
Education,"Educational Attainment","High school graduate (includes equivalency)","206,231","(+/-6,668)","160,932","(+/-6,661)","168,324","(+/-7,162)","188,146","(+/-6,810)","118,612","(+/-7,583)","184,140","(+/-6,778)","158,264","(+/-6,554)","188,128","(+/-5,062)","150,710","(+/-7,274)"
Education,"Educational Attainment","Some college, no degree","117,338","(+/-5,396)","103,979","(+/-5,430)","119,763","(+/-5,912)","110,348","(+/-5,489)","90,966","(+/-5,750)","112,500","(+/-5,647)","111,104","(+/-5,729)","99,519","(+/-4,981)","114,100","(+/-6,585)"
Education,"Educational Attainment","Associate's degree","44,131","(+/-3,516)","50,873","(+/-3,646)","52,214","(+/-3,443)","40,113","(+/-3,189)","36,498","(+/-3,697)","41,422","(+/-3,729)","44,559","(+/-3,715)","35,642","(+/-3,587)","36,082","(+/-4,401)"
Education,"Educational Attainment","Bachelor's degree","84,553","(+/-5,260)","116,286","(+/-5,457)","100,940","(+/-5,049)","92,277","(+/-5,589)","162,881","(+/-6,443)","107,204","(+/-5,631)","116,562","(+/-7,092)","88,271","(+/-4,525)","89,391","(+/-6,896)"
Education,"Educational Attainment","Graduate or professional degree","50,525","(+/-3,256)","67,931","(+/-3,872)","62,905","(+/-5,535)","42,487","(+/-4,106)","101,015","(+/-5,141)","49,465","(+/-4,037)","65,658","(+/-4,762)","61,960","(+/-3,491)","53,649","(+/-3,930)"
Education,"Educational Attainment","Percent high school graduate or higher",89.3,(+/-0.8),90.8,(+/-0.8),90.4,(+/-0.7),88.8,(+/-0.8),93.7,(+/-0.8),89.7,(+/-0.7),91.5,(+/-0.9),89.9,(+/-0.7),89.1,(+/-0.9)
Education,"Educational Attainment","Percent bachelor's degree or higher",24.0,(+/-1.1),33.4,(+/-1.2),29.4,(+/-1.3),25.3,(+/-1.3),48.5,(+/-1.5),28.4,(+/-1.1),33.6,(+/-1.3),28.5,(+/-0.9),28.7,(+/-1.4)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","252,994",G,"298,418",G,"317,263",G,"220,026",G,"252,574",G,"243,441",G,"410,551",G,"270,452",G,"327,753",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",44,G,92,J,615,J,136,G,92,G,263,H,97,H,246,G,8,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",441,G,261,G,211,H,381,J,107,J,719,H,263,J,219,H,82,J
Business,"Paid employees for pay period including March 12",Utilities,430,H,185,H,273,G,657,H,131,J,576,H,614,H,518,H,10,G
Business,"Paid employees for pay period including March 12",Construction,"10,538",G,"16,349",G,"14,078",G,"8,698",G,"11,546",G,"13,054",G,"25,786",G,"11,631",G,"14,137",G
Business,"Paid employees for pay period including March 12",Manufacturing,"45,605",G,"27,350",G,"61,302",G,"51,309",G,"17,501",G,"33,362",G,"31,604",G,"42,717",G,"21,428",G
Business,"Paid employees for pay period including March 12","Wholesale trade","6,737",G,"15,199",G,"9,243",G,"10,063",G,"6,965",G,"12,354",G,"16,979",G,"11,872",G,"25,730",G
Business,"Paid employees for pay period including March 12","Retail trade","41,328",G,"41,983",G,"40,742",G,"33,082",G,"34,893",G,"34,490",G,"38,044",G,"34,941",G,"32,276",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","9,991",H,"14,119",G,"16,356",G,"13,773",G,"14,475",G,"17,508",H,"18,222",G,"9,504",G,"54,658",H
Business,"Paid employees for pay period including March 12",Information,"2,642",H,"5,746",H,"4,303",G,"3,126",G,"6,712",H,"3,808",G,"9,603",G,"1,936",H,"3,726",G
Business,"Paid employees for pay period including March 12","Finance and insurance","7,396",G,"12,732",G,"17,537",H,"6,978",H,"13,182",G,"8,553",G,"29,348",G,"12,357",G,"11,189",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","4,014",G,"4,448",G,"2,977",G,"2,470",G,"4,057",H,"3,924",G,"6,569",G,"4,539",G,"4,974",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","5,099",G,"15,161",G,"19,239",G,"7,936",G,"13,403",G,"8,966",G,"24,907",G,"10,517",G,"12,518",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","4,903",H,"7,646",H,"5,823",G,"3,285",G,"16,733",G,"9,261",H,"14,924",G,"8,906",H,"19,879",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","16,404",G,"35,519",G,"23,536",G,"14,540",G,"21,597",G,"19,641",G,"23,644",G,"17,741",G,"28,028",G
Business,"Paid employees for pay period including March 12","Educational services","3,421",J,"5,677",G,"6,963",G,"3,557",H,"7,604",G,"2,533",G,"18,532",G,"6,535",G,"8,403",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","39,209",G,"46,238",G,"47,229",G,"26,746",G,"41,774",G,"32,850",G,"84,841",H,"55,488",G,"49,233",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","6,532",G,"3,404",G,"3,472",G,"1,555",G,"4,425",G,"3,288",G,"7,307",G,"2,168",G,"3,031",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","38,408",G,"32,388",G,"30,307",G,"23,757",G,"25,377",G,"27,330",G,"43,578",G,"27,188",G,"24,731",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","9,821",G,"13,902",G,"13,030",G,"7,967",G,"11,964",G,"10,921",G,"15,665",G,"11,354",G,"13,598",G
Business,"Paid employees for pay period including March 12","Industries not classified",31,H,19,J,27,J,10,J,36,J,40,G,24,G,75,H,114,G
Business,"Annual payroll ($1,000)","Total for all sectors","10,967,607",G,"14,982,376",G,"16,352,767",G,"10,153,174",G,"15,631,047",G,"11,801,988",G,"27,097,433",G,"13,890,816",G,"19,959,295",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","2,103",G,"3,333",H,"9,483",H,"4,950",G,"3,246",G,"19,252",J,"5,250",H,"10,008",G,697,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","27,006",G,"19,556",G,"15,843",H,"26,612",J,"8,265",J,"49,471",H,"20,418",H,"13,144",H,"4,510",J
Business,"Annual payroll ($1,000)",Utilities,"33,963",G,"11,091",G,"25,453",G,"60,483",J,"13,192",J,"49,571",H,"58,049",H,"37,487",H,"6,443",J
Business,"Annual payroll ($1,000)",Construction,"547,089",G,"961,516",G,"956,160",G,"494,409",G,"821,957",G,"743,937",G,"1,724,117",G,"700,184",G,"905,695",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,656,400",G,"1,560,800",H,"3,806,022",G,"2,913,959",G,"1,635,146",H,"1,740,194",G,"1,713,059",G,"2,437,667",G,"1,674,619",G
Business,"Annual payroll ($1,000)","Wholesale trade","413,396",G,"1,139,805",G,"610,915",G,"668,165",G,"608,636",G,"906,365",G,"1,450,999",G,"759,022",G,"1,763,064",G
Business,"Annual payroll ($1,000)","Retail trade","1,228,761",G,"1,448,659",G,"1,322,227",G,"1,074,988",G,"1,167,984",G,"1,093,304",G,"1,385,286",G,"1,061,238",G,"1,151,049",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","513,390",H,"711,841",G,"847,247",G,"683,871",G,"761,514",G,"807,311",G,"780,243",G,"480,845",G,"3,270,024",H
Business,"Annual payroll ($1,000)",Information,"133,026",G,"541,008",H,"219,079",G,"158,231",G,"546,850",H,"224,981",G,"1,030,044",G,"113,132",H,"204,540",G
Business,"Annual payroll ($1,000)","Finance and insurance","456,088",G,"1,064,787",G,"1,359,538",G,"526,335",H,"1,443,009",G,"623,665",G,"3,325,397",H,"1,469,457",G,"1,415,607",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","155,629",G,"250,751",G,"171,635",G,"119,353",G,"271,373",H,"219,997",G,"488,004",G,"272,818",G,"271,220",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","276,896",G,"1,273,492",G,"1,643,134",G,"542,616",G,"1,106,513",G,"580,368",G,"2,434,163",G,"704,619",G,"873,645",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","334,539",G,"850,055",H,"562,725",G,"190,915",G,"1,871,516",G,"1,197,965",H,"1,608,622",G,"1,172,690",H,"2,946,342",J
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","490,429",G,"1,209,774",G,"932,140",G,"478,650",G,"1,255,287",G,"800,157",G,"1,350,690",G,"669,947",G,"948,204",G
Business,"Annual payroll ($1,000)","Educational services","80,169",J,"214,630",G,"193,306",G,"93,326",H,"296,859",G,"89,478",H,"1,046,590",G,"241,200",G,"405,556",G
Business,"Annual payroll ($1,000)","Health care and social assistance","2,279,972",G,"2,490,664",G,"2,581,133",G,"1,386,811",G,"2,676,941",G,"1,561,035",G,"5,885,501",H,"2,854,775",G,"2,800,813",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","183,496",G,"77,606",G,"86,722",G,"34,033",G,"173,535",G,"95,130",G,"949,757",G,"59,115",G,"219,775",H
Business,"Annual payroll ($1,000)","Accommodation and food services","855,142",G,"703,300",G,"614,707",G,"442,100",G,"537,037",G,"600,006",G,"1,212,795",G,"506,502",G,"517,698",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","299,511",G,"448,687",G,"394,278",G,"253,029",G,"431,204",G,"398,852",G,"624,731",G,"324,704",G,"575,857",G
Business,"Annual payroll ($1,000)","Industries not classified",602,H,"1,021",H,"1,020",J,338,H,983,H,949,G,"3,718",H,"2,262",H,"3,937",G
Business,"Total Establishments","Total for all sectors","14,849",X,"16,800",X,"16,065",X,"12,909",X,"15,754",X,"15,420",X,"20,795",X,"16,580",X,"14,353",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",16,X,18,X,25,X,27,X,23,X,25,X,29,X,53,X,4,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",19,X,19,X,20,X,30,X,11,X,37,X,20,X,13,X,4,X
Business,"Total Establishments",Utilities,24,X,13,X,17,X,21,X,14,X,26,X,24,X,21,X,4,X
Business,"Total Establishments",Construction,"1,124",X,"1,489",X,"1,170",X,"1,155",X,"1,336",X,"1,390",X,"1,731",X,"1,188",X,852,X
Business,"Total Establishments",Manufacturing,665,X,586,X,792,X,679,X,412,X,752,X,710,X,666,X,465,X
Business,"Total Establishments","Wholesale trade",487,X,878,X,703,X,499,X,555,X,718,X,874,X,706,X,"1,011",X
Business,"Total Establishments","Retail trade","2,831",X,"2,557",X,"2,556",X,"2,427",X,"2,148",X,"2,591",X,"2,658",X,"2,787",X,"2,309",X
Business,"Total Establishments","Transportation and warehousing",378,X,520,X,491,X,547,X,445,X,545,X,553,X,534,X,"1,079",X
Business,"Total Establishments",Information,220,X,315,X,295,X,206,X,380,X,326,X,636,X,280,X,259,X
Business,"Total Establishments","Finance and insurance","1,013",X,"1,120",X,"1,107",X,854,X,"1,194",X,999,X,"1,390",X,"1,391",X,792,X
Business,"Total Establishments","Real estate and rental and leasing",684,X,810,X,704,X,517,X,833,X,747,X,"1,066",X,680,X,713,X
Business,"Total Establishments","Professional, scientific, and technical services",934,X,"1,618",X,"1,373",X,809,X,"1,666",X,"1,229",X,"2,140",X,"1,223",X,"1,018",X
Business,"Total Establishments","Management of companies and enterprises",64,X,137,X,103,X,64,X,153,X,115,X,211,X,218,X,316,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",768,X,968,X,908,X,651,X,991,X,772,X,"1,121",X,858,X,808,X
Business,"Total Establishments","Educational services",109,X,178,X,157,X,111,X,236,X,156,X,225,X,152,X,196,X
Business,"Total Establishments","Health care and social assistance","1,699",X,"1,970",X,"1,964",X,"1,551",X,"2,015",X,"1,576",X,"2,198",X,"2,126",X,"1,455",X
Business,"Total Establishments","Arts, entertainment, and recreation",293,X,266,X,259,X,137,X,392,X,294,X,948,X,239,X,152,X
Business,"Total Establishments","Accommodation and food services","1,863",X,"1,561",X,"1,590",X,"1,300",X,"1,443",X,"1,531",X,"2,237",X,"1,576",X,"1,462",X
Business,"Total Establishments","Other services (except public administration)","1,640",X,"1,767",X,"1,819",X,"1,308",X,"1,485",X,"1,572",X,"1,994",X,"1,840",X,"1,421",X
Business,"Total Establishments","Industries not classified",18,X,10,X,12,X,16,X,22,X,19,X,30,X,29,X,33,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
