Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",11.8,(+/-1.2),12.2,(+/-0.9),12.3,(+/-1.0),5.7,(+/-0.6),8.3,(+/-1.1),8.2,(+/-1.1),7.6,(+/-1.0),9.7,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",17.0,(+/-3.4),9.6,(+/-2.3),13.5,(+/-2.3),6.1,(+/-1.4),9.9,(+/-2.1),10.7,(+/-2.4),8.0,(+/-2.1),14.7,(+/-4.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",16.7,(+/-3.4),9.3,(+/-2.4),13.4,(+/-2.3),5.7,(+/-1.3),9.6,(+/-2.2),10.4,(+/-2.4),7.9,(+/-2.1),14.3,(+/-4.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",18.9,(+/-5.2),8.4,(+/-3.3),15.1,(+/-3.6),6.3,(+/-2.2),10.0,(+/-3.4),9.6,(+/-3.9),7.5,(+/-3.3),11.4,(+/-4.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",15.7,(+/-3.5),9.5,(+/-2.9),12.8,(+/-2.4),5.5,(+/-1.4),9.5,(+/-2.3),10.7,(+/-2.5),8.0,(+/-2.4),15.3,(+/-4.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",10.6,(+/-0.9),12.7,(+/-0.8),12.0,(+/-0.9),5.6,(+/-0.5),7.8,(+/-0.9),7.5,(+/-0.9),7.5,(+/-0.9),8.1,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.0,(+/-2.4),7.4,(+/-1.3),10.6,(+/-1.3),7.3,(+/-1.4),6.5,(+/-1.3),6.3,(+/-1.2),7.2,(+/-1.3),7.8,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",9.0,(+/-1.7),5.1,(+/-0.9),9.1,(+/-1.2),3.9,(+/-0.6),5.9,(+/-1.1),6.4,(+/-1.2),4.5,(+/-1.1),7.7,(+/-1.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",16.6,(+/-1.4),27.6,(+/-1.7),23.6,(+/-1.8),16.2,(+/-2.0),18.3,(+/-1.9),14.1,(+/-1.7),17.4,(+/-1.7),19.1,(+/-2.7)
Education,"School Enrollment","Population 3 years and over enrolled in school","143,707","(+/-3,798)","197,768","(+/-4,812)","155,888","(+/-4,827)","176,429","(+/-5,404)","188,117","(+/-4,457)","163,983","(+/-4,774)","148,226","(+/-4,903)","180,697","(+/-5,570)"
Education,"School Enrollment","Nursery school, preschool","10,437","(+/-1,655)","10,332","(+/-1,503)","8,516","(+/-1,659)","12,130","(+/-1,783)","9,946","(+/-1,612)","11,893","(+/-1,824)","10,112","(+/-1,266)","11,547","(+/-2,406)"
Education,"School Enrollment",Kindergarten,"7,576","(+/-1,689)","6,501","(+/-1,326)","7,253","(+/-1,267)","8,869","(+/-1,373)","7,177","(+/-1,508)","8,484","(+/-1,480)","7,228","(+/-1,384)","8,960","(+/-1,543)"
Education,"School Enrollment","Elementary school (grades 1-8)","51,775","(+/-2,334)","57,984","(+/-2,937)","68,681","(+/-2,470)","80,169","(+/-3,985)","75,502","(+/-2,085)","69,922","(+/-2,974)","59,113","(+/-2,743)","77,847","(+/-3,462)"
Education,"School Enrollment","High school (grades 9-12)","28,753","(+/-2,314)","33,522","(+/-2,517)","36,106","(+/-2,376)","40,964","(+/-2,656)","39,275","(+/-1,876)","38,053","(+/-2,378)","32,834","(+/-2,234)","44,352","(+/-3,378)"
Education,"School Enrollment","College or graduate school","45,166","(+/-3,348)","89,429","(+/-4,182)","35,332","(+/-3,276)","34,297","(+/-3,030)","56,217","(+/-3,671)","35,631","(+/-3,602)","38,939","(+/-3,701)","37,991","(+/-3,176)"
Education,"Educational Attainment","Population 25 years and over","530,569","(+/-1,566)","495,784","(+/-5,227)","523,359","(+/-4,373)","517,605","(+/-7,144)","486,581","(+/-1,272)","498,042","(+/-4,711)","543,139","(+/-3,816)","488,925","(+/-5,882)"
Education,"Educational Attainment","Less than 9th grade","20,488","(+/-2,952)","6,948","(+/-1,871)","12,545","(+/-1,815)","8,938","(+/-1,697)","6,974","(+/-1,654)","20,066","(+/-2,503)","7,846","(+/-1,962)","30,284","(+/-4,346)"
Education,"Educational Attainment","9th to 12th grade, no diploma","27,728","(+/-3,660)","10,072","(+/-1,813)","26,309","(+/-3,067)","13,144","(+/-2,130)","15,356","(+/-2,348)","20,637","(+/-2,797)","19,910","(+/-2,364)","37,323","(+/-4,252)"
Education,"Educational Attainment","High school graduate (includes equivalency)","74,669","(+/-5,296)","69,478","(+/-4,557)","148,412","(+/-5,258)","99,376","(+/-5,510)","97,045","(+/-5,618)","96,760","(+/-5,094)","103,335","(+/-5,308)","134,034","(+/-6,834)"
Education,"Educational Attainment","Some college, no degree","79,473","(+/-4,667)","79,495","(+/-4,483)","110,175","(+/-4,447)","95,451","(+/-4,903)","108,168","(+/-5,764)","93,174","(+/-5,663)","99,909","(+/-4,836)","96,334","(+/-6,290)"
Education,"Educational Attainment","Associate's degree","25,226","(+/-3,208)","34,443","(+/-2,724)","47,545","(+/-3,868)","49,804","(+/-3,847)","51,350","(+/-4,002)","39,358","(+/-3,289)","46,071","(+/-3,634)","45,219","(+/-4,414)"
Education,"Educational Attainment","Bachelor's degree","190,069","(+/-6,870)","171,853","(+/-5,903)","117,090","(+/-5,025)","165,581","(+/-7,445)","125,399","(+/-5,700)","142,406","(+/-5,673)","168,748","(+/-5,064)","96,745","(+/-5,472)"
Education,"Educational Attainment","Graduate or professional degree","112,916","(+/-4,985)","123,495","(+/-5,801)","61,283","(+/-3,940)","85,311","(+/-5,073)","82,289","(+/-4,520)","85,641","(+/-4,552)","97,320","(+/-5,099)","48,986","(+/-4,167)"
Education,"Educational Attainment","Percent high school graduate or higher",90.9,(+/-0.9),96.6,(+/-0.5),92.6,(+/-0.6),95.7,(+/-0.5),95.4,(+/-0.6),91.8,(+/-0.8),94.9,(+/-0.6),86.2,(+/-1.2)
Education,"Educational Attainment","Percent bachelor's degree or higher",57.1,(+/-1.2),59.6,(+/-1.1),34.1,(+/-1.1),48.5,(+/-1.5),42.7,(+/-1.4),45.8,(+/-1.2),49.0,(+/-1.1),29.8,(+/-1.2)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","449,700",G,"317,982",G,"231,853",G,"206,149",G,"247,825",G,"350,958",G,"254,077",G,"208,356",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",295,H,143,H,523,H,487,G,27,H,91,G,273,J,140,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction","4,313",G,"1,500",H,"3,293",G,"1,185",G,363,J,606,H,"1,039",H,"3,365",G
Business,"Paid employees for pay period including March 12",Utilities,"2,518",J,872,G,"2,004",H,"1,153",H,197,J,471,J,950,J,"1,283",J
Business,"Paid employees for pay period including March 12",Construction,"20,030",G,"19,678",G,"21,136",G,"22,295",G,"15,709",G,"27,914",G,"19,889",G,"31,813",G
Business,"Paid employees for pay period including March 12",Manufacturing,"16,063",G,"25,559",G,"12,543",G,"19,327",H,"11,705",G,"11,198",G,"12,775",G,"18,599",G
Business,"Paid employees for pay period including March 12","Wholesale trade","23,066",G,"14,501",G,"6,682",G,"8,458",G,"6,690",G,"19,309",G,"8,107",G,"11,666",G
Business,"Paid employees for pay period including March 12","Retail trade","34,069",G,"41,635",G,"37,944",G,"31,719",G,"32,846",G,"37,457",G,"37,968",G,"31,489",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","31,620",H,"4,313",G,"7,096",G,"4,978",G,"6,461",G,"14,511",G,"3,518",H,"20,374",G
Business,"Paid employees for pay period including March 12",Information,"19,255",G,"12,056",G,"3,276",G,"5,911",H,"6,631",G,"26,680",H,"9,739",G,"2,179",H
Business,"Paid employees for pay period including March 12","Finance and insurance","29,505",G,"7,966",G,"8,108",G,"8,505",G,"13,116",H,"28,620",G,"16,736",H,"5,754",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","14,607",G,"8,701",G,"5,721",G,"3,935",G,"4,252",G,"5,902",G,"4,182",G,"3,643",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","55,551",G,"37,017",G,"10,822",G,"13,265",G,"26,640",G,"29,660",G,"30,233",G,"8,530",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","14,596",G,"2,970",H,"1,277",H,"2,877",G,"1,747",J,"15,943",H,"10,092",G,"3,445",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","40,951",G,"15,673",G,"10,651",G,"13,899",H,"17,008",G,"25,972",G,"16,717",G,"12,796",G
Business,"Paid employees for pay period including March 12","Educational services","17,044",G,"5,388",G,"2,941",G,"5,253",G,"8,084",H,"5,610",G,"5,638",G,"2,341",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","60,405",G,"40,867",G,"46,550",G,"28,815",G,"41,140",G,"55,403",G,"33,682",G,"21,153",H
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","7,524",G,"17,904",G,"6,343",G,"2,886",G,"2,871",G,"3,606",G,"3,747",G,"1,283",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","41,522",G,"47,798",G,"34,746",G,"22,095",G,"29,559",G,"28,599",G,"27,524",G,"19,831",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","16,753",G,"13,314",G,"10,168",G,"9,070",G,"22,752",G,"13,370",G,"11,243",G,"8,652",G
Business,"Paid employees for pay period including March 12","Industries not classified",13,J,127,J,29,H,36,J,27,G,36,H,25,J,20,J
Business,"Annual payroll ($1,000)","Total for all sectors","37,216,632",G,"21,123,831",G,"11,175,929",G,"12,021,982",G,"14,162,132",G,"25,724,599",G,"15,763,233",G,"11,543,803",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","7,906",H,"5,829",H,"24,788",G,"21,246",H,557,G,"4,318",H,"18,152",H,"4,961",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","733,951",G,"134,832",H,"339,111",G,"98,361",G,"27,948",J,"116,493",H,"109,591",H,"317,760",G
Business,"Annual payroll ($1,000)",Utilities,"352,753",J,"85,166",G,"199,448",H,"100,345",H,"18,476",J,"60,604",H,"107,382",J,"160,713",J
Business,"Annual payroll ($1,000)",Construction,"1,537,655",G,"1,309,462",G,"1,298,572",G,"1,576,181",G,"1,031,305",G,"2,215,467",G,"1,350,378",G,"2,348,875",G
Business,"Annual payroll ($1,000)",Manufacturing,"932,103",G,"1,854,956",G,"684,060",H,"1,809,947",H,"878,002",G,"833,886",G,"995,464",G,"1,119,796",H
Business,"Annual payroll ($1,000)","Wholesale trade","1,848,450",G,"2,203,485",G,"394,369",G,"604,526",G,"1,013,271",H,"1,698,052",G,"782,893",G,"862,954",G
Business,"Annual payroll ($1,000)","Retail trade","1,304,914",G,"1,516,277",G,"1,333,889",G,"1,054,657",G,"1,163,904",G,"1,495,737",G,"1,307,488",G,"1,190,560",H
Business,"Annual payroll ($1,000)","Transportation and warehousing","2,511,469",H,"210,109",G,"376,725",G,"233,709",H,"306,764",G,"651,614",G,"221,573",H,"997,221",G
Business,"Annual payroll ($1,000)",Information,"3,270,543",H,"2,196,013",H,"170,782",G,"562,991",H,"569,722",G,"3,441,997",H,"1,265,288",G,"182,450",G
Business,"Annual payroll ($1,000)","Finance and insurance","4,240,479",G,"948,648",G,"643,212",G,"805,480",G,"1,118,590",H,"2,957,543",G,"984,794",G,"456,307",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","1,151,926",G,"530,190",G,"310,660",G,"236,048",G,"264,416",G,"421,651",G,"243,858",G,"211,182",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","7,132,659",G,"3,832,535",G,"733,007",G,"1,147,973",G,"2,383,056",G,"2,996,653",G,"2,976,646",G,"698,515",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","2,450,031",G,"278,952",G,"117,221",H,"317,078",G,"146,891",J,"1,838,045",H,"1,199,859",G,"331,009",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","1,823,048",G,"746,498",G,"427,086",G,"684,857",G,"866,904",H,"1,474,824",G,"798,756",G,"574,970",G
Business,"Annual payroll ($1,000)","Educational services","836,381",H,"207,207",G,"105,763",G,"184,200",G,"300,053",H,"290,964",G,"226,620",G,"87,437",G
Business,"Annual payroll ($1,000)","Health care and social assistance","4,059,293",G,"2,358,113",G,"2,509,349",G,"1,631,105",G,"2,240,825",G,"3,465,202",G,"1,859,318",G,"1,129,046",H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","718,075",G,"688,857",H,"205,447",G,"83,765",G,"86,205",G,"378,807",J,"119,249",G,"51,283",G
Business,"Annual payroll ($1,000)","Accommodation and food services","1,491,814",G,"1,452,169",G,"936,338",G,"531,936",G,"746,056",G,"762,836",G,"729,177",G,"460,771",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","812,209",G,"559,840",G,"365,037",G,"336,181",G,"998,763",G,"618,503",G,"464,870",G,"356,680",G
Business,"Annual payroll ($1,000)","Industries not classified",973,H,"4,693",J,"1,065",G,"1,396",H,424,G,"1,403",G,"1,877",G,"1,313",G
Business,"Total Establishments","Total for all sectors","27,983",X,"30,236",X,"24,056",X,"18,948",X,"18,487",X,"22,216",X,"22,601",X,"14,343",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",13,X,60,X,91,X,102,X,10,X,6,X,45,X,24,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",207,X,89,X,228,X,131,X,20,X,73,X,73,X,149,X
Business,"Total Establishments",Utilities,44,X,52,X,137,X,75,X,16,X,22,X,56,X,31,X
Business,"Total Establishments",Construction,"1,688",X,"3,323",X,"3,482",X,"2,415",X,"1,974",X,"2,254",X,"2,792",X,"2,363",X
Business,"Total Establishments",Manufacturing,779,X,"1,011",X,729,X,504,X,445,X,476,X,621,X,549,X
Business,"Total Establishments","Wholesale trade","1,377",X,965,X,770,X,735,X,535,X,983,X,819,X,740,X
Business,"Total Establishments","Retail trade","2,434",X,"3,042",X,"3,126",X,"1,977",X,"2,020",X,"2,031",X,"2,412",X,"1,531",X
Business,"Total Establishments","Transportation and warehousing",629,X,400,X,653,X,547,X,353,X,594,X,340,X,809,X
Business,"Total Establishments",Information,753,X,662,X,389,X,401,X,342,X,600,X,451,X,201,X
Business,"Total Establishments","Finance and insurance","1,804",X,"1,470",X,"1,119",X,"1,268",X,"1,163",X,"1,850",X,"1,294",X,723,X
Business,"Total Establishments","Real estate and rental and leasing","2,442",X,"2,657",X,"1,839",X,"1,438",X,"1,608",X,"1,722",X,"1,657",X,910,X
Business,"Total Establishments","Professional, scientific, and technical services","5,547",X,"5,550",X,"2,672",X,"2,857",X,"2,697",X,"3,325",X,"3,934",X,"1,337",X
Business,"Total Establishments","Management of companies and enterprises",300,X,98,X,72,X,85,X,69,X,183,X,110,X,62,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,363",X,"1,658",X,"1,268",X,983,X,993,X,"1,295",X,"1,243",X,888,X
Business,"Total Establishments","Educational services",529,X,546,X,254,X,288,X,324,X,385,X,395,X,169,X
Business,"Total Establishments","Health care and social assistance","2,716",X,"2,917",X,"2,184",X,"1,834",X,"2,270",X,"2,638",X,"2,188",X,"1,275",X
Business,"Total Establishments","Arts, entertainment, and recreation",541,X,766,X,538,X,298,X,333,X,304,X,427,X,162,X
Business,"Total Establishments","Accommodation and food services","2,486",X,"2,586",X,"2,351",X,"1,267",X,"1,515",X,"1,583",X,"1,769",X,"1,112",X
Business,"Total Establishments","Other services (except public administration)","2,309",X,"2,356",X,"2,133",X,"1,720",X,"1,790",X,"1,875",X,"1,955",X,"1,295",X
Business,"Total Establishments","Industries not classified",22,X,28,X,21,X,23,X,10,X,17,X,20,X,13,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
