Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",11.4,(+/-2.4),7.0,(+/-1.7),12.7,(+/-2.1),25.1,(+/-3.5),7.2,(+/-1.4),13.8,(+/-2.2),12.8,(+/-1.5),10.4,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",11.2,(+/-2.4),6.7,(+/-1.7),12.4,(+/-2.1),25.0,(+/-3.5),6.8,(+/-1.5),13.1,(+/-2.1),12.2,(+/-1.5),9.8,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",9.1,(+/-3.4),8.1,(+/-2.4),16.1,(+/-3.3),26.4,(+/-4.5),8.4,(+/-2.5),15.0,(+/-3.2),14.6,(+/-2.8),10.3,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",11.9,(+/-2.4),6.2,(+/-1.9),11.2,(+/-2.1),24.5,(+/-4.0),6.3,(+/-1.5),12.6,(+/-2.2),11.5,(+/-1.5),9.7,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",9.0,(+/-0.9),10.4,(+/-0.8),11.2,(+/-0.7),17.3,(+/-1.1),5.8,(+/-0.5),9.3,(+/-0.6),10.1,(+/-0.5),8.6,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.6,(+/-1.0),6.4,(+/-1.0),9.2,(+/-1.0),16.0,(+/-2.1),7.6,(+/-1.2),9.8,(+/-1.1),10.1,(+/-0.9),9.4,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",6.9,(+/-1.2),4.4,(+/-0.9),7.3,(+/-1.0),15.9,(+/-1.9),4.2,(+/-0.6),7.2,(+/-0.9),7.3,(+/-0.7),6.1,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",18.7,(+/-1.6),23.7,(+/-1.9),24.2,(+/-1.7),27.0,(+/-1.3),14.4,(+/-1.6),20.4,(+/-1.5),23.1,(+/-1.4),19.4,(+/-1.4)
Education,"School Enrollment","Population 3 years and over enrolled in school","170,483","(+/-4,607)","189,936","(+/-4,388)","173,897","(+/-3,575)","186,584","(+/-5,314)","167,018","(+/-4,506)","156,282","(+/-3,936)","143,260","(+/-2,933)","162,569","(+/-3,096)"
Education,"School Enrollment","Nursery school, preschool","9,410","(+/-1,940)","9,367","(+/-1,204)","9,168","(+/-1,511)","4,877","(+/-1,494)","10,553","(+/-1,479)","11,170","(+/-1,334)","8,373","(+/-1,135)","10,492","(+/-1,333)"
Education,"School Enrollment",Kindergarten,"8,985","(+/-1,445)","6,665","(+/-1,295)","7,738","(+/-1,121)","12,551","(+/-1,936)","9,826","(+/-1,670)","8,685","(+/-1,121)","7,921",(+/-953),"8,765","(+/-1,283)"
Education,"School Enrollment","Elementary school (grades 1-8)","69,281","(+/-3,024)","69,055","(+/-2,197)","66,731","(+/-2,041)","79,298","(+/-2,867)","66,919","(+/-2,523)","64,480","(+/-2,463)","68,510","(+/-1,667)","70,767","(+/-2,169)"
Education,"School Enrollment","High school (grades 9-12)","40,484","(+/-2,839)","33,721","(+/-1,812)","35,962","(+/-1,758)","40,045","(+/-2,597)","39,954","(+/-2,273)","37,636","(+/-1,261)","35,901","(+/-1,264)","38,953","(+/-1,781)"
Education,"School Enrollment","College or graduate school","42,323","(+/-3,134)","71,128","(+/-3,599)","54,298","(+/-2,798)","49,813","(+/-3,937)","39,766","(+/-2,995)","34,311","(+/-2,963)","22,555","(+/-1,970)","33,592","(+/-2,412)"
Education,"Educational Attainment","Population 25 years and over","502,847","(+/-4,274)","503,685","(+/-1,708)","496,598","(+/-2,805)","470,830","(+/-4,153)","530,233","(+/-3,336)","523,147","(+/-2,421)","538,659","(+/-3,295)","522,501","(+/-1,578)"
Education,"Educational Attainment","Less than 9th grade","17,118","(+/-2,942)","7,187","(+/-1,297)","12,059","(+/-1,522)","23,422","(+/-2,615)","6,335","(+/-1,467)","10,010","(+/-1,233)","12,582","(+/-1,281)","10,735","(+/-1,707)"
Education,"Educational Attainment","9th to 12th grade, no diploma","22,272","(+/-2,521)","14,197","(+/-1,866)","19,146","(+/-1,776)","30,494","(+/-3,613)","12,224","(+/-1,773)","23,062","(+/-2,188)","22,922","(+/-1,804)","22,732","(+/-2,209)"
Education,"Educational Attainment","High school graduate (includes equivalency)","146,170","(+/-6,050)","105,939","(+/-5,009)","157,116","(+/-3,863)","130,170","(+/-6,179)","135,474","(+/-5,046)","181,278","(+/-5,488)","182,206","(+/-4,795)","170,782","(+/-4,507)"
Education,"Educational Attainment","Some college, no degree","111,483","(+/-4,816)","79,129","(+/-3,867)","100,992","(+/-4,541)","92,910","(+/-5,003)","102,449","(+/-5,110)","102,545","(+/-4,090)","110,016","(+/-3,503)","99,041","(+/-5,098)"
Education,"Educational Attainment","Associate's degree","52,480","(+/-3,709)","52,368","(+/-3,722)","67,373","(+/-3,012)","34,943","(+/-3,092)","57,903","(+/-3,881)","59,992","(+/-3,143)","69,444","(+/-2,884)","61,379","(+/-3,504)"
Education,"Educational Attainment","Bachelor's degree","103,381","(+/-4,155)","148,900","(+/-5,802)","91,829","(+/-4,147)","97,081","(+/-4,829)","140,532","(+/-5,553)","98,871","(+/-4,246)","95,700","(+/-3,934)","109,254","(+/-5,018)"
Education,"Educational Attainment","Graduate or professional degree","49,943","(+/-3,056)","95,965","(+/-3,913)","48,083","(+/-2,329)","61,810","(+/-4,412)","75,316","(+/-4,180)","47,389","(+/-2,760)","45,789","(+/-2,980)","48,578","(+/-3,012)"
Education,"Educational Attainment","Percent high school graduate or higher",92.2,(+/-0.8),95.8,(+/-0.5),93.7,(+/-0.5),88.5,(+/-0.9),96.5,(+/-0.4),93.7,(+/-0.4),93.4,(+/-0.4),93.6,(+/-0.5)
Education,"Educational Attainment","Percent bachelor's degree or higher",30.5,(+/-1.0),48.6,(+/-1.3),28.2,(+/-1.0),33.7,(+/-1.3),40.7,(+/-1.2),28.0,(+/-1.0),26.3,(+/-0.8),30.2,(+/-1.1)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","266,351",G,"351,244",G,"274,830",G,"346,852",G,"351,153",G,"305,262",G,"250,352",G,"311,375",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",72,G,"1,438",H,267,H,5,G,221,J,382,H,832,G,458,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",66,G,207,G,707,G,5,J,212,J,421,H,371,H,263,J
Business,"Paid employees for pay period including March 12",Utilities,"1,076",J,"1,850",G,"1,834",G,"1,457",J,"1,403",J,"1,226",G,"1,292",H,"1,664",H
Business,"Paid employees for pay period including March 12",Construction,"10,401",G,"18,106",G,"14,570",G,"7,341",G,"22,420",G,"17,224",G,"13,391",G,"18,921",G
Business,"Paid employees for pay period including March 12",Manufacturing,"56,940",G,"38,687",G,"51,506",G,"30,957",G,"66,574",G,"88,375",G,"61,556",G,"70,783",G
Business,"Paid employees for pay period including March 12","Wholesale trade","14,628",G,"17,050",G,"11,310",G,"16,703",G,"24,831",G,"11,281",G,"9,501",G,"13,897",G
Business,"Paid employees for pay period including March 12","Retail trade","44,034",H,"42,970",G,"38,129",G,"25,810",G,"43,684",G,"35,384",G,"36,768",G,"38,409",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","17,464",G,"11,768",G,"20,751",G,"8,366",G,"14,302",G,"11,484",G,"12,951",G,"15,307",G
Business,"Paid employees for pay period including March 12",Information,"2,239",H,"19,166",H,"4,359",H,"9,445",H,"4,880",G,"2,498",G,"2,349",H,"4,159",G
Business,"Paid employees for pay period including March 12","Finance and insurance","5,166",G,"26,557",G,"14,616",H,"34,976",H,"20,295",G,"10,975",G,"9,792",G,"16,013",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","3,041",G,"5,643",G,"2,334",G,"4,575",G,"5,142",G,"2,621",G,"1,827",G,"2,875",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","7,108",G,"33,362",G,"7,152",G,"19,890",G,"16,450",G,"10,469",G,"5,893",G,"11,085",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","8,596",G,"5,878",G,"7,324",H,"14,473",H,"13,937",H,"9,392",G,"2,489",H,"11,665",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","13,864",G,"16,393",G,"11,172",G,"26,545",G,"17,339",G,"11,063",G,"7,905",G,"13,222",G
Business,"Paid employees for pay period including March 12","Educational services","4,007",G,"3,529",G,"3,181",G,"23,592",G,"6,493",H,"5,563",H,"1,803",G,"5,391",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","35,946",G,"61,897",G,"47,295",H,"79,973",H,"45,885",G,"42,727",G,"45,442",G,"43,762",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","3,576",G,"3,999",G,"3,385",G,"3,887",G,"6,150",G,"5,313",G,"3,471",G,"4,904",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","27,856",G,"28,243",G,"24,630",G,"26,853",G,"26,000",G,"26,662",G,"23,276",G,"26,412",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","10,259",G,"14,486",G,"10,302",G,"11,985",G,"14,930",G,"12,182",G,"9,417",G,"12,144",G
Business,"Paid employees for pay period including March 12","Industries not classified",12,J,15,J,6,G,14,J,5,G,20,G,26,H,41,H
Business,"Annual payroll ($1,000)","Total for all sectors","13,809,845",G,"22,468,188",G,"13,438,899",G,"23,264,307",G,"20,793,134",G,"16,239,162",G,"12,029,147",G,"16,713,863",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","2,364",G,"106,158",H,"11,347",G,138,H,"8,217",J,"18,872",G,"35,362",G,"23,315",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","3,765",G,"17,074",G,"66,488",G,370,J,"19,221",H,"23,495",G,"30,754",H,"25,648",H
Business,"Annual payroll ($1,000)",Utilities,"128,855",H,"228,386",G,"166,284",G,"210,385",J,"174,439",J,"155,840",G,"122,959",H,"148,738",H
Business,"Annual payroll ($1,000)",Construction,"790,745",G,"1,417,773",G,"1,192,588",H,"567,144",G,"1,745,931",G,"1,577,883",G,"934,327",G,"1,440,878",G
Business,"Annual payroll ($1,000)",Manufacturing,"3,714,015",G,"2,536,736",G,"2,795,467",G,"2,141,139",G,"4,596,590",G,"5,533,793",G,"3,437,725",G,"4,421,398",G
Business,"Annual payroll ($1,000)","Wholesale trade","1,027,075",G,"1,195,163",G,"690,997",G,"1,608,077",H,"1,964,515",G,"720,612",G,"588,997",G,"997,632",G
Business,"Annual payroll ($1,000)","Retail trade","1,521,200",H,"1,501,294",G,"1,116,817",G,"795,548",G,"1,416,022",G,"1,046,065",G,"1,144,961",G,"1,162,475",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","787,475",G,"475,809",G,"1,090,237",G,"394,170",G,"746,625",G,"586,221",G,"620,446",G,"831,676",H
Business,"Annual payroll ($1,000)",Information,"126,125",G,"2,100,609",H,"375,851",H,"783,739",H,"485,535",H,"123,983",G,"116,800",G,"255,398",G
Business,"Annual payroll ($1,000)","Finance and insurance","373,360",G,"2,583,778",G,"1,012,235",H,"4,077,819",H,"2,190,820",G,"928,242",G,"692,192",G,"1,268,001",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","153,238",G,"282,870",G,"105,047",G,"297,307",G,"283,241",G,"107,337",G,"70,286",G,"138,270",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","427,774",G,"3,162,707",H,"408,901",G,"1,945,011",G,"1,364,953",G,"712,771",G,"328,150",G,"755,899",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","1,192,859",G,"626,086",G,"531,940",H,"1,734,320",H,"1,265,098",H,"958,229",G,"197,422",G,"989,005",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","593,435",G,"705,530",G,"452,311",G,"1,223,618",G,"772,127",G,"445,249",G,"351,105",G,"544,661",G
Business,"Annual payroll ($1,000)","Educational services","110,012",G,"117,446",G,"95,144",G,"1,540,644",G,"184,402",G,"134,296",H,"42,629",G,"161,486",G
Business,"Annual payroll ($1,000)","Health care and social assistance","1,920,043",G,"4,074,412",G,"2,528,029",H,"4,385,489",H,"2,431,907",H,"2,212,653",H,"2,515,525",G,"2,308,037",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","88,835",G,"107,799",G,"68,412",G,"431,292",G,"113,383",G,"113,774",G,"88,425",G,"337,729",H
Business,"Annual payroll ($1,000)","Accommodation and food services","525,832",G,"641,292",G,"420,052",G,"609,971",G,"484,064",G,"494,300",G,"443,781",G,"522,113",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","316,242",G,"586,855",G,"310,602",G,"517,397",G,"545,823",G,"344,387",G,"266,536",G,"380,382",G
Business,"Annual payroll ($1,000)","Industries not classified","6,596",J,411,G,150,J,729,H,221,G,"1,160",J,765,G,"1,122",J
Business,"Total Establishments","Total for all sectors","15,576",X,"18,613",X,"16,932",X,"15,741",X,"20,442",X,"16,972",X,"19,233",X,"18,246",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",21,X,45,X,73,X,3,X,24,X,59,X,219,X,69,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",7,X,17,X,24,X,4,X,16,X,25,X,23,X,20,X
Business,"Total Establishments",Utilities,27,X,27,X,65,X,21,X,38,X,35,X,96,X,58,X
Business,"Total Establishments",Construction,"1,534",X,"1,763",X,"1,763",X,761,X,"2,356",X,"1,739",X,"2,351",X,"2,020",X
Business,"Total Establishments",Manufacturing,"1,008",X,757,X,933,X,660,X,"1,432",X,"1,224",X,"1,259",X,"1,184",X
Business,"Total Establishments","Wholesale trade",683,X,869,X,708,X,588,X,"1,361",X,735,X,694,X,886,X
Business,"Total Establishments","Retail trade","2,133",X,"2,190",X,"2,285",X,"1,900",X,"2,212",X,"2,160",X,"2,664",X,"2,435",X
Business,"Total Establishments","Transportation and warehousing",837,X,559,X,842,X,489,X,681,X,723,X,993,X,763,X
Business,"Total Establishments",Information,197,X,437,X,340,X,299,X,298,X,243,X,322,X,271,X
Business,"Total Establishments","Finance and insurance",787,X,"1,174",X,"1,121",X,874,X,"1,418",X,"1,037",X,989,X,"1,183",X
Business,"Total Establishments","Real estate and rental and leasing",618,X,"1,007",X,628,X,706,X,755,X,558,X,595,X,605,X
Business,"Total Establishments","Professional, scientific, and technical services","1,091",X,"2,248",X,"1,054",X,"1,566",X,"1,903",X,"1,119",X,"1,117",X,"1,247",X
Business,"Total Establishments","Management of companies and enterprises",96,X,135,X,104,X,166,X,164,X,113,X,58,X,134,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",850,X,988,X,735,X,"1,112",X,"1,190",X,908,X,814,X,"1,079",X
Business,"Total Establishments","Educational services",166,X,300,X,167,X,280,X,257,X,155,X,143,X,189,X
Business,"Total Establishments","Health care and social assistance","1,929",X,"1,890",X,"1,934",X,"2,766",X,"2,456",X,"2,056",X,"2,042",X,"1,921",X
Business,"Total Establishments","Arts, entertainment, and recreation",279,X,414,X,333,X,242,X,393,X,389,X,415,X,394,X
Business,"Total Establishments","Accommodation and food services","1,725",X,"1,836",X,"1,939",X,"1,713",X,"1,564",X,"1,801",X,"2,385",X,"1,966",X
Business,"Total Establishments","Other services (except public administration)","1,575",X,"1,944",X,"1,874",X,"1,574",X,"1,911",X,"1,878",X,"2,028",X,"1,807",X
Business,"Total Establishments","Industries not classified",13,X,13,X,10,X,17,X,13,X,15,X,26,X,15,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
