Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE"
Workers,Industry,Manufacturing,"24,815","(+/-3,002)","31,485","(+/-2,880)","45,048","(+/-4,209)","46,359","(+/-5,650)","35,685","(+/-3,307)","32,955","(+/-3,611)","25,942","(+/-3,513)","62,672","(+/-4,706)","33,132","(+/-3,286)","61,400","(+/-4,079)","53,734","(+/-4,035)","37,463","(+/-2,636)","32,974","(+/-3,776)","46,093","(+/-3,596)","41,782","(+/-2,964)","59,358","(+/-3,620)","55,031","(+/-4,261)"
Workers,Industry,"Wholesale trade","6,039","(+/-1,552)","7,094","(+/-2,055)","10,501","(+/-1,933)","10,810","(+/-2,594)","9,650","(+/-1,757)","12,001","(+/-2,251)","7,779","(+/-2,333)","12,144","(+/-2,441)","5,890","(+/-1,239)","12,455","(+/-2,080)","10,565","(+/-2,096)","7,617","(+/-1,156)","6,434","(+/-1,316)","10,975","(+/-1,913)","11,265","(+/-1,705)","8,644","(+/-1,483)","7,293","(+/-1,238)"
Workers,Industry,"Retail trade","33,804","(+/-3,337)","39,940","(+/-4,842)","38,195","(+/-4,345)","35,527","(+/-4,088)","37,058","(+/-4,817)","39,436","(+/-3,620)","30,731","(+/-3,712)","44,797","(+/-3,988)","40,205","(+/-5,125)","41,862","(+/-3,358)","43,284","(+/-4,025)","39,694","(+/-2,810)","41,105","(+/-4,035)","50,407","(+/-4,050)","38,335","(+/-3,129)","37,854","(+/-2,883)","43,660","(+/-3,750)"
Workers,Industry,"Transportation and warehousing, and utilities","37,319","(+/-4,107)","32,497","(+/-3,773)","27,500","(+/-3,249)","30,397","(+/-3,897)","23,171","(+/-3,054)","29,544","(+/-2,875)","28,906","(+/-3,750)","34,913","(+/-3,942)","22,164","(+/-3,152)","19,412","(+/-2,650)","25,250","(+/-2,608)","22,940","(+/-2,133)","19,152","(+/-2,376)","37,309","(+/-3,552)","20,627","(+/-2,436)","21,388","(+/-2,040)","22,022","(+/-2,496)"
Workers,Industry,Information,"3,984",(+/-854),"5,591","(+/-1,569)","6,981","(+/-1,475)","4,428","(+/-1,119)","10,304","(+/-1,715)","6,415","(+/-1,391)","10,325","(+/-2,835)","7,191","(+/-1,432)","9,983","(+/-1,802)","6,241","(+/-1,241)","7,681","(+/-1,590)","5,021","(+/-1,046)","4,787","(+/-1,241)","5,169","(+/-1,424)","3,978","(+/-1,075)","5,594","(+/-1,097)","4,840","(+/-1,094)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","23,060","(+/-2,741)","20,165","(+/-2,682)","26,635","(+/-2,505)","21,473","(+/-3,044)","55,496","(+/-5,217)","32,323","(+/-3,171)","45,991","(+/-5,495)","28,379","(+/-2,723)","33,565","(+/-3,368)","29,795","(+/-2,976)","30,951","(+/-3,226)","16,990","(+/-1,962)","21,830","(+/-2,912)","25,355","(+/-2,737)","20,867","(+/-2,172)","24,845","(+/-2,298)","19,484","(+/-2,145)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","38,285","(+/-3,420)","29,876","(+/-3,069)","58,504","(+/-3,977)","47,349","(+/-4,877)","95,959","(+/-6,869)","54,680","(+/-4,535)","77,979","(+/-6,701)","54,791","(+/-4,389)","61,178","(+/-4,867)","52,163","(+/-3,204)","53,419","(+/-4,164)","23,645","(+/-2,258)","37,706","(+/-4,210)","42,655","(+/-4,111)","27,843","(+/-2,988)","29,787","(+/-3,253)","28,410","(+/-2,865)"
Workers,Industry,"Educational services, and health care and social assistance","91,673","(+/-5,415)","82,760","(+/-5,717)","74,009","(+/-4,611)","62,599","(+/-4,475)","86,525","(+/-5,135)","86,207","(+/-4,419)","93,563","(+/-6,300)","78,868","(+/-5,605)","104,661","(+/-6,119)","84,070","(+/-5,320)","87,434","(+/-5,186)","89,725","(+/-3,885)","96,314","(+/-5,007)","77,389","(+/-4,994)","87,172","(+/-4,255)","85,103","(+/-4,136)","86,998","(+/-4,363)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","20,744","(+/-2,483)","24,539","(+/-2,950)","38,543","(+/-4,294)","36,249","(+/-4,306)","29,335","(+/-3,275)","29,481","(+/-3,347)","30,496","(+/-4,255)","35,145","(+/-4,162)","30,154","(+/-3,545)","28,450","(+/-3,553)","32,669","(+/-3,480)","25,216","(+/-2,285)","31,997","(+/-3,030)","28,972","(+/-3,317)","24,067","(+/-2,433)","25,597","(+/-2,523)","27,878","(+/-2,885)"
Workers,Industry,"Other services, except public administration","12,643","(+/-2,339)","16,155","(+/-2,436)","19,988","(+/-3,145)","19,043","(+/-2,923)","17,098","(+/-2,384)","18,249","(+/-2,542)","16,192","(+/-2,835)","19,321","(+/-2,433)","22,407","(+/-2,657)","15,573","(+/-2,107)","19,953","(+/-2,982)","14,016","(+/-2,033)","15,089","(+/-2,470)","16,600","(+/-3,036)","18,335","(+/-2,413)","15,411","(+/-1,935)","15,830","(+/-1,955)"
Workers,Industry,"Public administration","16,096","(+/-3,309)","14,857","(+/-2,521)","11,366","(+/-1,797)","8,574","(+/-1,799)","10,394","(+/-1,992)","13,794","(+/-1,983)","12,124","(+/-2,498)","9,302","(+/-1,601)","8,402","(+/-1,752)","9,860","(+/-1,589)","12,048","(+/-1,988)","19,451","(+/-2,173)","20,301","(+/-2,282)","13,697","(+/-2,047)","18,543","(+/-1,823)","14,885","(+/-1,989)","13,601","(+/-2,300)"
Workers,"Class of Worker","Civilian employed population 16 years and over","330,170","(+/-10,660)","326,275","(+/-10,314)","377,620","(+/-11,120)","344,372","(+/-11,069)","426,265","(+/-15,000)","377,972","(+/-9,764)","390,694","(+/-12,917)","415,201","(+/-9,804)","388,248","(+/-12,038)","381,993","(+/-8,034)","404,214","(+/-9,458)","340,545","(+/-5,457)","346,378","(+/-7,777)","385,008","(+/-8,836)","349,513","(+/-6,936)","359,646","(+/-8,699)","349,693","(+/-6,664)"
Workers,"Class of Worker","Private wage and salary workers","258,988","(+/-9,181)","257,734","(+/-8,968)","317,015","(+/-10,033)","290,140","(+/-10,443)","365,414","(+/-13,769)","312,423","(+/-9,068)","326,664","(+/-12,154)","355,827","(+/-9,854)","324,641","(+/-11,702)","321,493","(+/-8,321)","338,857","(+/-9,476)","260,932","(+/-4,855)","265,528","(+/-8,379)","320,411","(+/-8,602)","275,230","(+/-6,914)","290,339","(+/-7,667)","283,121","(+/-7,643)"
Workers,"Class of Worker","Government workers","58,775","(+/-4,492)","52,943","(+/-4,799)","40,145","(+/-3,414)","33,692","(+/-3,832)","41,866","(+/-3,956)","48,591","(+/-3,578)","49,117","(+/-6,096)","41,045","(+/-3,342)","40,062","(+/-4,666)","43,888","(+/-4,185)","48,096","(+/-3,550)","58,518","(+/-3,310)","67,461","(+/-4,656)","46,489","(+/-4,086)","52,985","(+/-3,340)","49,452","(+/-3,432)","48,950","(+/-3,639)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","11,581","(+/-2,069)","15,154","(+/-2,381)","19,768","(+/-2,880)","19,099","(+/-3,528)","18,170","(+/-2,206)","16,629","(+/-2,239)","14,622","(+/-3,105)","17,295","(+/-2,551)","22,933","(+/-2,850)","16,084","(+/-2,137)","16,833","(+/-2,294)","20,421","(+/-2,152)","13,389","(+/-1,807)","17,289","(+/-2,445)","20,858","(+/-2,329)","18,974","(+/-2,262)","16,890","(+/-2,075)"
Workers,"Class of Worker","Unpaid family workers",826,(+/-602),444,(+/-317),692,(+/-481),"1,441",(+/-640),815,(+/-492),329,(+/-230),291,(+/-386),"1,034",(+/-595),612,(+/-472),528,(+/-631),428,(+/-274),674,(+/-344),0,(+/-206),819,(+/-411),440,(+/-295),881,(+/-583),732,(+/-491)
Housing,"Housing Occupancy","Total housing units","324,716","(+/-6,775)","331,819","(+/-6,887)","284,697","(+/-6,822)","263,502","(+/-6,824)","356,396","(+/-8,041)","311,880","(+/-6,480)","366,167","(+/-8,868)","295,121","(+/-5,757)","326,325","(+/-6,757)","289,715","(+/-3,510)","295,111","(+/-4,986)","346,853","(+/-2,314)","357,485","(+/-4,048)","281,135","(+/-3,822)","340,401","(+/-3,646)","331,538","(+/-4,110)","349,600","(+/-3,784)"
Housing,"Housing Occupancy","Occupied housing units","300,665","(+/-6,470)","294,779","(+/-6,159)","269,269","(+/-6,592)","248,910","(+/-6,673)","333,259","(+/-8,284)","295,163","(+/-6,185)","335,027","(+/-8,338)","286,073","(+/-5,375)","306,811","(+/-6,581)","276,723","(+/-3,836)","286,430","(+/-4,988)","308,822","(+/-3,837)","312,597","(+/-5,319)","266,940","(+/-4,400)","309,927","(+/-4,499)","306,321","(+/-4,525)","318,644","(+/-4,748)"
Housing,"Housing Occupancy","Vacant housing units","24,051","(+/-2,801)","37,040","(+/-3,439)","15,428","(+/-2,029)","14,592","(+/-2,112)","23,137","(+/-3,203)","16,717","(+/-2,749)","31,140","(+/-4,377)","9,048","(+/-2,446)","19,514","(+/-2,796)","12,992","(+/-2,384)","8,681","(+/-1,783)","38,031","(+/-3,563)","44,888","(+/-3,737)","14,195","(+/-2,606)","30,474","(+/-3,163)","25,217","(+/-3,391)","30,956","(+/-3,457)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.4,(+/-0.2),1.9,(+/-0.6),0.5,(+/-0.4),0.8,(+/-0.4),0.8,(+/-0.5),1.3,(+/-0.5),0.7,(+/-0.4),0.4,(+/-0.3),0.4,(+/-0.3),1.0,(+/-0.4),0.8,(+/-0.4),1.2,(+/-0.4),0.9,(+/-0.4),0.5,(+/-0.3),0.6,(+/-0.2),0.8,(+/-0.4),1.2,(+/-0.4)
Housing,"Housing Occupancy","Rental vacancy rate",3.8,(+/-1.1),6.0,(+/-1.6),2.7,(+/-0.9),2.7,(+/-1.0),4.5,(+/-1.2),5.2,(+/-1.9),3.6,(+/-1.0),3.8,(+/-1.5),5.9,(+/-1.4),3.5,(+/-1.5),1.7,(+/-1.0),4.7,(+/-1.5),9.5,(+/-1.6),3.7,(+/-1.7),5.4,(+/-1.3),6.1,(+/-1.8),6.1,(+/-1.4)
Housing,"Housing Tenure","Occupied housing units","300,665","(+/-6,470)","294,779","(+/-6,159)","269,269","(+/-6,592)","248,910","(+/-6,673)","333,259","(+/-8,284)","295,163","(+/-6,185)","335,027","(+/-8,338)","286,073","(+/-5,375)","306,811","(+/-6,581)","276,723","(+/-3,836)","286,430","(+/-4,988)","308,822","(+/-3,837)","312,597","(+/-5,319)","266,940","(+/-4,400)","309,927","(+/-4,499)","306,321","(+/-4,525)","318,644","(+/-4,748)"
Housing,"Housing Tenure",Owner-occupied,"186,351","(+/-5,955)","186,285","(+/-6,479)","153,558","(+/-5,121)","156,538","(+/-5,635)","197,640","(+/-6,039)","230,260","(+/-5,700)","142,487","(+/-6,509)","209,137","(+/-5,503)","185,041","(+/-6,255)","203,383","(+/-4,380)","217,729","(+/-5,483)","228,247","(+/-4,668)","200,167","(+/-5,255)","203,680","(+/-5,100)","241,021","(+/-4,546)","241,518","(+/-4,334)","209,270","(+/-4,111)"
Housing,"Housing Tenure",Renter-occupied,"114,314","(+/-6,367)","108,494","(+/-5,394)","115,711","(+/-6,457)","92,372","(+/-5,514)","135,619","(+/-7,036)","64,903","(+/-4,554)","192,540","(+/-8,662)","76,936","(+/-4,650)","121,770","(+/-6,371)","73,340","(+/-4,384)","68,701","(+/-4,277)","80,575","(+/-3,733)","112,430","(+/-4,515)","63,260","(+/-3,942)","68,906","(+/-3,633)","64,803","(+/-3,455)","109,374","(+/-4,379)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.64,(+/-0.06),2.56,(+/-0.06),2.81,(+/-0.06),3.09,(+/-0.09),2.48,(+/-0.06),2.58,(+/-0.06),2.52,(+/-0.10),2.73,(+/-0.06),2.58,(+/-0.06),2.70,(+/-0.04),2.77,(+/-0.04),2.44,(+/-0.04),2.43,(+/-0.04),2.90,(+/-0.05),2.41,(+/-0.03),2.51,(+/-0.04),2.33,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",1.98,(+/-0.07),2.20,(+/-0.09),2.31,(+/-0.08),2.42,(+/-0.11),1.73,(+/-0.05),2.08,(+/-0.09),2.00,(+/-0.06),2.27,(+/-0.11),1.91,(+/-0.08),2.39,(+/-0.11),2.24,(+/-0.09),2.01,(+/-0.06),2.01,(+/-0.07),2.38,(+/-0.11),2.00,(+/-0.07),2.01,(+/-0.08),1.98,(+/-0.06)
Housing,"Year Householder Moved into Unit","Occupied housing units","300,665","(+/-6,470)","294,779","(+/-6,159)","269,269","(+/-6,592)","248,910","(+/-6,673)","333,259","(+/-8,284)","295,163","(+/-6,185)","335,027","(+/-8,338)","286,073","(+/-5,375)","306,811","(+/-6,581)","276,723","(+/-3,836)","286,430","(+/-4,988)","308,822","(+/-3,837)","312,597","(+/-5,319)","266,940","(+/-4,400)","309,927","(+/-4,499)","306,321","(+/-4,525)","318,644","(+/-4,748)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","42,792","(+/-4,226)","41,982","(+/-3,649)","50,658","(+/-4,120)","33,899","(+/-3,397)","88,107","(+/-5,750)","43,339","(+/-4,048)","96,261","(+/-7,587)","46,707","(+/-4,166)","64,386","(+/-5,275)","43,594","(+/-3,627)","43,651","(+/-3,343)","44,531","(+/-3,579)","60,763","(+/-4,495)","42,353","(+/-3,585)","39,944","(+/-2,541)","41,126","(+/-3,414)","58,782","(+/-3,502)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","63,462","(+/-4,798)","61,325","(+/-4,466)","58,480","(+/-4,054)","53,306","(+/-5,094)","76,246","(+/-5,479)","58,117","(+/-4,174)","77,809","(+/-5,798)","60,401","(+/-4,738)","63,488","(+/-4,839)","57,055","(+/-4,042)","61,884","(+/-3,281)","58,528","(+/-3,497)","70,038","(+/-4,320)","59,993","(+/-4,131)","56,923","(+/-3,376)","59,622","(+/-3,512)","66,726","(+/-3,867)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","66,865","(+/-4,376)","74,523","(+/-4,842)","62,598","(+/-4,598)","58,707","(+/-4,918)","73,046","(+/-4,729)","61,062","(+/-4,299)","72,047","(+/-5,370)","67,301","(+/-4,118)","75,032","(+/-4,329)","68,938","(+/-3,841)","68,196","(+/-4,092)","76,858","(+/-3,227)","73,218","(+/-4,096)","63,971","(+/-3,717)","78,354","(+/-3,703)","74,746","(+/-4,061)","72,882","(+/-4,450)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","56,199","(+/-3,956)","52,330","(+/-3,686)","43,506","(+/-3,483)","44,489","(+/-4,321)","38,750","(+/-2,944)","52,850","(+/-3,426)","42,021","(+/-4,604)","52,312","(+/-4,023)","48,122","(+/-3,460)","49,785","(+/-3,506)","58,195","(+/-3,644)","55,532","(+/-3,149)","44,951","(+/-3,418)","56,330","(+/-3,713)","57,182","(+/-3,308)","56,456","(+/-2,771)","49,237","(+/-2,633)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","33,726","(+/-3,517)","29,855","(+/-2,709)","30,682","(+/-2,956)","32,041","(+/-3,412)","27,937","(+/-2,945)","40,372","(+/-3,258)","21,644","(+/-2,352)","32,758","(+/-2,573)","28,655","(+/-2,953)","31,963","(+/-2,576)","30,667","(+/-2,617)","35,655","(+/-2,135)","32,321","(+/-2,484)","22,863","(+/-2,069)","36,018","(+/-2,155)","35,071","(+/-2,501)","32,596","(+/-2,433)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","37,621","(+/-2,976)","34,764","(+/-2,978)","23,345","(+/-2,295)","26,468","(+/-2,668)","29,173","(+/-2,652)","39,423","(+/-3,110)","25,245","(+/-2,683)","26,594","(+/-2,487)","27,128","(+/-2,288)","25,388","(+/-1,929)","23,837","(+/-2,273)","37,718","(+/-2,150)","31,306","(+/-2,518)","21,430","(+/-2,050)","41,506","(+/-2,440)","39,300","(+/-2,430)","38,421","(+/-2,297)"
Housing,Value,"Owner-occupied units","186,351","(+/-5,955)","186,285","(+/-6,479)","153,558","(+/-5,121)","156,538","(+/-5,635)","197,640","(+/-6,039)","230,260","(+/-5,700)","142,487","(+/-6,509)","209,137","(+/-5,503)","185,041","(+/-6,255)","203,383","(+/-4,380)","217,729","(+/-5,483)","228,247","(+/-4,668)","200,167","(+/-5,255)","203,680","(+/-5,100)","241,021","(+/-4,546)","241,518","(+/-4,334)","209,270","(+/-4,111)"
Housing,Value,"Less than $50,000","8,054","(+/-1,735)","17,790","(+/-2,536)","7,074","(+/-1,345)","8,009","(+/-1,707)","2,860",(+/-963),"6,004","(+/-1,179)","3,911","(+/-1,093)","5,234","(+/-1,395)","3,427",(+/-975),"6,470","(+/-1,348)","5,436","(+/-1,308)","30,689","(+/-2,082)","21,605","(+/-2,120)","8,252","(+/-1,587)","22,927","(+/-1,977)","11,516","(+/-1,472)","18,802","(+/-1,909)"
Housing,Value,"$50,000 to $99,999","9,185","(+/-1,749)","29,783","(+/-2,551)","1,987",(+/-729),"2,680",(+/-853),"1,519",(+/-641),"3,642","(+/-1,201)","5,816","(+/-1,467)","3,034","(+/-1,187)","2,899",(+/-930),"5,284","(+/-1,270)","3,352","(+/-1,127)","47,594","(+/-2,596)","42,683","(+/-2,648)","8,659","(+/-1,450)","54,592","(+/-2,372)","30,446","(+/-2,508)","56,288","(+/-3,064)"
Housing,Value,"$100,000 to $149,999","15,065","(+/-2,138)","32,920","(+/-3,130)","5,792","(+/-1,326)","7,289","(+/-1,739)","6,187","(+/-1,426)","13,508","(+/-2,420)","7,076","(+/-1,554)","10,248","(+/-1,678)","8,583","(+/-1,698)","11,368","(+/-1,621)","10,398","(+/-1,676)","38,601","(+/-2,575)","40,783","(+/-3,408)","17,410","(+/-2,207)","46,157","(+/-2,778)","39,514","(+/-2,755)","52,654","(+/-3,621)"
Housing,Value,"$150,000 to $199,999","26,849","(+/-2,788)","38,200","(+/-3,538)","9,555","(+/-1,842)","18,393","(+/-3,050)","9,388","(+/-1,757)","18,780","(+/-2,388)","11,255","(+/-2,017)","20,922","(+/-2,791)","12,587","(+/-2,093)","26,061","(+/-2,676)","20,917","(+/-2,440)","33,440","(+/-2,657)","32,200","(+/-3,438)","28,119","(+/-2,568)","36,321","(+/-2,399)","44,704","(+/-3,082)","36,626","(+/-2,763)"
Housing,Value,"$200,000 to $299,999","54,187","(+/-4,657)","43,547","(+/-3,620)","37,873","(+/-2,699)","60,693","(+/-4,347)","25,560","(+/-2,638)","60,227","(+/-4,521)","33,588","(+/-2,969)","62,782","(+/-4,654)","37,238","(+/-3,326)","44,709","(+/-3,211)","55,292","(+/-3,540)","38,954","(+/-2,729)","32,806","(+/-2,815)","61,509","(+/-3,963)","43,400","(+/-2,595)","65,281","(+/-3,100)","28,154","(+/-2,249)"
Housing,Value,"$300,000 to $499,999","54,420","(+/-3,891)","18,091","(+/-1,878)","61,723","(+/-3,455)","39,894","(+/-3,378)","72,944","(+/-3,996)","85,277","(+/-4,164)","44,368","(+/-4,179)","86,629","(+/-4,125)","68,957","(+/-4,225)","56,904","(+/-3,444)","86,867","(+/-3,711)","30,009","(+/-2,291)","23,494","(+/-2,273)","61,235","(+/-3,211)","27,586","(+/-2,410)","39,406","(+/-3,008)","12,697","(+/-1,576)"
Housing,Value,"$500,000 to $999,999","17,370","(+/-2,160)","4,835","(+/-1,157)","25,894","(+/-2,707)","15,313","(+/-2,091)","62,482","(+/-3,366)","35,095","(+/-2,389)","27,642","(+/-3,515)","19,090","(+/-2,417)","43,508","(+/-2,957)","38,486","(+/-2,308)","32,007","(+/-2,613)","7,826","(+/-1,241)","5,447","(+/-1,160)","17,468","(+/-1,833)","8,855","(+/-1,547)","9,072","(+/-1,695)","3,627",(+/-901)
Housing,Value,"$1,000,000 or more","1,221",(+/-503),"1,119",(+/-509),"3,660","(+/-1,010)","4,267",(+/-849),"16,700","(+/-1,832)","7,727","(+/-1,391)","8,831","(+/-2,709)","1,198",(+/-502),"7,842","(+/-1,273)","14,101","(+/-1,584)","3,460",(+/-911),"1,134",(+/-584),"1,149",(+/-620),"1,028",(+/-318),"1,183",(+/-445),"1,579",(+/-741),422,(+/-251)
Housing,Value,"Median (dollars)","262,300","(+/-6,814)","163,500","(+/-3,684)","335,000","(+/-6,767)","272,400","(+/-4,577)","438,700","(+/-9,113)","322,800","(+/-6,890)","334,900","(+/-11,888)","304,000","(+/-5,915)","370,500","(+/-8,765)","324,000","(+/-9,465)","325,000","(+/-5,447)","145,300","(+/-5,180)","143,400","(+/-4,119)","263,700","(+/-4,493)","146,200","(+/-3,731)","192,800","(+/-4,430)","127,100","(+/-2,960)"
Housing,"Mortgage Status","Owner-occupied units","186,351","(+/-5,955)","186,285","(+/-6,479)","153,558","(+/-5,121)","156,538","(+/-5,635)","197,640","(+/-6,039)","230,260","(+/-5,700)","142,487","(+/-6,509)","209,137","(+/-5,503)","185,041","(+/-6,255)","203,383","(+/-4,380)","217,729","(+/-5,483)","228,247","(+/-4,668)","200,167","(+/-5,255)","203,680","(+/-5,100)","241,021","(+/-4,546)","241,518","(+/-4,334)","209,270","(+/-4,111)"
Housing,"Mortgage Status","Housing units with a mortgage","119,085","(+/-5,341)","106,309","(+/-5,087)","98,298","(+/-4,485)","91,070","(+/-4,853)","127,927","(+/-5,187)","144,659","(+/-5,451)","97,097","(+/-6,584)","138,400","(+/-5,002)","118,378","(+/-5,981)","126,776","(+/-4,341)","143,659","(+/-4,767)","117,554","(+/-3,820)","116,512","(+/-5,071)","133,547","(+/-4,610)","133,135","(+/-4,256)","144,480","(+/-4,143)","119,281","(+/-4,705)"
Housing,"Mortgage Status","Housing units without a mortgage","67,266","(+/-3,709)","79,976","(+/-4,303)","55,260","(+/-3,388)","65,468","(+/-4,431)","69,713","(+/-4,081)","85,601","(+/-3,969)","45,390","(+/-4,401)","70,737","(+/-4,439)","66,663","(+/-4,015)","76,607","(+/-3,541)","74,070","(+/-4,358)","110,693","(+/-3,644)","83,655","(+/-4,305)","70,133","(+/-3,860)","107,886","(+/-3,509)","97,038","(+/-3,562)","89,989","(+/-3,198)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","119,085","(+/-5,341)","106,309","(+/-5,087)","98,298","(+/-4,485)","91,070","(+/-4,853)","127,927","(+/-5,187)","144,659","(+/-5,451)","97,097","(+/-6,584)","138,400","(+/-5,002)","118,378","(+/-5,981)","126,776","(+/-4,341)","143,659","(+/-4,767)","117,554","(+/-3,820)","116,512","(+/-5,071)","133,547","(+/-4,610)","133,135","(+/-4,256)","144,480","(+/-4,143)","119,281","(+/-4,705)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",813,(+/-375),"1,503",(+/-554),599,(+/-403),681,(+/-568),473,(+/-252),840,(+/-427),638,(+/-347),665,(+/-338),584,(+/-535),"1,595",(+/-793),"2,344","(+/-1,070)","2,068",(+/-543),"1,127",(+/-543),"1,194",(+/-685),"1,873",(+/-524),"1,265",(+/-461),"1,706",(+/-565)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","6,491","(+/-1,371)","16,029","(+/-1,941)","3,635",(+/-916),"4,574","(+/-1,326)","2,437",(+/-676),"6,934","(+/-1,712)","3,230",(+/-921),"7,024","(+/-1,816)","4,723","(+/-1,554)","6,024","(+/-1,428)","5,413","(+/-1,245)","32,903","(+/-2,357)","29,824","(+/-2,563)","9,374","(+/-1,811)","39,272","(+/-2,455)","24,499","(+/-2,427)","37,022","(+/-2,827)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","29,094","(+/-3,230)","36,194","(+/-3,386)","12,977","(+/-1,780)","15,235","(+/-2,373)","10,134","(+/-1,648)","26,502","(+/-3,496)","12,936","(+/-2,449)","23,683","(+/-2,370)","15,515","(+/-2,321)","19,712","(+/-2,302)","26,191","(+/-3,055)","37,526","(+/-2,268)","42,518","(+/-3,759)","26,461","(+/-2,584)","45,579","(+/-2,760)","48,200","(+/-2,854)","47,092","(+/-3,546)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","32,064","(+/-3,073)","28,646","(+/-3,017)","24,381","(+/-2,434)","33,011","(+/-3,357)","18,995","(+/-2,573)","38,668","(+/-4,011)","22,685","(+/-3,409)","39,595","(+/-3,327)","24,650","(+/-2,747)","26,561","(+/-2,396)","32,511","(+/-2,810)","23,020","(+/-1,828)","22,589","(+/-2,739)","38,629","(+/-3,069)","23,861","(+/-2,031)","35,243","(+/-2,499)","21,136","(+/-2,191)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","23,637","(+/-2,938)","12,411","(+/-2,060)","23,570","(+/-2,888)","16,650","(+/-2,454)","23,806","(+/-2,351)","29,171","(+/-2,910)","18,347","(+/-3,019)","31,794","(+/-3,073)","23,230","(+/-2,324)","19,841","(+/-2,005)","30,801","(+/-2,746)","11,962","(+/-1,397)","9,398","(+/-1,637)","27,444","(+/-2,534)","11,429","(+/-1,436)","19,894","(+/-1,926)","7,613","(+/-1,541)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","12,515","(+/-1,772)","6,348","(+/-1,585)","13,691","(+/-1,923)","8,963","(+/-1,762)","21,772","(+/-2,603)","18,089","(+/-2,157)","11,667","(+/-2,049)","19,722","(+/-2,606)","19,441","(+/-2,243)","14,829","(+/-1,711)","20,629","(+/-1,879)","5,414","(+/-1,070)","5,484","(+/-1,282)","15,727","(+/-1,819)","6,601","(+/-1,205)","7,737","(+/-1,621)","2,148",(+/-614)
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","14,471","(+/-1,857)","5,178","(+/-1,359)","19,445","(+/-1,845)","11,956","(+/-1,524)","50,310","(+/-3,662)","24,455","(+/-2,136)","27,594","(+/-3,675)","15,917","(+/-1,635)","30,235","(+/-3,046)","38,214","(+/-2,851)","25,770","(+/-2,125)","4,661","(+/-1,089)","5,572","(+/-1,457)","14,718","(+/-1,962)","4,520","(+/-1,000)","7,642","(+/-1,220)","2,564",(+/-721)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,864",(+/-48),"1,493",(+/-36),"2,160",(+/-41),"1,884",(+/-38),"2,686",(+/-60),"1,992",(+/-53),"2,247",(+/-87),"1,978",(+/-34),"2,295",(+/-61),"2,239",(+/-66),"2,087",(+/-50),"1,308",(+/-27),"1,315",(+/-31),"1,881",(+/-38),"1,241",(+/-25),"1,483",(+/-26),"1,191",(+/-22)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","67,266","(+/-3,709)","79,976","(+/-4,303)","55,260","(+/-3,388)","65,468","(+/-4,431)","69,713","(+/-4,081)","85,601","(+/-3,969)","45,390","(+/-4,401)","70,737","(+/-4,439)","66,663","(+/-4,015)","76,607","(+/-3,541)","74,070","(+/-4,358)","110,693","(+/-3,644)","83,655","(+/-4,305)","70,133","(+/-3,860)","107,886","(+/-3,509)","97,038","(+/-3,562)","89,989","(+/-3,198)"
