Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE"
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","380,492",G,"366,407",G,"1,026,447",G,"559,949",G,"292,083",G,"705,735",G
Business,"Annual payroll ($1,000)","Educational services","124,920",H,"49,000",G,"338,641",G,"124,666",H,"120,170",G,"173,137",H
Business,"Annual payroll ($1,000)","Health care and social assistance","1,708,379",G,"1,896,580",G,"4,206,147",G,"1,686,231",H,"2,151,090",G,"2,690,883",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","45,029",H,"39,478",G,"186,712",G,"73,150",H,"15,279",G,"119,202",G
Business,"Annual payroll ($1,000)","Accommodation and food services","400,675",G,"431,202",G,"777,456",G,"485,777",G,"328,470",G,"611,547",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","256,236",G,"251,959",G,"633,826",G,"292,819",G,"142,529",G,"380,927",G
Business,"Annual payroll ($1,000)","Industries not classified",611,H,628,H,573,G,458,H,634,G,735,G
Business,"Total Establishments","Total for all sectors","15,188",X,"13,729",X,"20,032",X,"13,443",X,"12,186",X,"16,809",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",51,X,18,X,5,X,43,X,35,X,93,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",51,X,47,X,5,X,15,X,153,X,31,X
Business,"Total Establishments",Utilities,79,X,42,X,30,X,68,X,65,X,59,X
Business,"Total Establishments",Construction,"1,290",X,"1,400",X,"1,404",X,"1,449",X,776,X,"1,433",X
Business,"Total Establishments",Manufacturing,786,X,579,X,659,X,593,X,408,X,596,X
Business,"Total Establishments","Wholesale trade",675,X,554,X,979,X,584,X,437,X,636,X
Business,"Total Establishments","Retail trade","2,790",X,"2,387",X,"2,576",X,"1,932",X,"2,669",X,"2,410",X
Business,"Total Establishments","Transportation and warehousing",527,X,482,X,627,X,569,X,476,X,391,X
Business,"Total Establishments",Information,266,X,191,X,386,X,213,X,296,X,335,X
Business,"Total Establishments","Finance and insurance","1,020",X,903,X,"1,541",X,850,X,807,X,"1,103",X
Business,"Total Establishments","Real estate and rental and leasing",546,X,565,X,"1,182",X,617,X,404,X,886,X
Business,"Total Establishments","Professional, scientific, and technical services","1,049",X,919,X,"2,277",X,"1,256",X,801,X,"1,844",X
Business,"Total Establishments","Management of companies and enterprises",68,X,67,X,250,X,82,X,86,X,108,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",586,X,648,X,"1,162",X,675,X,381,X,843,X
Business,"Total Establishments","Educational services",123,X,126,X,246,X,117,X,82,X,204,X
Business,"Total Establishments","Health care and social assistance","1,881",X,"1,882",X,"2,675",X,"1,449",X,"1,975",X,"2,270",X
Business,"Total Establishments","Arts, entertainment, and recreation",163,X,184,X,329,X,211,X,102,X,308,X
Business,"Total Establishments","Accommodation and food services","1,370",X,"1,233",X,"1,824",X,"1,336",X,"1,078",X,"1,544",X
Business,"Total Establishments","Other services (except public administration)","1,841",X,"1,486",X,"1,865",X,"1,366",X,"1,133",X,"1,686",X
Business,"Total Establishments","Industries not classified",26,X,16,X,10,X,18,X,22,X,29,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
