Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",35.1,(+/-19.1),25.4,(+/-17.1),20.0,(+/-18.9),10.1,(+/-8.3),32.8,(+/-20.6),45.0,(+/-19.7),17.5,(+/-12.2),34.0,(+/-21.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",8.7,(+/-0.9),9.3,(+/-1.0),5.4,(+/-0.8),12.6,(+/-1.6),6.7,(+/-0.8),8.9,(+/-0.9),18.3,(+/-1.6),7.7,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",8.7,(+/-2.2),12.3,(+/-2.9),5.9,(+/-1.7),16.6,(+/-3.1),7.5,(+/-2.0),10.4,(+/-2.0),23.5,(+/-3.9),9.6,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",8.6,(+/-2.2),12.0,(+/-2.8),5.6,(+/-1.7),16.2,(+/-3.2),7.1,(+/-1.9),9.9,(+/-2.0),23.3,(+/-3.9),9.4,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",8.4,(+/-3.1),11.5,(+/-5.3),7.7,(+/-3.4),17.3,(+/-5.4),8.5,(+/-3.4),10.5,(+/-2.8),17.2,(+/-4.9),10.2,(+/-3.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",8.7,(+/-2.2),12.1,(+/-3.0),5.0,(+/-1.5),15.8,(+/-3.2),6.6,(+/-2.1),9.7,(+/-2.2),25.9,(+/-4.5),9.1,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.7,(+/-0.8),8.5,(+/-0.8),5.3,(+/-0.7),11.4,(+/-1.3),6.5,(+/-0.7),8.5,(+/-0.7),16.8,(+/-1.2),7.2,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.5,(+/-1.3),10.1,(+/-1.6),6.8,(+/-1.5),10.6,(+/-1.7),7.7,(+/-1.4),8.7,(+/-1.5),20.1,(+/-2.2),6.4,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",5.6,(+/-1.0),6.8,(+/-1.3),3.6,(+/-0.9),9.7,(+/-1.8),4.6,(+/-0.9),6.4,(+/-1.0),14.9,(+/-2.1),5.7,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",22.7,(+/-2.0),18.9,(+/-2.0),13.9,(+/-1.7),23.7,(+/-2.2),18.7,(+/-2.1),20.4,(+/-1.9),26.6,(+/-2.0),16.7,(+/-2.1)
Education,"School Enrollment","Population 3 years and over enrolled in school","179,383","(+/-4,917)","192,391","(+/-7,260)","193,012","(+/-7,479)","192,829","(+/-8,755)","201,051","(+/-8,113)","186,598","(+/-5,822)","179,476","(+/-6,523)","186,733","(+/-5,503)"
Education,"School Enrollment","Nursery school, preschool","11,714","(+/-2,143)","10,812","(+/-1,991)","12,995","(+/-2,238)","10,471","(+/-2,146)","13,147","(+/-2,141)","10,174","(+/-1,627)","9,380","(+/-1,932)","11,553","(+/-1,895)"
Education,"School Enrollment",Kindergarten,"8,849","(+/-1,607)","10,877","(+/-1,950)","9,105","(+/-1,703)","9,723","(+/-1,915)","8,934","(+/-1,775)","9,785","(+/-1,737)","9,650","(+/-1,984)","9,707","(+/-1,786)"
Education,"School Enrollment","Elementary school (grades 1-8)","74,544","(+/-3,192)","70,769","(+/-4,423)","79,372","(+/-3,708)","74,403","(+/-5,251)","79,108","(+/-5,649)","78,718","(+/-3,420)","68,586","(+/-4,257)","76,650","(+/-3,455)"
Education,"School Enrollment","High school (grades 9-12)","41,427","(+/-2,557)","38,889","(+/-2,815)","43,929","(+/-2,723)","32,726","(+/-2,807)","42,397","(+/-3,427)","44,734","(+/-2,905)","31,827","(+/-2,584)","42,491","(+/-2,763)"
Education,"School Enrollment","College or graduate school","42,849","(+/-2,947)","61,044","(+/-4,389)","47,611","(+/-4,620)","65,506","(+/-4,826)","57,465","(+/-4,595)","43,187","(+/-3,901)","60,033","(+/-4,624)","46,332","(+/-3,819)"
Education,"Educational Attainment","Population 25 years and over","552,290","(+/-4,559)","536,756","(+/-8,112)","541,199","(+/-7,185)","511,560","(+/-7,467)","546,393","(+/-8,492)","548,230","(+/-8,685)","519,228","(+/-7,960)","530,560","(+/-9,280)"
Education,"Educational Attainment","Less than 9th grade","12,201","(+/-2,113)","17,468","(+/-2,698)","12,232","(+/-1,927)","45,293","(+/-4,693)","10,679","(+/-2,430)","21,533","(+/-3,162)","21,882","(+/-2,945)","25,612","(+/-3,282)"
Education,"Educational Attainment","9th to 12th grade, no diploma","28,221","(+/-3,157)","20,068","(+/-2,777)","18,834","(+/-3,049)","32,852","(+/-3,812)","20,090","(+/-2,797)","24,515","(+/-2,839)","42,495","(+/-3,495)","13,942","(+/-2,271)"
Education,"Educational Attainment","High school graduate (includes equivalency)","167,478","(+/-6,995)","117,703","(+/-6,483)","95,168","(+/-6,016)","134,822","(+/-6,586)","123,831","(+/-6,509)","141,602","(+/-7,232)","162,495","(+/-7,242)","66,489","(+/-5,687)"
Education,"Educational Attainment","Some college, no degree","105,724","(+/-5,342)","90,265","(+/-6,647)","84,948","(+/-4,412)","92,816","(+/-5,611)","117,485","(+/-6,906)","89,755","(+/-5,378)","98,461","(+/-6,280)","55,677","(+/-4,335)"
Education,"Educational Attainment","Associate's degree","44,330","(+/-3,697)","39,304","(+/-3,498)","34,633","(+/-3,758)","30,597","(+/-3,595)","44,014","(+/-3,790)","42,734","(+/-3,302)","31,245","(+/-3,492)","28,018","(+/-2,829)"
Education,"Educational Attainment","Bachelor's degree","111,476","(+/-5,464)","140,370","(+/-7,346)","157,140","(+/-6,187)","97,846","(+/-5,700)","127,333","(+/-6,397)","125,262","(+/-5,586)","89,374","(+/-5,508)","147,366","(+/-6,170)"
Education,"Educational Attainment","Graduate or professional degree","82,860","(+/-5,673)","111,578","(+/-6,137)","138,244","(+/-4,820)","77,334","(+/-6,022)","102,961","(+/-6,029)","102,829","(+/-5,884)","73,276","(+/-4,759)","193,456","(+/-6,602)"
Education,"Educational Attainment","Percent high school graduate or higher",92.7,(+/-0.7),93.0,(+/-0.7),94.3,(+/-0.6),84.7,(+/-1.0),94.4,(+/-0.7),91.6,(+/-0.8),87.6,(+/-0.8),92.5,(+/-0.7)
Education,"Educational Attainment","Percent bachelor's degree or higher",35.2,(+/-1.2),46.9,(+/-1.3),54.6,(+/-1.1),34.2,(+/-1.5),42.1,(+/-1.5),41.6,(+/-1.3),31.3,(+/-1.3),64.2,(+/-1.2)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","224,995",G,"305,019",G,"378,486",G,"198,031",G,"177,481",G,"248,040",G,"326,374",G,"339,674",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",258,G,52,H,302,H,21,J,76,H,192,J,0,N,32,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",239,H,120,G,0,N,0,N,73,H,321,G,0,N,0,N
Business,"Paid employees for pay period including March 12",Utilities,984,H,318,J,374,H,28,J,"2,397",H,570,J,"4,468",J,391,J
Business,"Paid employees for pay period including March 12",Construction,"16,426",G,"19,965",G,"25,271",G,"24,617",G,"21,357",G,"16,330",G,"14,977",G,"21,640",G
Business,"Paid employees for pay period including March 12",Manufacturing,"20,740",G,"13,381",G,"18,656",G,"6,187",G,"2,189",G,"19,892",G,"14,229",G,"3,195",G
Business,"Paid employees for pay period including March 12","Wholesale trade","10,169",G,"9,100",G,"23,572",G,"8,446",G,"3,511",G,"8,430",G,"10,852",G,"7,562",H
Business,"Paid employees for pay period including March 12","Retail trade","36,499",G,"48,592",G,"42,380",G,"29,177",G,"29,194",G,"38,699",G,"27,239",G,"31,345",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","12,949",G,"8,110",G,"19,307",H,"11,487",H,"6,575",H,"11,523",G,"13,635",G,"3,236",H
Business,"Paid employees for pay period including March 12",Information,"2,646",H,"4,964",G,"9,438",G,"4,869",H,"1,643",H,"4,783",G,"4,213",G,"11,966",G
Business,"Paid employees for pay period including March 12","Finance and insurance","5,763",G,"19,111",G,"15,482",G,"4,099",G,"3,470",G,"12,028",G,"17,425",H,"19,462",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,812",G,"6,696",G,"6,354",G,"7,818",G,"2,091",G,"3,468",G,"5,479",G,"9,928",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","16,171",G,"25,400",G,"76,178",H,"21,328",G,"29,193",G,"29,227",G,"25,861",G,"64,865",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","1,792",G,"10,844",G,"8,805",G,"2,484",H,"1,470",H,"4,402",J,"11,802",J,"11,132",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","12,554",G,"20,604",G,"27,807",G,"17,380",G,"12,360",H,"13,467",G,"18,836",G,"35,983",G
Business,"Paid employees for pay period including March 12","Educational services","3,903",H,"11,564",G,"7,598",G,"2,906",G,"2,344",G,"4,112",H,"34,181",H,"9,791",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","37,429",G,"60,751",G,"42,048",G,"22,674",G,"26,386",G,"41,275",G,"84,613",H,"62,929",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","4,457",H,"4,351",G,"5,610",G,"1,590",G,"3,028",H,"4,384",G,"4,973",G,"4,571",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","28,525",G,"26,564",G,"34,379",G,"22,847",G,"21,997",G,"24,811",G,"20,107",G,"20,445",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","10,668",G,"14,518",G,"14,782",G,"10,047",G,"8,058",G,"10,104",G,"13,448",G,"21,134",G
Business,"Paid employees for pay period including March 12","Industries not classified",11,J,14,G,83,J,25,G,69,G,22,H,33,J,52,H
Business,"Annual payroll ($1,000)","Total for all sectors","11,386,458",G,"18,360,408",G,"28,227,146",G,"11,158,485",G,"9,731,574",G,"14,623,653",G,"23,564,139",G,"27,459,924",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","11,426",G,"2,185",G,"12,837",H,"1,250",H,"1,973",G,"8,188",H,0,N,"1,969",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","17,485",H,"9,270",G,0,N,0,N,"5,249",G,"21,740",G,0,N,0,N
Business,"Annual payroll ($1,000)",Utilities,"108,258",H,"38,339",J,"42,004",H,"3,897",J,"292,856",H,"64,993",H,"617,023",J,"44,801",J
Business,"Annual payroll ($1,000)",Construction,"959,606",G,"1,355,870",G,"1,852,208",G,"1,781,982",G,"1,523,470",G,"1,075,644",G,"1,047,409",G,"1,657,935",G
Business,"Annual payroll ($1,000)",Manufacturing,"1,416,542",H,"1,185,374",H,"1,542,036",H,"388,963",G,"123,722",G,"1,451,832",G,"906,600",G,"245,957",G
Business,"Annual payroll ($1,000)","Wholesale trade","670,288",G,"728,929",G,"1,984,955",G,"570,722",G,"251,121",G,"673,336",G,"799,100",G,"991,409",H
Business,"Annual payroll ($1,000)","Retail trade","1,262,902",G,"1,651,330",G,"1,433,361",G,"1,042,596",G,"969,328",G,"1,260,575",G,"958,074",G,"1,271,114",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","622,619",G,"565,970",H,"1,136,711",H,"481,788",H,"302,972",H,"543,981",G,"807,482",G,"126,973",H
Business,"Annual payroll ($1,000)",Information,"174,534",H,"492,105",G,"1,200,911",G,"476,502",H,"184,197",H,"349,800",G,"425,621",G,"1,458,701",G
Business,"Annual payroll ($1,000)","Finance and insurance","452,509",G,"2,150,382",G,"1,777,774",G,"310,710",H,"289,769",G,"1,065,623",G,"3,268,773",H,"3,087,240",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","147,206",G,"450,775",G,"480,254",G,"515,226",H,"124,459",G,"195,454",G,"383,897",G,"1,060,819",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","1,301,129",G,"2,233,383",G,"9,091,784",H,"1,949,313",G,"2,670,700",G,"3,530,058",G,"2,810,712",G,"7,092,798",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","178,568",H,"1,181,496",G,"1,174,298",G,"305,070",G,"141,099",H,"380,615",H,"1,131,171",H,"1,728,978",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","563,110",G,"985,953",G,"1,635,970",G,"802,053",G,"525,120",G,"597,714",G,"884,137",G,"1,839,872",G
Business,"Annual payroll ($1,000)","Educational services","136,524",H,"469,646",G,"373,045",H,"121,053",G,"99,464",G,"116,813",H,"2,514,952",J,"636,804",G
Business,"Annual payroll ($1,000)","Health care and social assistance","2,059,318",G,"3,281,101",G,"2,681,397",G,"1,284,137",G,"1,334,696",G,"2,218,097",G,"5,583,203",H,"3,846,044",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","133,156",G,"394,251",H,"174,415",G,"47,473",G,"75,862",H,"104,199",G,"252,735",H,"184,531",G
Business,"Annual payroll ($1,000)","Accommodation and food services","771,129",G,"610,256",G,"925,079",G,"590,398",G,"480,011",G,"574,790",G,"564,124",G,"603,393",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","399,893",G,"573,134",G,"701,786",G,"483,188",G,"332,938",G,"389,408",G,"607,859",G,"1,577,707",G
Business,"Annual payroll ($1,000)","Industries not classified",256,H,659,G,"2,858",G,"1,011",G,"2,568",H,793,H,949,H,"2,743",G
Business,"Total Establishments","Total for all sectors","18,358",X,"19,828",X,"21,642",X,"12,540",X,"13,371",X,"18,046",X,"15,347",X,"21,282",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",76,X,17,X,11,X,3,X,20,X,59,X,0,N,9,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",18,X,4,X,0,N,0,N,9,X,15,X,0,N,0,N
Business,"Total Establishments",Utilities,45,X,16,X,26,X,6,X,30,X,24,X,60,X,21,X
Business,"Total Establishments",Construction,"2,439",X,"1,909",X,"2,114",X,"1,461",X,"1,803",X,"1,928",X,"1,003",X,"1,773",X
Business,"Total Establishments",Manufacturing,515,X,364,X,364,X,215,X,196,X,470,X,471,X,258,X
Business,"Total Establishments","Wholesale trade",715,X,616,X,"1,029",X,453,X,321,X,642,X,683,X,520,X
Business,"Total Establishments","Retail trade","2,428",X,"2,414",X,"2,374",X,"1,882",X,"1,601",X,"2,221",X,"2,182",X,"1,771",X
Business,"Total Establishments","Transportation and warehousing",663,X,423,X,650,X,439,X,429,X,526,X,568,X,256,X
Business,"Total Establishments",Information,250,X,320,X,391,X,207,X,190,X,294,X,259,X,523,X
Business,"Total Establishments","Finance and insurance",871,X,"1,358",X,"1,192",X,452,X,521,X,865,X,633,X,"1,260",X
Business,"Total Establishments","Real estate and rental and leasing",971,X,"1,051",X,"1,030",X,678,X,669,X,782,X,918,X,"1,366",X
Business,"Total Establishments","Professional, scientific, and technical services","1,884",X,"2,790",X,"4,173",X,"1,355",X,"2,079",X,"2,527",X,"1,819",X,"4,583",X
Business,"Total Establishments","Management of companies and enterprises",62,X,130,X,179,X,72,X,45,X,481,X,97,X,197,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,168",X,"1,242",X,"1,276",X,780,X,851,X,"1,207",X,785,X,"1,251",X
Business,"Total Establishments","Educational services",225,X,299,X,381,X,168,X,211,X,233,X,241,X,500,X
Business,"Total Establishments","Health care and social assistance","1,970",X,"2,983",X,"2,415",X,"1,535",X,"1,616",X,"2,186",X,"1,927",X,"3,173",X
Business,"Total Establishments","Arts, entertainment, and recreation",367,X,309,X,371,X,105,X,230,X,261,X,221,X,336,X
Business,"Total Establishments","Accommodation and food services","1,764",X,"1,652",X,"1,737",X,"1,241",X,"1,160",X,"1,524",X,"1,756",X,"1,410",X
Business,"Total Establishments","Other services (except public administration)","1,915",X,"1,914",X,"1,896",X,"1,461",X,"1,362",X,"1,774",X,"1,706",X,"2,040",X
Business,"Total Establishments","Industries not classified",12,X,17,X,31,X,26,X,28,X,27,X,17,X,34,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
