Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","68,956","(+/-2,694)","88,327","(+/-2,906)","91,476","(+/-3,972)","110,374","(+/-4,307)","115,167","(+/-4,197)","106,226","(+/-3,460)","81,795","(+/-3,407)","103,758","(+/-2,331)","94,066","(+/-3,553)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","91,363","(+/-3,066)","119,456","(+/-4,027)","126,203","(+/-4,752)","156,249","(+/-4,902)","165,741","(+/-5,486)","143,784","(+/-3,437)","121,559","(+/-5,048)","146,495","(+/-4,603)","133,408","(+/-4,800)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","765,784","(+/-9,157)","777,645","(+/-11,613)","769,385","(+/-10,122)","775,775","(+/-9,529)","769,481","(+/-7,772)","765,864","(+/-5,300)","750,662","(+/-8,345)","767,329","(+/-9,813)","777,198","(+/-9,466)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","746,717","(+/-9,511)","755,564","(+/-12,034)","747,483","(+/-10,357)","757,877","(+/-10,003)","753,460","(+/-8,075)","748,910","(+/-6,472)","731,048","(+/-8,283)","751,591","(+/-10,184)","758,814","(+/-9,991)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","507,430","(+/-13,679)","578,751","(+/-15,041)","524,301","(+/-15,126)","600,082","(+/-11,908)","615,646","(+/-12,547)","584,924","(+/-10,963)","503,320","(+/-10,939)","589,744","(+/-11,876)","574,866","(+/-13,614)"
Socioeconomic,"Health Insurance Coverage","With public coverage","360,882","(+/-11,047)","286,773","(+/-9,920)","313,672","(+/-11,535)","253,015","(+/-10,300)","233,546","(+/-10,005)","275,493","(+/-9,238)","291,202","(+/-11,249)","268,130","(+/-9,698)","333,709","(+/-9,525)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","19,067","(+/-3,363)","22,081","(+/-4,670)","21,902","(+/-2,874)","17,898","(+/-3,506)","16,021","(+/-3,501)","16,954","(+/-2,866)","19,614","(+/-2,573)","15,738","(+/-2,927)","18,384","(+/-3,513)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","159,581","(+/-4,511)","166,358","(+/-5,751)","176,719","(+/-8,022)","178,408","(+/-6,867)","156,810","(+/-7,222)","164,611","(+/-4,672)","136,018","(+/-5,862)","149,559","(+/-6,404)","147,907","(+/-5,025)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","2,552","(+/-1,270)","3,865","(+/-2,274)","3,768","(+/-1,508)","2,648","(+/-1,072)","2,004","(+/-1,155)","2,051",(+/-796),"2,287","(+/-1,045)",922,(+/-654),"1,976",(+/-947)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",10.0,(+/-1.1),6.7,(+/-1.1),7.7,(+/-1.1),5.0,(+/-0.8),4.1,(+/-1.0),4.6,(+/-0.7),13.1,(+/-1.6),6.2,(+/-1.1),5.9,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",17.3,(+/-2.4),9.7,(+/-1.9),11.6,(+/-2.2),6.9,(+/-1.6),5.6,(+/-1.8),6.6,(+/-1.3),18.5,(+/-2.7),9.7,(+/-2.0),9.7,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",16.8,(+/-7.0),10.4,(+/-4.8),6.5,(+/-4.7),9.8,(+/-4.8),1.0,(+/-1.3),6.2,(+/-2.9),9.4,(+/-4.4),6.0,(+/-4.3),10.3,(+/-4.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.7,(+/-0.8),3.3,(+/-0.8),3.9,(+/-0.8),2.0,(+/-0.6),2.3,(+/-0.6),3.2,(+/-0.7),6.2,(+/-1.3),3.0,(+/-0.8),3.0,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.4,(+/-1.8),3.7,(+/-1.4),5.4,(+/-1.4),1.7,(+/-1.0),2.2,(+/-0.9),3.8,(+/-1.1),6.5,(+/-2.3),3.9,(+/-1.6),2.5,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.5,(+/-1.8),1.5,(+/-1.5),1.4,(+/-1.5),3.4,(+/-3.2),0.3,(+/-0.5),3.4,(+/-2.1),2.9,(+/-2.5),0.3,(+/-0.6),3.2,(+/-3.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",30.8,(+/-4.7),18.2,(+/-3.7),17.4,(+/-3.6),18.9,(+/-3.7),12.8,(+/-4.5),11.7,(+/-3.2),22.4,(+/-3.9),15.4,(+/-3.4),19.6,(+/-4.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",43.5,(+/-6.1),22.8,(+/-5.1),24.3,(+/-5.3),24.0,(+/-5.2),19.4,(+/-7.5),18.7,(+/-6.0),32.3,(+/-5.7),23.5,(+/-5.8),30.2,(+/-6.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",61.1,(+/-20.2),28.6,(+/-14.3),9.3,(+/-10.5),28.9,(+/-17.0),9.7,(+/-15.0),28.9,(+/-19.3),22.7,(+/-13.0),37.4,(+/-24.7),35.2,(+/-19.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",14.5,(+/-1.1),11.4,(+/-1.0),11.1,(+/-1.2),7.7,(+/-0.8),7.5,(+/-1.0),7.2,(+/-0.6),17.2,(+/-1.2),9.1,(+/-1.0),8.1,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",19.9,(+/-2.8),10.9,(+/-2.3),13.8,(+/-2.5),7.6,(+/-1.9),5.9,(+/-1.8),7.4,(+/-1.8),20.8,(+/-3.1),9.9,(+/-1.9),9.5,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",19.5,(+/-2.7),10.8,(+/-2.3),13.6,(+/-2.5),7.2,(+/-1.9),5.7,(+/-1.8),7.1,(+/-1.8),20.8,(+/-3.1),9.9,(+/-1.9),9.2,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",19.9,(+/-4.6),12.3,(+/-3.7),12.0,(+/-4.4),8.9,(+/-3.0),4.3,(+/-2.4),6.8,(+/-2.6),14.9,(+/-3.7),8.6,(+/-2.4),8.5,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",19.3,(+/-3.3),10.2,(+/-2.4),14.2,(+/-2.8),6.7,(+/-1.9),6.1,(+/-2.2),7.2,(+/-2.0),23.3,(+/-3.8),10.3,(+/-2.3),9.4,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",13.2,(+/-0.9),11.6,(+/-0.9),10.3,(+/-1.0),7.7,(+/-0.7),7.8,(+/-0.9),7.1,(+/-0.6),16.4,(+/-1.0),9.0,(+/-0.9),7.8,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.1,(+/-1.2),9.4,(+/-1.6),10.7,(+/-1.8),10.7,(+/-1.6),11.7,(+/-1.7),10.6,(+/-1.5),21.6,(+/-2.7),10.9,(+/-1.5),8.0,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",10.6,(+/-1.3),6.9,(+/-1.2),8.3,(+/-1.3),4.6,(+/-0.9),3.8,(+/-0.9),4.5,(+/-0.7),12.7,(+/-1.5),6.1,(+/-1.2),5.5,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",27.6,(+/-1.9),26.7,(+/-2.1),22.7,(+/-2.0),20.6,(+/-2.1),19.0,(+/-2.0),18.4,(+/-1.6),25.4,(+/-1.5),17.9,(+/-1.8),18.1,(+/-1.9)
Education,"School Enrollment","Population 3 years and over enrolled in school","171,337","(+/-5,348)","206,491","(+/-6,189)","184,746","(+/-7,166)","193,068","(+/-7,957)","195,233","(+/-7,544)","170,887","(+/-5,223)","209,221","(+/-6,572)","170,376","(+/-7,441)","157,889","(+/-6,621)"
Education,"School Enrollment","Nursery school, preschool","9,401","(+/-1,851)","11,945","(+/-1,924)","13,053","(+/-1,728)","13,626","(+/-1,818)","13,324","(+/-1,945)","14,019","(+/-2,191)","7,923","(+/-1,684)","12,995","(+/-1,937)","12,245","(+/-1,981)"
Education,"School Enrollment",Kindergarten,"6,203","(+/-1,350)","7,005","(+/-1,597)","10,053","(+/-1,750)","8,652","(+/-1,756)","8,208","(+/-1,749)","8,119","(+/-1,950)","5,962","(+/-1,361)","7,409","(+/-1,748)","7,585","(+/-1,433)"
Education,"School Enrollment","Elementary school (grades 1-8)","68,071","(+/-3,049)","68,206","(+/-3,923)","70,302","(+/-5,389)","78,112","(+/-5,158)","66,158","(+/-4,458)","67,368","(+/-3,391)","52,705","(+/-3,924)","59,511","(+/-3,431)","61,683","(+/-4,698)"
Education,"School Enrollment","High school (grades 9-12)","37,791","(+/-2,660)","36,551","(+/-2,669)","43,603","(+/-3,630)","42,197","(+/-3,947)","37,295","(+/-3,804)","39,149","(+/-3,041)","26,395","(+/-2,555)","36,485","(+/-3,153)","39,030","(+/-3,010)"
Education,"School Enrollment","College or graduate school","49,871","(+/-3,928)","82,784","(+/-3,800)","47,735","(+/-3,966)","50,481","(+/-3,364)","70,248","(+/-4,327)","42,232","(+/-3,035)","116,236","(+/-4,731)","53,976","(+/-4,165)","37,346","(+/-3,550)"
Education,"Educational Attainment","Population 25 years and over","547,207","(+/-6,349)","536,313","(+/-7,674)","541,143","(+/-8,380)","544,279","(+/-8,042)","559,865","(+/-7,082)","555,275","(+/-5,029)","513,367","(+/-7,270)","565,922","(+/-7,603)","584,013","(+/-6,873)"
Education,"Educational Attainment","Less than 9th grade","23,556","(+/-2,777)","17,644","(+/-2,329)","30,053","(+/-3,288)","20,443","(+/-2,842)","20,844","(+/-3,230)","21,013","(+/-3,340)","39,089","(+/-4,123)","22,296","(+/-2,452)","20,283","(+/-2,664)"
Education,"Educational Attainment","9th to 12th grade, no diploma","32,964","(+/-3,759)","21,147","(+/-2,831)","31,375","(+/-4,057)","20,627","(+/-2,870)","18,718","(+/-2,812)","20,318","(+/-3,189)","29,246","(+/-3,618)","17,109","(+/-2,713)","22,027","(+/-2,627)"
Education,"Educational Attainment","High school graduate (includes equivalency)","155,916","(+/-6,845)","126,747","(+/-5,385)","146,253","(+/-6,470)","123,005","(+/-5,996)","89,797","(+/-5,161)","121,160","(+/-5,936)","107,385","(+/-6,335)","122,342","(+/-6,663)","143,745","(+/-7,699)"
Education,"Educational Attainment","Some college, no degree","104,242","(+/-6,949)","87,125","(+/-6,608)","83,205","(+/-7,073)","67,604","(+/-4,457)","58,832","(+/-4,317)","75,271","(+/-4,908)","57,454","(+/-4,526)","78,333","(+/-4,863)","94,081","(+/-5,430)"
Education,"Educational Attainment","Associate's degree","51,286","(+/-4,220)","43,497","(+/-3,456)","40,221","(+/-3,570)","41,325","(+/-3,634)","30,618","(+/-2,597)","46,372","(+/-3,903)","28,260","(+/-3,750)","35,962","(+/-3,622)","50,885","(+/-4,433)"
Education,"Educational Attainment","Bachelor's degree","104,695","(+/-5,746)","129,575","(+/-6,694)","120,131","(+/-5,999)","138,605","(+/-5,693)","159,084","(+/-6,683)","155,155","(+/-5,703)","135,415","(+/-5,686)","163,175","(+/-6,384)","146,352","(+/-6,951)"
Education,"Educational Attainment","Graduate or professional degree","74,548","(+/-5,003)","110,578","(+/-5,548)","89,905","(+/-5,526)","132,670","(+/-5,563)","181,972","(+/-6,129)","115,986","(+/-4,921)","116,518","(+/-5,826)","126,705","(+/-6,680)","106,640","(+/-6,299)"
Education,"Educational Attainment","Percent high school graduate or higher",89.7,(+/-0.8),92.8,(+/-0.7),88.6,(+/-1.0),92.5,(+/-0.6),92.9,(+/-0.8),92.6,(+/-0.8),86.7,(+/-1.0),93.0,(+/-0.6),92.8,(+/-0.6)
Education,"Educational Attainment","Percent bachelor's degree or higher",32.8,(+/-1.2),44.8,(+/-1.4),38.8,(+/-1.3),49.8,(+/-1.3),60.9,(+/-1.2),48.8,(+/-1.1),49.1,(+/-1.5),51.2,(+/-1.2),43.3,(+/-1.3)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","249,039",G,"294,008",G,"260,511",G,"307,166",G,"370,965",G,"359,677",G,"428,765",G,"595,575",G,"231,568",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",103,H,118,G,190,H,55,G,27,J,222,G,32,H,55,H,292,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",113,G,118,G,14,J,106,G,0,N,99,H,0,N,128,H,117,H
Business,"Paid employees for pay period including March 12",Utilities,"1,764",H,"1,494",J,502,J,713,H,"2,752",J,647,H,430,J,"3,867",J,592,H
Business,"Paid employees for pay period including March 12",Construction,"11,987",G,"14,305",G,"16,224",G,"14,443",G,"16,814",G,"20,129",G,"9,016",G,"26,755",G,"20,942",G
Business,"Paid employees for pay period including March 12",Manufacturing,"30,666",G,"25,958",G,"37,830",G,"28,707",G,"12,586",G,"49,754",G,"9,030",G,"18,407",G,"14,489",G
Business,"Paid employees for pay period including March 12","Wholesale trade","9,069",G,"12,898",G,"17,607",G,"23,387",G,"16,066",G,"16,834",G,"12,126",G,"19,975",G,"8,415",G
Business,"Paid employees for pay period including March 12","Retail trade","33,847",G,"36,132",G,"28,482",G,"42,229",G,"35,428",G,"42,031",G,"32,899",G,"51,401",G,"41,941",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","9,523",G,"12,583",H,"9,301",G,"13,040",G,"7,047",G,"8,763",G,"19,166",G,"14,260",G,"6,146",G
Business,"Paid employees for pay period including March 12",Information,"2,688",G,"3,482",G,"9,604",H,"7,698",G,"23,556",G,"17,444",G,"18,604",G,"32,159",G,"2,895",G
Business,"Paid employees for pay period including March 12","Finance and insurance","13,486",G,"12,467",H,"7,110",G,"11,416",G,"12,745",G,"13,589",G,"21,400",G,"78,203",G,"7,004",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,992",G,"3,109",G,"2,802",G,"5,689",G,"6,287",G,"3,975",G,"7,413",G,"14,073",G,"3,217",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","11,379",G,"23,457",G,"23,014",G,"16,799",G,"59,378",G,"34,082",G,"55,972",G,"87,801",G,"12,080",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","3,753",G,"15,785",H,"6,771",H,"8,334",G,"17,689",G,"11,298",G,"16,695",H,"27,198",G,"4,715",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","8,015",G,"13,855",G,"13,896",G,"18,960",G,"22,287",G,"23,978",G,"11,982",G,"30,354",G,"11,259",G
Business,"Paid employees for pay period including March 12","Educational services","13,415",G,"21,770",G,"5,164",G,"20,252",H,"47,685",H,"10,680",G,"68,302",G,"13,988",G,"3,662",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","59,676",G,"63,515",G,"50,429",G,"54,364",G,"51,684",G,"62,825",G,"102,001",G,"106,117",G,"48,400",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","4,062",G,"3,539",G,"3,013",G,"5,702",G,"4,057",G,"4,562",G,"4,457",G,"7,896",G,"5,201",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","22,313",G,"20,029",G,"18,856",G,"24,369",G,"21,885",G,"27,036",G,"28,931",G,"40,307",G,"29,437",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","10,119",G,"9,342",G,"9,599",G,"10,841",G,"12,930",G,"11,663",G,"10,255",G,"22,563",G,"10,700",G
Business,"Paid employees for pay period including March 12","Industries not classified",69,H,52,H,103,G,62,H,60,G,66,G,40,J,68,G,64,H
Business,"Annual payroll ($1,000)","Total for all sectors","13,373,960",G,"18,215,848",G,"19,702,783",G,"21,389,306",G,"33,048,549",G,"28,449,271",G,"46,311,116",G,"63,678,093",G,"13,235,241",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","4,112",G,"5,373",G,"7,945",G,"2,193",G,"1,006",H,"17,800",H,"3,722",J,"3,413",H,"17,448",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","7,907",G,"10,797",G,"1,396",J,"8,077",H,0,N,"7,890",H,0,N,"9,196",G,"8,750",H
Business,"Annual payroll ($1,000)",Utilities,"213,010",G,"164,595",J,"56,220",H,"74,044",H,"390,979",J,"79,363",H,"69,091",J,"542,503",J,"76,287",H
Business,"Annual payroll ($1,000)",Construction,"897,103",G,"1,136,570",G,"1,371,615",G,"1,175,674",G,"1,529,717",G,"1,732,763",G,"950,442",H,"2,772,724",G,"1,604,528",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,056,032",G,"1,666,115",G,"3,249,586",G,"2,643,043",H,"1,285,452",G,"5,258,684",G,"871,200",G,"1,407,248",G,"991,831",G
Business,"Annual payroll ($1,000)","Wholesale trade","596,079",G,"1,226,973",G,"2,361,369",G,"2,151,380",G,"1,809,743",G,"1,897,488",G,"1,526,847",G,"2,824,942",H,"687,747",G
Business,"Annual payroll ($1,000)","Retail trade","1,152,234",G,"1,294,145",G,"1,083,916",G,"1,573,185",G,"1,519,342",G,"1,603,157",G,"2,166,800",H,"2,134,764",G,"1,621,506",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","418,197",G,"585,986",G,"402,678",G,"633,446",G,"373,090",G,"442,954",G,"1,290,376",G,"1,008,530",G,"287,565",G
Business,"Annual payroll ($1,000)",Information,"173,886",G,"293,357",G,"1,250,629",H,"898,834",G,"3,531,908",G,"2,892,267",G,"4,532,714",H,"5,379,418",G,"199,644",G
Business,"Annual payroll ($1,000)","Finance and insurance","1,279,241",H,"1,242,518",H,"576,537",G,"1,598,616",G,"1,552,370",G,"1,682,948",G,"4,817,334",G,"16,025,444",G,"713,456",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","144,796",G,"195,184",G,"192,329",G,"407,988",G,"460,305",G,"307,605",G,"603,467",G,"1,713,068",G,"206,168",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","842,882",G,"2,425,176",G,"3,042,371",G,"2,332,754",G,"8,543,664",G,"4,099,722",G,"11,950,928",G,"13,279,935",G,"922,227",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","312,360",G,"1,866,027",H,"1,331,558",H,"1,060,141",H,"2,850,585",H,"1,725,055",G,"2,666,365",J,"3,657,612",H,"512,417",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","395,552",G,"680,680",G,"741,976",G,"1,313,539",G,"1,712,064",G,"1,451,824",G,"711,329",G,"1,909,145",G,"667,600",G
Business,"Annual payroll ($1,000)","Educational services","557,375",G,"925,063",G,"241,025",G,"938,287",H,"3,120,445",H,"466,781",G,"3,757,239",G,"772,133",G,"147,329",G
Business,"Annual payroll ($1,000)","Health care and social assistance","3,207,385",G,"3,515,286",G,"2,661,443",G,"3,017,453",G,"2,936,711",G,"3,330,892",G,"8,340,715",G,"6,630,169",H,"2,821,518",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","136,224",G,"105,413",G,"93,003",G,"434,323",H,"147,535",G,"176,211",G,"426,440",H,"891,675",H,"244,947",G
Business,"Annual payroll ($1,000)","Accommodation and food services","596,883",G,"508,917",G,"513,478",G,"672,226",G,"656,748",G,"822,391",G,"1,148,098",G,"1,408,803",G,"1,075,261",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","381,432",G,"365,132",G,"521,210",H,"450,973",G,"622,309",G,"450,064",G,"473,786",G,"1,304,197",G,"426,558",G
Business,"Annual payroll ($1,000)","Industries not classified","1,270",G,"2,541",G,"2,499",G,"3,130",G,"4,395",G,"3,412",G,"2,949",G,"3,174",G,"2,454",G
Business,"Total Establishments","Total for all sectors","16,499",X,"17,691",X,"16,476",X,"20,236",X,"20,852",X,"21,831",X,"14,528",X,"27,639",X,"23,477",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",35,X,29,X,39,X,24,X,12,X,66,X,5,X,13,X,129,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",10,X,10,X,6,X,7,X,0,N,7,X,0,N,8,X,15,X
Business,"Total Establishments",Utilities,51,X,37,X,32,X,33,X,15,X,21,X,18,X,51,X,31,X
Business,"Total Establishments",Construction,"1,989",X,"1,992",X,"2,172",X,"2,404",X,"2,047",X,"2,889",X,929,X,"2,346",X,"3,923",X
Business,"Total Establishments",Manufacturing,817,X,759,X,864,X,663,X,508,X,822,X,314,X,594,X,657,X
Business,"Total Establishments","Wholesale trade",592,X,727,X,708,X,876,X,779,X,889,X,486,X,"1,043",X,682,X
Business,"Total Establishments","Retail trade","2,462",X,"2,321",X,"1,968",X,"2,527",X,"2,275",X,"2,660",X,"1,876",X,"2,936",X,"3,433",X
Business,"Total Establishments","Transportation and warehousing",505,X,475,X,462,X,510,X,406,X,533,X,436,X,621,X,527,X
Business,"Total Establishments",Information,226,X,299,X,308,X,396,X,572,X,431,X,347,X,714,X,318,X
Business,"Total Establishments","Finance and insurance",788,X,864,X,639,X,994,X,"1,072",X,"1,154",X,595,X,"2,353",X,975,X
Business,"Total Establishments","Real estate and rental and leasing",662,X,705,X,636,X,945,X,945,X,833,X,936,X,"1,430",X,"1,022",X
Business,"Total Establishments","Professional, scientific, and technical services","1,309",X,"1,924",X,"1,783",X,"2,439",X,"3,273",X,"2,634",X,"1,883",X,"4,275",X,"2,103",X
Business,"Total Establishments","Management of companies and enterprises",75,X,105,X,88,X,121,X,214,X,127,X,88,X,252,X,105,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,005",X,"1,104",X,"1,157",X,"1,266",X,"1,246",X,"1,441",X,719,X,"1,611",X,"1,821",X
Business,"Total Establishments","Educational services",262,X,395,X,274,X,428,X,452,X,342,X,300,X,489,X,286,X
Business,"Total Establishments","Health care and social assistance","1,979",X,"2,152",X,"1,866",X,"2,531",X,"2,537",X,"2,255",X,"1,606",X,"2,791",X,"2,158",X
Business,"Total Establishments","Arts, entertainment, and recreation",299,X,297,X,293,X,388,X,389,X,435,X,283,X,475,X,607,X
Business,"Total Establishments","Accommodation and food services","1,719",X,"1,632",X,"1,454",X,"1,655",X,"1,923",X,"1,994",X,"1,981",X,"2,590",X,"2,530",X
Business,"Total Establishments","Other services (except public administration)","1,688",X,"1,834",X,"1,688",X,"1,987",X,"2,139",X,"2,262",X,"1,687",X,"2,995",X,"2,114",X
Business,"Total Establishments","Industries not classified",26,X,30,X,39,X,42,X,46,X,36,X,37,X,52,X,41,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
